64192.0,86417,GRUH FINANCE LTD.,7.0
64910.0,374518,BAJAJ AUTO LTD.,7.0
63999.0,65745,ECLERX SERVICES LTD.,7.0
46909.0,196452,RELAXO FOOTWEARS LTD.,7.0
64300.0,48799,COAL INDIA LTD.,7.0
46909.0,254594,TRIVENI TURBINE LTD.,7.0
30913.0,374456,WABCO INDIA LTD.,7.0
28199.0,244056,SUZLON ENERGY LTD.,7.0
30911.0,92590,HERO MOTOCORP LTD.,7.0
30911.0,246615,T V S MOTOR CO. LTD.,6.0
64910.0,376597,L G B FORGE LTD.,6.0
62013.0,248092,TATA ELXSI LTD.,6.0
28199.0,269920,VOLTAS LTD.,6.0
27501.0,272097,WHIRLPOOL OF INDIA LTD.,6.0
93290.0,337792,WONDERLA HOLIDAYS LTD.,6.0
23942.0,222402,SHREE CEMENT LTD.,6.0
63999.0,97042,AXISCADES ENGINEERING TECHNOLOGIES LTD.,6.0
22203.0,69565,ESSEL PROPACK LTD.,6.0
62013.0,261710,VAKRANGEE LTD.,6.0
21009.0,393826,ALEMBIC PHARMACEUTICALS LTD.,6.0
62013.0,275155,ZEN TECHNOLOGIES LTD.,6.0
21009.0,220498,SHILPA MEDICARE LTD.,6.0
70200.0,52181,CARE RATINGS LTD.,6.0
21009.0,24685,AUROBINDO PHARMA LTD.,6.0
93290.0,49194,SPHERE GLOBAL SERVICES LTD.,6.0
30913.0,33750,BHARAT FORGE LTD.,5.0
62013.0,275305,ZENSAR TECHNOLOGIES LTD.,5.0
29102.0,22104,ASHOK LEYLAND LTD.,5.0
64192.0,95632,HOUSING DEVELOPMENT FINANCE CORPN. LTD.,5.0
64300.0,164646,TATA CONSULTANCY SERVICES LTD.,5.0
28199.0,91512,HAVELLS INDIA LTD.,5.0
27501.0,37079,BLUE STAR LTD.,5.0
64920.0,266490,VIKAS ECOTECH LTD.,5.0
70200.0,2717,DISH T V INDIA LTD.,5.0
30913.0,72979,FIEM INDUSTRIES LTD.,5.0
29102.0,66185,EICHER MOTORS LTD.,4.0
22203.0,148438,MOLD-TEK TECHNOLOGIES LTD.,4.0
30913.0,107169,JAMNA AUTO INDS. LTD.,4.0
30913.0,149616,MOTHERSON SUMI SYSTEMS LTD.,4.0
30913.0,146438,MINDA CORPORATION LTD.,4.0
22203.0,223374,SHREE RAMA MULTI-TECH LTD.,4.0
30913.0,225438,SHRIRAM PISTONS & RINGS LTD.,4.0
21009.0,61957,DIVI'S LABORATORIES LTD.,4.0
21009.0,36073,BIOCON LTD.,4.0
46909.0,36277,3M INDIA LTD.,4.0
64910.0,374273,MOTILAL OSWAL FINANCIAL SERVICES LTD.,4.0
64920.0,180915,P T L ENTERPRISES LTD.,4.0
64910.0,384105,BHARAT FINANCIAL INCLUSION LTD.,4.0
64920.0,240037,SUNDARAM FINANCE LTD.,4.0
62013.0,257613,CAMBRIDGE TECHNOLOGY ENTERPRISES LTD.,4.0
64920.0,19915,ARMAN FINANCIAL SERVICES LTD.,4.0
62013.0,88258,H C L TECHNOLOGIES LTD.,4.0
86100.0,331940,DR. LAL PATHLABS LTD.,4.0
64910.0,374519,BAJAJ FINSERV LTD.,4.0
70200.0,96443,I C R A LTD.,3.0
21009.0,155423,NATCO PHARMA LTD.,3.0
22209.0,469754,GREENLAM INDUSTRIES LTD.,3.0
29102.0,248093,TATA MOTORS LTD.,3.0
22209.0,242022,SUPREME INDUSTRIES LTD.,3.0
86100.0,346089,NARAYANA HRUDAYALAYA LTD.,3.0
23942.0,181972,PRISM CEMENT LTD.,3.0
23942.0,125123,ULTRATECH CEMENT LTD.,3.0
64910.0,169724,VIJI FINANCE LTD.,3.0
27501.0,245363,SYMPHONY LTD.,3.0
86100.0,18102,APOLLO HOSPITALS ENTERPRISE LTD.,3.0
46909.0,20327,ARROW GREENTECH LTD.,3.0
21009.0,164629,ORCHID PHARMA LTD.,3.0
30913.0,240069,SUNDARAM-CLAYTON LTD.,3.0
30913.0,241914,SUPRAJIT ENGINEERING LTD.,3.0
62013.0,97191,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,3.0
62013.0,413847,INFIBEAM INCORPORATION LTD.,3.0
62013.0,250468,S Q S INDIA B F S I LTD.,3.0
30913.0,64150,DYNAMATIC TECHNOLOGIES LTD.,3.0
64192.0,197110,REPCO HOME FINANCE LTD.,2.0
93290.0,233845,SRI ADHIKARI BROTHERS TELEVISION NETWORK LTD.,2.0
46909.0,349115,KAYA LTD.,2.0
64920.0,28897,BAJAJ FINANCE LTD.,2.0
64920.0,47318,CHOLAMANDALAM INVESTMENT & FINANCE CO. LTD.,2.0
30913.0,149711,BOSCH LTD.,2.0
