28110.0,85647,GREAVES COTTON LTD.,4.0
21002.0,47858,CIPLA LTD.,4.0
20221.0,32433,BERGER PAINTS INDIA LTD.,4.0
70200.0,96443,I C R A LTD.,4.0
52109.0,7068,AEGIS LOGISTICS LTD.,4.0
52109.0,99905,INDRAPRASTHA GAS LTD.,4.0
46102.0,12011,G E POWER INDIA LTD.,4.0
46909.0,36277,3M INDIA LTD.,4.0
46102.0,5747,ADANI ENTERPRISES LTD.,4.0
62013.0,97191,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,4.0
46102.0,101293,SUNTECK REALTY LTD.,4.0
58131.0,105523,JAGRAN PRAKASHAN LTD.,3.0
21002.0,121704,ABBOTT INDIA LTD.,3.0
23942.0,182265,RAIN INDUSTRIES LTD.,3.0
64910.0,374273,MOTILAL OSWAL FINANCIAL SERVICES LTD.,3.0
64300.0,228300,RESPONSIVE INDUSTRIES LTD.,3.0
21002.0,25290,SANOFI INDIA LTD.,3.0
27501.0,37079,BLUE STAR LTD.,3.0
64300.0,36895,BLUE CHIP INDIA LTD.,3.0
21002.0,174726,PFIZER LTD.,3.0
20221.0,96407,AKZO NOBEL INDIA LTD.,3.0
21002.0,252196,TORRENT PHARMACEUTICALS LTD.,3.0
21002.0,62987,DR. REDDY'S LABORATORIES LTD.,3.0
28199.0,269920,VOLTAS LTD.,3.0
28199.0,226821,SIEMENS LTD.,3.0
21002.0,272854,WOCKHARDT LTD.,3.0
64920.0,248411,T C I FINANCE LTD.,3.0
30913.0,149711,BOSCH LTD.,3.0
30913.0,107169,JAMNA AUTO INDS. LTD.,3.0
62013.0,80856,GENESYS INTERNATIONAL CORPN. LTD.,3.0
21002.0,23709,ASTRAZENECA PHARMA INDIA LTD.,3.0
64191.0,256066,AXIS BANK LTD.,3.0
64920.0,288148,MUTHOOT FINANCE LTD.,2.0
21002.0,64644,MERCK LTD.,2.0
59122.0,371246,TV18 BROADCAST LTD.,2.0
22209.0,106263,JAIN IRRIGATION SYSTEMS LTD.,2.0
62013.0,18395,HEXAWARE TECHNOLOGIES LTD.,2.0
62013.0,122948,K P I T TECHNOLOGIES LTD.,2.0
46909.0,119829,SPECTACLE VENTURES LTD.,2.0
46102.0,95119,SKIL INFRASTRUCTURE LTD.,2.0
62013.0,261710,VAKRANGEE LTD.,2.0
30913.0,149616,MOTHERSON SUMI SYSTEMS LTD.,2.0
24104.0,371197,METKORE ALLOYS & INDS. LTD.,2.0
20221.0,218257,SHALIMAR PAINTS LTD.,2.0
30913.0,33750,BHARAT FORGE LTD.,1.0
41001.0,375572,M V L LTD.,1.0
64910.0,374519,BAJAJ FINSERV LTD.,1.0
21002.0,82150,GLAXOSMITHKLINE PHARMACEUTICALS LTD.,1.0
64191.0,88297,H D F C BANK LTD.,1.0
46909.0,132144,M M T C LTD.,1.0
62013.0,259020,USHA MARTIN EDUCATION & SOLUTIONS LTD.,1.0
64920.0,136443,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,0.0
