sa_advertising,sa_ann_rep_months,sa_avg_total_assets_net_of_reval,sa_building_net_addn_in_yr,sa_cf_net_frm_op_activity,sa_comm_equip_net_addn_in_yr,sa_company_name,sa_computer_it_net_addn_in_yr,sa_elec_install_fitting_net_addn_in_yr,sa_extra_ordi_inc,sa_finance1_cocode,sa_finance1_year,sa_gfa_net_addn_in_yr,sa_net_furn_social_oth_fxd_ast,sa_pat,sa_plant_net_addn_in_yr,sa_rnd_exp,sa_sales,sa_sw_net_addn_in_yr,sa_total_assets,sa_transport_infra_net_addn_in_yr,sa_transport_veh_net_addn_in_yr
2.0,12,,0.2,,,CITIZEN INFOLINE LTD.,-5.4,,,48052,20100331,-2.2,1.4,3.1,,,58.6,,60.9,,1.6
,12,89.05,,0.4,,CITIZEN YARNS LTD.,,,,48066,20100331,,,0.2,,,27.7,,88.9,,
,12,3.85,,0.5,,CITRIC INDIA LTD.,,,,48078,20100331,,,0.0,,,0.9,,3.6,,
,13,116.2,,-37.3,,CITURGIA BIOCHEMICALS LTD.,,,,48093,20100430,,,-3.2,,,,,129.9,,
,12,52.35,,3.8,,CITY ONLINE SERVICES LTD.,0.1,,,48154,20100331,2.0,0.2,-3.2,1.7,,36.4,,50.0,,
62.0,12,104052.2,166.7,10083.9,,CITY UNION BANK LTD.,,,5.2,48177,20100331,353.4,186.7,1527.6,,,,,115594.3,,
0.7,12,6.25,,-4.9,,CITYMAN LTD.,,,,48194,20100331,-3.8,-0.1,-7.9,-3.7,,,,3.4,,
,12,73.25,,-0.5,,CLARO INDIA LTD.,,,,48297,20100331,,,4.6,,,84.9,,82.9,,
0.1,12,7048.35,,463.9,,CLASSIC DIAMONDS (INDIA) LTD.,0.0,-0.2,,48367,20100331,4.1,-2.4,174.2,6.7,,7032.5,,7047.1,,
,12,68.15,,-1.7,,CLASSIC ELECTRICALS LTD.,,,,48375,20100331,-1.0,,8.7,,,21.9,,70.1,,-1.0
,12,48.3,,0.1,,CLASSIC FILAMENTS LTD.,,,,48389,20100331,,,0.0,,,0.2,,48.7,,
,12,,,,,CLASSIC GLOBAL FINANCE & CAPITAL LTD.,,,,48405,20100331,,,0.1,,,,,28.8,,
,12,134.75,,-8.2,,CLIO INFOTECH LTD.,1.6,,,48681,20100331,2.6,,0.7,,,,1.0,135.0,,
0.2,12,3456.85,17.2,81.4,,CLUTCH AUTO LTD.,2.5,5.3,,48770,20100331,385.6,4.1,84.0,339.3,12.6,2493.8,,4012.4,,2.1
4.0,12,232832.2,7.5,46472.6,1.5,COAL INDIA LTD.,,,,48799,20100331,76.6,5.0,38603.0,48.1,,6302.6,,241683.6,,14.5
0.1,12,341.4,,61.8,,COASTAL ROADWAYS LTD.,,,,48859,20100331,17.4,0.3,6.9,,,784.0,,337.1,,16.7
,12,137.5,,18.3,,COASTAL CORPORATION LTD.,0.1,,0.1,48869,20100331,8.6,0.1,7.0,8.2,,271.6,,140.0,,0.2
,12,3947.75,34.2,-22.0,,D I C INDIA LTD.,3.6,,0.4,48886,20101231,116.1,1.0,507.4,79.2,14.8,6071.1,,4213.9,,-1.9
,12,191.15,-18.4,34.1,,COCHIN MALABAR ESTATES & INDS. LTD.,,,,48941,20100331,3.0,0.1,13.2,10.1,,185.8,,609.6,,1.6
2.9,12,703.1,,-40.2,,COCHIN MINERALS & RUTILE LTD.,,,0.2,48943,20100331,26.7,1.5,58.9,21.6,0.1,1119.0,,693.7,,-0.2
6.0,12,25375.05,442.2,105.4,,COCHIN SHIPYARD LTD.,,93.4,,48960,20100331,792.7,27.6,2230.4,217.8,,14283.2,1.6,24715.7,3.2,6.9
0.8,12,811.1,,-0.8,,H O V SERVICES LTD.,-1.0,,,48995,20100331,-2.3,-1.3,29.2,,,74.9,,811.7,,
,12,408.05,,-2.6,,CVIL INFRA LTD.,-11.5,,,49025,20100331,-80.6,-64.0,-126.7,,,4.4,,344.7,,-5.1
,12,32.65,,0.4,,COIMBATORE LAKSHMI INVST. & FINANCE CO. LTD.,,,,49069,20100331,,,-2.0,,,,,31.8,,
2994.2,12,8455.9,382.7,3973.4,,COLGATE-PALMOLIVE (INDIA) LTD.,,,29.3,49138,20100331,1092.6,31.9,4232.6,678.7,29.7,20794.8,,9014.6,,0.8
,12,102.35,,4.1,,COLINZ LABORATORIES LTD.,,,,49144,20100331,,,0.8,,,56.4,,103.2,,
,12,236.3,,5.9,,SPHERE GLOBAL SERVICES LTD.,,,,49194,20100630,,,-2.4,,,,,237.3,,
,12,6401.4,-79.0,1637.0,,CLARIANT CHEMICALS (INDIA) LTD.,,,57.9,49262,20101231,-141.5,-29.0,1125.7,-73.0,3.8,10502.8,,6834.1,,-6.3
,12,40.9,,4.7,,COMBAT DRUGS LTD.,,,,49340,20100331,0.4,,0.0,,,3.9,0.4,45.7,,
0.2,12,271.8,,19.3,,COMFORT INTECH LTD.,,,,49470,20100331,0.7,0.2,19.8,,,79.5,,295.7,,0.5
,12,,,-212.2,,COMMERCIAL ENGINEERS & BODY BUILDERS CO. LTD.,,,,49545,20100331,,,203.0,,,2438.5,,1961.0,,
0.1,12,240.6,,-78.4,,URJA GLOBAL LTD.,,,,49571,20100331,0.2,,4.0,,,496.6,,451.8,,0.2
0.1,12,236.7,,-27.7,,C T I L LTD.,0.1,,,49638,20100331,0.1,,21.8,,,142.6,,338.5,,
0.4,12,1340.45,,-30.5,,C D I INTERNATIONAL LTD.,,,,49649,20100331,3.2,,292.5,,,2281.6,,1602.5,,2.5
0.1,12,59.05,,,,COMPACT INTERNATIONAL LTD.,,,,49659,20100331,,,0.0,,,4.5,,58.6,,
,12,107.05,,3.6,,DECILLION FINANCE LTD.,,,,49688,20100331,,,0.1,,,,,107.1,,
4.3,12,1032.15,0.8,90.4,,COMPETENT AUTOMOBILES CO. LTD.,,,1.4,49733,20100331,27.6,3.1,53.8,9.5,,6063.3,,1046.0,,14.9
,12,2315.5,,-125.3,,COMPUAGE INFOCOM LTD.,12.2,,,49856,20100331,19.3,5.9,62.9,,,10878.0,,2577.0,,1.2
1.8,12,1363.35,,77.2,,COMPUCOM SOFTWARE LTD.,,,,49862,20100331,13.2,0.6,92.8,9.2,,594.3,,1416.5,,3.4
,12,1279.6,,27.7,,COMPUTECH INTERNATIONAL LTD.,,,,49902,20100331,-0.4,,-268.9,,,3.9,,1233.6,,-0.4
,12,615.4,,32.8,,COMPUTER POINT LTD.,30.0,,,49957,20100331,30.0,,2.9,,,1161.7,,813.3,,
,12,202.3,,19.3,,CONART ENGINEERS LTD.,0.4,,,50063,20100331,17.3,0.4,16.7,13.4,,269.3,,213.3,,3.1
,9,9.15,,,,CONCERT CAPITAL LTD.,,,,50160,20100331,,,-3.6,,,,,7.4,,0.0
0.4,12,88.8,0.0,1.0,,CONCORD DRUGS LTD.,0.0,,,50188,20100331,,,8.4,0.0,,98.1,,92.8,,
,12,1.3,,,,CONFIDENCE FINANCE & TRDG. LTD.,,,,50293,20100331,,,0.2,,,,,1.0,,
,12,8.05,,,,CONSECUTIVE INVESTMENTS & TRDG. CO. LTD.,,,,50407,20100331,,,0.0,,,,,8.0,,
,12,60.5,,5.4,,MEGRI SOFT LTD.,0.3,,,50435,20100331,2.7,0.1,11.1,,,24.8,,66.2,,1.3
,12,14357.9,16.0,-524.6,,CONSOLIDATED CONSTRUCTION CONSORTIUM LTD.,,,,50445,20100331,248.0,28.4,935.6,201.4,,6574.8,,15990.8,,-0.6
0.3,12,490.2,,-114.8,,C S L FINANCE LTD.,0.3,,,50505,20100331,2.4,0.1,65.8,,,,,520.9,,2.0
,12,25974.05,-7.6,247.3,,I L & F S TRANSPORTATION NETWORKS LTD.,2.3,,,50508,20100331,259.3,0.5,3247.3,6.8,,8748.2,247.2,35685.0,,10.1
,12,8.25,,,,CONSORTEX KARL DOELITZSCH (INDIA) LTD.,,,,50519,20100331,,,,,,,,8.3,,
17.0,12,48943.55,784.8,6425.1,0.1,CONTAINER CORPN. OF INDIA LTD.,11.5,23.2,0.1,50616,20100331,3479.1,12.8,7866.9,2122.6,,37061.8,14.6,51985.5,41.3,451.2
0.2,12,141.35,,14.2,,ARMS PAPER LTD.,,,,50636,20100331,0.6,,16.5,,,198.5,,81.4,,0.6
,12,26.95,,0.3,,CONTINENTAL CHEMICALS LTD.,,,,50686,20100831,,,-7.0,,,0.9,,25.2,,
,12,4030.05,0.9,401.1,,C C L PRODUCTS (INDIA) LTD.,,,,50692,20100331,-44.5,0.1,270.0,-46.2,,2820.1,,4028.5,,0.7
,12,65.9,,4.3,,CONTINENTAL CONTROLS LTD.,0.1,,,50696,20100331,1.2,,1.0,2.4,,36.2,,66.0,,-1.3
,12,41.8,,6.1,,CONTIL INDIA LTD.,,,,50699,20100331,,,1.2,,,2.8,,42.4,,
,12,37.8,,-1.1,,CONTINENTAL FORGING LTD.,,,,50715,20100331,,,0.6,,,1.3,,37.6,,
,12,58.45,1.0,8.3,,CONTINENTAL PETROLEUMS LTD.,0.1,,,50743,20100331,6.7,0.1,5.1,5.1,,109.3,,70.7,,0.4
,12,32.15,,1.9,,CONTINENTAL SECURITIES LTD.,0.1,,,50756,20100331,2.8,2.6,0.0,,,,,32.1,,0.1
,12,600.25,2.1,-57.3,,CONTROL PRINT LTD.,,,,50821,20100331,16.4,4.5,20.3,8.7,,460.9,0.4,651.6,,0.7
0.1,12,364.8,,-14.6,,CORAL INDIA FINANCE & HOUSING LTD.,,,,51048,20100331,,,25.3,,,14.8,,419.9,,
0.2,12,415.1,0.4,44.8,,CORAL LABORATORIES LTD.,,,,51051,20100331,10.1,7.4,46.7,2.3,,354.3,,430.1,,
,12,51.25,,6.9,,CORAL NEWSPRINTS LTD.,,,,51052,20100331,2.1,,7.7,2.0,,100.2,,55.0,,
,12,143.6,,-2.2,,S J CORPN. LTD.,,,,51079,20100331,,,19.5,,,234.0,,51.2,,
0.3,12,1945.15,,54.9,,CORDS CABLE INDS. LTD.,0.4,0.1,,51096,20100331,20.9,1.1,41.9,15.4,,2323.2,,2147.8,,3.9
,12,51.1,,30.0,,AUSOM ENTERPRISE LTD.,,,,51112,20100331,0.2,0.2,2.4,,,0.5,,51.3,,
,12,40.45,,-0.1,,COROMANDAL BIOTECH INDS. (INDIA) LTD.,,,,51218,20100331,,,-2.3,,,,,39.1,,
,12,324.45,,-30.5,,COROMANDEL AGRO PRODUCTS & OILS LTD.,,,0.1,51224,20100331,-0.8,,9.4,-1.4,,828.0,,359.2,,0.6
1.1,12,2903.95,62.4,225.7,,BHEEMA CEMENTS LTD.,,1.5,,51228,20100331,457.6,4.0,49.9,370.6,,973.0,,4319.6,,4.0
0.9,12,926.25,,-56.2,,COROMANDEL ENGINEERING CO. LTD.,0.6,,,51236,20100331,18.6,0.4,21.9,16.2,,892.6,1.5,1005.5,,-0.1
,12,45546.35,182.6,5558.3,,COROMANDEL INTERNATIONAL LTD.,,,,51238,20100331,946.2,89.6,4682.0,647.4,30.4,64424.8,,44062.6,3.8,22.8
0.3,12,443.25,,-38.6,,TRINETHRA INFRA VENTURES LTD.,0.2,,,51260,20100331,56.9,,46.4,40.1,,1009.8,,733.2,,6.2
,12,34.6,,0.0,,CORPORATE COURIER & CARGO LTD.,,,,51329,20100331,,,-0.1,,,,,34.6,,
,12,,,,,CORPORATE MERCHANT BANKERS LTD.,,,,51352,20100331,,,0.0,,,,,33.2,,
182.5,12,993073.95,40.2,57668.9,,CORPORATION BANK,,,,51380,20100331,373.2,333.0,11702.5,,,,,1116923.1,,
,12,144.65,,4.1,,COSBOARD INDUSTRIES LTD.,,,1.9,51427,20100331,2.7,,-12.9,2.7,,184.6,,135.5,,
1.7,12,545.8,,39.9,,COSCO (INDIA) LTD.,,,,51429,20100331,2.4,0.4,4.9,2.1,0.1,582.9,,544.1,,-0.1
,12,462.15,,49.2,,COSMO FERRITES LTD.,,,,51545,20100331,1.1,,21.8,-0.8,,393.3,,466.2,,1.9
,12,6917.25,8.2,407.4,,COSMO FILMS LTD.,,,3.2,51546,20100331,-108.4,1.8,446.0,-115.3,42.3,7828.6,,7092.0,,-3.5
0.2,12,51.1,,2.6,,WOODSVILLA LTD.,,,,51683,20100331,,,0.8,,,9.0,,50.8,,
,12,54.95,0.0,,,COSY MERCANTILE LTD.,,,,51690,20100331,,,0.7,,,0.6,,84.6,,
187.4,12,9892.4,1337.5,102.0,,COUNTRY CLUB HOSPITALITY & HOLIDAYS LTD.,3.3,,,51759,20100331,1458.5,71.6,179.6,28.0,,2124.4,,10416.9,,0.1
,12,181.4,,5.9,,COVENTRY COIL-O-MATIC (HARYANA) LTD.,,,,51828,20100331,-1.1,0.1,1.1,0.2,,355.2,,177.0,,-1.4
,12,181.45,,0.0,,COVENTRY SPRING & ENGG. CO. LTD.,,,,51831,20100331,,,-0.4,,,,,154.5,,
164.5,12,7765.45,,-942.1,,COX & KINGS LTD.,3.7,0.3,,51846,20100331,43.6,2.6,500.6,,,1668.5,44.6,10282.6,,0.2
,12,152.95,,-48.6,,CRANEX LTD.,,0.5,,51914,20100331,1.4,,-2.9,0.2,,185.2,,161.5,,0.7
16.9,12,486.9,0.2,-14.8,,CRAVATEX LTD.,,-2.3,,51925,20100331,-7.1,-0.7,36.9,-3.0,,629.4,,555.7,,-0.7
,12,214.9,,-1.0,,CRAZY INFOTECH LTD.,-16.5,,,51948,20100331,-16.5,,0.5,,,60.2,,205.3,,
,12,144.45,0.4,21.5,,CREATIVE CASTINGS LTD.,0.3,0.5,0.1,51994,20100331,2.4,,8.7,1.1,,143.5,,144.1,,0.1
0.1,12,619.9,,-13.5,,CREATIVE EYE LTD.,0.1,,0.2,52030,20100331,-0.5,,-35.1,0.3,,313.7,,579.8,,-0.9
,12,64.75,,2.7,,CREATIVE WORLD TELEFILMS LTD.,,,,52147,20100331,,,-0.1,,,0.3,,63.7,,
2.0,12,2645.75,86.3,719.6,,CARE RATINGS LTD.,5.6,,,52181,20100331,109.0,12.0,871.9,,,1378.7,4.2,3244.0,,0.9
,12,5659.9,-24.1,1352.0,,CRISIL LTD.,90.1,,251.0,52194,20101231,674.8,191.5,1957.5,,,5287.1,,5449.5,,0.3
7.6,12,4392.55,,32.7,,DELTA CORP LTD.,0.1,0.1,0.2,52214,20100331,1.4,1.3,135.7,,,240.1,,4908.7,,-0.1
,12,70.6,,-2.0,,CRESCENT LEASING LTD.,,,,52258,20100331,,,0.2,,,,,69.6,,
0.0,12,55.05,,5.8,,CRESSANDA SOLUTIONS LTD.,,,,52293,20100331,,,-2.9,,,14.1,,50.7,,
,12,1518.15,,28.8,,CREST ANIMATION STUDIOS LTD.,17.5,,,52303,20100331,39.7,,6.4,-1.3,,353.6,23.5,1509.8,,
,12,,,49.1,,CREST PAPER MILLS LTD.,,,,52320,20100331,,,5.9,0.0,,1208.0,,1244.1,,
,12,11.5,,1.8,,CRESTCHEM LTD.,,,,52332,20100331,,,-2.5,,,0.4,,9.4,,
,12,37.8,,-0.3,,CROMAKEM LTD.,,,,52405,20100331,,,0.0,,,,,37.8,,
226.5,12,33399.0,,6879.7,,C G POWER & INDL. SOLUTIONS LTD.,,,,52418,20100331,,,6173.4,,335.5,56276.8,,37830.6,,
,12,356.8,,-2.4,,CROSS COUNTRY HOTELS LTD.,,,,52448,20100331,,,-7.2,,,,,352.1,,
0.0,12,92.6,,2.6,,CROWN TOURS LTD.,0.1,0.1,0.4,52576,20100331,4.7,0.1,2.1,,,103.9,0.0,94.4,,4.4
,12,21.3,,,,CRYSTAL AGRITECH LTD.,,,,52643,20100331,,,0.0,,,0.1,,21.3,,
,12,86.2,0.3,-1.7,,CRYSTAL SOFTWARE SOLUTIONS LTD.,,,,52741,20100331,0.3,,-3.1,,,12.7,,75.7,,
,12,494.15,0.6,39.9,,CUBEX TUBINGS LTD.,,2.8,,52787,20100331,37.0,0.3,18.7,33.3,,644.1,,507.8,,
,12,67.6,,-32.2,,CUBICAL FINANCIAL SERVICES LTD.,,,,52790,20100331,,,1.2,,,,,118.0,,
,12,23060.05,29.8,5759.4,,CUMMINS INDIA LTD.,,,8.4,52835,20100331,550.4,2.8,4438.7,517.3,317.6,30502.6,2.3,23915.8,,-1.8
0.2,12,282.25,,6.5,,CUPID LTD.,0.1,,,52848,20100331,0.6,0.5,-19.4,,0.4,85.9,,270.5,,
,12,35.8,,0.5,,CUPID TRADES & FINANCE LTD.,0.1,,,52850,20100331,0.9,,2.7,,,27.7,,39.2,,0.8
12.2,12,678.45,2.2,25.5,,CYBER MEDIA (INDIA) LTD.,5.6,,,53000,20100331,6.8,0.5,-29.9,,,381.0,0.2,656.2,,-1.7
,12,1140.75,,94.5,,CYBERMATE INFOTEK LTD.,,,,53044,20100331,,,7.4,,,116.3,,1155.1,,
0.1,12,80.05,,-0.4,,CYBERSCAPE MULTIMEDIA LTD.,,,,53070,20100331,0.1,0.1,-4.2,,,17.3,,78.8,,
,12,810.9,,47.7,,CYBERTECH SYSTEMS & SOFTWARE LTD.,1.6,,,53088,20100331,-2.6,0.1,43.8,1.1,,189.3,-5.4,822.3,,
,12,0.0,,,,CYCLIC CHEMICALS LTD.,,,0.0,53118,20100331,,,,,,,,0.0,,
0.6,12,273.8,5.9,18.1,,D & H INDIA LTD.,0.4,0.6,0.2,53249,20100331,21.4,0.3,15.9,11.2,,564.8,,298.9,,2.3
,12,243.15,,13.8,,D B (INTERNATIONAL) STOCK BROKERS LTD.,6.6,2.3,,53291,20100331,12.0,1.6,11.6,,,,1.1,321.2,,0.4
,12,300.95,,,,PURSHOTTAM INVESTOFIN LTD.,,,,53330,20100331,,,-1.2,,,,,152.7,,
4.1,12,1591.45,1.7,151.6,,LANCOR HOLDINGS LTD.,0.3,1.6,,53351,20100331,4.0,0.3,160.0,0.3,,918.3,0.1,1501.7,,-0.3
,12,62.15,,,,D C L SECURITIES LTD.,0.1,,,53449,20100331,0.1,,3.6,,,0.4,,63.7,,
0.1,12,840.55,2.0,25.7,,D C M FINANCIAL SERVICES LTD.,,,0.2,53459,20100630,1.9,,14.7,-0.1,,10.3,,853.1,,
,12,4351.65,2.3,218.1,,D C M LTD.,,,466.7,53465,20100331,22.2,0.4,657.0,19.2,,2387.1,,4488.1,,0.3
,12,37805.05,71.1,7899.3,,D C M SHRIRAM LTD.,,,69.2,53473,20100331,528.1,40.8,712.8,329.2,25.0,35172.2,14.6,35696.0,,3.3
,12,7342.95,16.3,490.8,,D C M SHRIRAM INDS. LTD.,,,6.4,53478,20100331,176.3,0.5,389.3,139.8,3.4,9063.0,,8106.1,,8.0
,12,10338.95,22.7,1843.4,,D C W LTD.,,,,53527,20100331,-23.5,6.3,676.3,-71.2,1.1,10986.2,,10482.6,,15.2
,12,390.7,28.1,159.6,,D F M FOODS LTD.,0.3,,0.5,53655,20100331,146.4,11.5,42.1,100.6,,721.9,,463.7,,-5.9
,12,350.7,,-1.3,,D G P SECURITIES LTD.,,,,53684,20100331,,,22.5,,,,,345.9,,
1.1,12,672.3,1.7,334.8,,WINDSOR MACHINES LTD.,-4.4,0.7,0.1,53685,20100331,12.6,3.9,129.2,6.0,8.7,2227.9,,700.7,,0.7
0.3,12,148.95,,16.8,,D H P INDIA LTD.,,,,53726,20100331,9.8,0.1,22.9,9.7,,184.5,,165.4,,
,12,899.45,8.7,199.0,,DHUNSERI INVESTMENTS LTD.,0.1,1.9,,53755,20100331,23.4,0.6,44.9,9.0,,,,1798.3,,0.5
,12,190.2,,20.5,,D J S STOCK & SHARES LTD.,,,,53791,20100331,-1.6,-0.6,-0.8,,,,,212.9,,-1.0
363.9,12,270498.55,-452.0,3952.5,,D L F LTD.,,,32.8,53993,20100331,344.5,1.0,7650.6,-20.2,,24118.7,73.8,289508.8,,871.0
3.0,12,270.7,,67.8,,D M C EDUCATION LTD.,0.2,,,54036,20100331,54.3,0.8,18.0,,,70.0,0.8,258.9,,
,12,215.75,,,,D P I L LTD. [MERGED],,,,54250,20100331,,,30.2,,,264.6,,206.6,,
,12,77.45,,,,D S J COMMUNICATIONS LTD.,,,,54509,20100331,,,-0.6,,,,,77.4,,
46.3,12,11597.95,,-120.4,,D S KULKARNI DEVELOPERS LTD.,,,,54525,20100331,,,217.4,,,2126.8,,11271.3,,
,12,453.15,,-225.3,,KASHIPUR SUGAR MILLS LTD.,,,0.0,54534,20100930,0.0,,-86.2,,,421.7,,532.1,,0.0
44.2,12,45948.05,0.5,3232.6,,D S P MERRILL LYNCH LTD.,10.1,,,54582,20100331,-50.9,-48.3,1567.0,,,,23.6,47005.5,,-36.8
3900.3,12,16828.65,922.7,5051.9,,DABUR INDIA LTD.,28.6,,24.4,54885,20100331,1684.6,33.3,4331.4,460.4,15.4,28915.1,0.4,17792.2,,-0.4
1.5,12,599.45,,-66.1,,BIRLA MACHINING & TOOLINGS LTD. [MERGED],,,,55080,20100331,-28.4,-19.4,-172.8,,,43.7,,316.7,,-9.0
,12,0.1,,,,KELVIN FINCAP LTD.,,,,55124,20100331,,,0.1,,,,,0.1,,
,12,721.7,,199.1,,DAI-ICHI KARKARIA LTD.,,,,55128,20100331,6.5,3.1,40.0,3.4,7.6,542.5,,761.9,,
,12,131.3,0.9,5.5,,DAIKAFFIL CHEMICALS INDIA LTD.,0.1,0.2,,55138,20100331,5.2,1.0,16.2,2.9,,195.3,,155.3,,0.1
,12,18.2,,,,SUVIDHA INFRAESTATE CORPN. LTD.,,,,55176,20100331,,,-0.5,,,0.1,,17.7,,
,12,79.45,-2.5,-1.0,,DALAL STREET INVESTMENTS LTD.,,,10.9,55327,20100331,-2.7,-0.2,8.0,,,,,80.9,,
75.4,12,48118.6,334.6,2592.0,,DALMIA BHARAT SUGAR & INDS. LTD.,,,1.1,55396,20100331,7551.9,32.3,1369.9,6862.2,1.1,23455.3,1.7,51474.9,0.4,10.1
,12,134.5,,,,DAMODAR BULK CARRIERS LTD.,,,,55582,20100331,,,3.3,,,,,134.5,,
0.2,12,1530.8,67.4,82.8,,DAMODAR INDUSTRIES LTD.,0.7,0.9,,55598,20100331,103.3,0.7,29.7,33.3,,2418.0,,1587.6,,0.3
0.1,12,258.8,,-9.3,,DANLAW TECHNOLOGIES INDIA LTD.,,,,55743,20100331,,,-3.8,,,45.3,,261.1,,
,12,20.45,,7.6,,MEGA NIRMAN & INDS. LTD.,,,,55782,20100331,,,0.0,,,,,24.7,,
,12,4.45,,0.8,,DARJEELING ROPEWAY CO. LTD.,,,,55859,20100331,,,0.3,,,,,4.6,,
,12,406.7,0.1,24.1,,PAUSHAK LTD.,,,,55912,20100331,4.4,1.7,21.4,2.6,5.2,265.4,,401.4,,
0.9,12,3594.8,0.7,145.4,,DATAMATICS GLOBAL SERVICES LTD.,2.3,0.7,,56285,20100331,17.3,1.1,243.3,,,1309.0,3.7,3489.2,,8.8
0.2,12,12.15,,0.0,,WEP SOLUTIONS LTD.,-4.2,,,56294,20100331,-5.5,-1.3,-6.4,,,3.4,,8.4,,
,12,8.15,,0.0,,DATASOFT APPLICATION SOFTWARE (INDIA) LTD.,,,,56310,20100331,,,0.5,,,,,8.3,,
,12,268.15,0.1,,,DATT MEDIPRODUCTS PVT. LTD.,,,,56358,20100331,4.4,0.5,4.3,3.8,,303.8,,268.3,,
,12,233.15,9.7,-34.2,,E-METALS INDIA LTD.,0.1,,,56415,20100331,9.8,,-10.0,,,,,266.6,,
0.1,12,101.7,,-13.0,,DAULAT SECURITIES LTD.,,,,56442,20100331,,,6.4,,,0.1,,105.3,,
,12,76.35,,-1.1,,DAZZEL CONFINDIVE LTD.,,,,56680,20100331,-0.4,,0.3,,,41.2,,85.3,,-0.4
0.1,12,39.95,,0.7,,POOJA ENTERTAINMENT & FILMS LTD.,,,,56738,20100331,,,0.0,,,2.0,,39.8,,
1524.8,12,77258.65,107.9,-17016.5,,KINGFISHER AIRLINES LTD.,37.9,,25.0,56845,20100331,1563.5,-69.6,-17444.9,,,50898.8,48.8,80069.5,,1436.7
0.1,12,55.3,,-3.6,,DECCAN BEARINGS LTD.,,,,56846,20100331,0.3,,0.7,,,62.0,,64.6,,0.3
2.9,12,6098.45,446.5,808.8,,DECCAN CEMENTS LTD.,,,1.2,56857,20100331,639.7,1.6,43.4,147.9,,3745.6,,5981.4,,2.4
,12,289.45,,230.5,,DECCAN GRANITES LTD.,,,,56896,20100331,-121.3,-2.6,-3.6,-56.6,,459.6,,275.9,,
0.1,12,188.3,0.5,9.5,,DECCAN POLYPACKS LTD.,,,,56927,20100331,1.0,,4.9,0.5,,299.4,,192.1,,
0.4,12,167.1,1.1,17.7,,DECO-MICA LTD.,,,,56997,20100331,7.6,,8.1,3.6,,270.7,,179.3,,2.9
6.5,12,1613.5,,92.7,,DECOLIGHT CERAMICS LTD.,,,,57001,20100331,,,-13.6,,3.0,924.4,,1650.4,,
,12,49.35,,1.5,,DEE KARTAVYA FINANCE LTD.,,,,57083,20100331,,,0.0,,,,,48.6,,
0.1,12,63.95,,0.9,,DEEP DIAMOND INDIA LTD.,,,,57219,20100331,,,2.2,,,29.6,,65.2,,
,12,1667.15,1.5,297.7,,DEEP INDUSTRIES LTD.,0.7,,,57235,20100331,116.5,0.1,143.7,114.6,,553.4,,1785.1,-6.0,5.6
,12,18644.9,-33.2,2155.6,,DEEPAK FERTILISERS & PETROCHEMICALS CORPN. LTD.,,16.4,355.2,57378,20100331,834.4,27.2,1720.5,931.2,8.5,13541.7,,19703.2,,9.9
,12,3935.4,6.3,318.6,,DEEPAK NITRITE LTD.,,,22.0,57447,20100331,173.3,1.7,200.1,166.2,61.7,5711.4,,4285.2,,-0.9
,12,1588.1,,102.8,,DEEPAK SPINNERS LTD.,,,1.1,57488,20100331,-10.5,-0.2,-109.1,-9.0,,2124.4,,1525.5,,-1.3
,12,45.05,,,,DEEPTI ALLOY STEEL LTD.,,,,57651,20100331,,,0.7,,,0.9,,44.9,,
0.1,12,228.25,,24.4,,REIL ELECTRICALS INDIA LTD.,0.3,,,57784,20100331,8.5,2.5,19.4,0.1,0.1,205.6,,219.6,,5.6
,12,1.7,,-0.1,,DELTA INDUSTRIAL RESOURCES LTD.,,,,58115,20100331,,,0.1,,,,,1.6,,
,12,115.35,,,,DELTA LEASING & FINANCE LTD.,,,,58126,20100331,,,0.2,,,,,224.9,,
,12,958.55,,120.8,,DELTON CABLES LTD.,0.4,,0.1,58197,20100331,2.8,0.6,18.4,2.1,,1510.5,,943.2,,-0.3
,12,71.0,,-1.9,,DELTRON LTD.,,,,58206,20100331,,,1.3,,,2.1,,71.1,,
,12,725.0,,224.3,,K G N ENTERPRISES LTD.,,,,58298,20100331,,,24.7,,,1732.5,,608.9,,
108.0,12,528117.9,79.7,26538.2,,DENA BANK,,,,58319,20100331,331.0,231.4,5112.5,,,,19.9,575890.6,,
,12,34.75,,,,DENIM FASHIONS LTD.,,,,58340,20100331,,,0.0,0.0,,0.6,,35.4,,
0.1,12,211.35,5.4,39.1,,DENIS CHEM LAB LTD.,0.4,0.2,,58348,20100331,29.5,2.0,6.6,21.5,,308.0,,235.0,,
,12,32.15,,,,DENISH-KNIT INDUSTRIES LTD.,,0.1,,58352,20100331,0.0,0.1,0.2,,,26.7,,32.1,,-0.2
0.8,12,4448.05,62.1,414.8,,DENSO INDIA PVT. LTD.,1.0,,,58373,20100331,534.8,7.7,188.9,461.8,,8063.8,,4716.0,,2.2
,12,19.2,,8.9,,MITSHI INDIA LTD.,0.0,,,58491,20100331,,,-0.2,,,1.4,,16.7,,0.0
,12,512.85,,0.1,,DERBY TEXTILE LTD.,,,,58510,20100331,,,-88.8,,,40.8,,468.2,,
0.3,12,80.95,,14.7,,DESH RAKSHAK AUSHDHALAYA LTD.,,,,58618,20100331,0.6,,1.8,0.6,,37.4,,86.7,,
