sa_advertising,sa_ann_rep_months,sa_avg_total_assets_net_of_reval,sa_building_net_addn_in_yr,sa_cf_net_frm_op_activity,sa_comm_equip_net_addn_in_yr,sa_company_name,sa_computer_it_net_addn_in_yr,sa_elec_install_fitting_net_addn_in_yr,sa_extra_ordi_inc,sa_finance1_cocode,sa_finance1_year,sa_gfa_net_addn_in_yr,sa_net_furn_social_oth_fxd_ast,sa_pat,sa_plant_net_addn_in_yr,sa_rnd_exp,sa_sales,sa_sw_net_addn_in_yr,sa_total_assets,sa_transport_infra_net_addn_in_yr,sa_transport_veh_net_addn_in_yr
,12,171.3,,0.0,,ADVENT COMPUTER SERVICES LTD.,,,,6953,20100331,,,-1.5,,,2.3,,170.5,,
0.1,12,208.85,10.9,2.6,,ADVIK LABORATORIES LTD.,,,,7002,20100331,19.5,,0.5,10.3,,187.9,,203.3,,-1.7
6.6,12,3055.45,12.6,117.9,,AEGIS LOGISTICS LTD.,,,,7068,20100331,111.1,10.4,389.4,80.4,,2846.7,0.2,3256.7,,7.5
,12,998.0,0.4,-77.6,,LUDLOW JUTE & SPECIALITIES LTD.,,,3.3,7077,20100331,88.4,1.5,33.4,66.2,,1952.1,,1207.1,,20.3
0.1,12,915.4,,-5.7,,AEONIAN INVESTMENTS CO. LTD.,,,0.9,7091,20100331,-4.1,,32.7,,,5.9,,920.5,,-4.1
0.9,12,7814.6,,1178.9,,AFTEK LTD.,663.4,-0.4,0.1,7294,20100331,187.7,-11.1,8.5,-2.7,1.6,1820.3,,7999.2,,-9.2
,12,11.25,,-0.3,,WAGEND INFRA VENTURE LTD.,,,,7447,20100331,,,0.4,,,,,11.5,,
,12,2757.65,,-14.7,,SHIRPUR GOLD REFINERY LTD.,0.2,,,7633,20100331,0.9,0.5,-101.4,0.2,,,,2930.1,,
,12,149.6,,,,AGRI-TECH (INDIA) LTD.,,,,8083,20100331,0.2,,-11.7,0.4,,1.7,,148.1,,
2.4,12,418.5,4.3,-46.8,,AGRIMAS CHEMICALS LTD.,0.8,,,8122,20100331,11.8,1.0,6.3,1.8,,842.4,,485.8,,3.9
,12,11.3,,,,AGRO CHEM PUNJAB LTD.,,,,8150,20100331,,,,,,,,11.3,,
0.3,12,6467.85,30.7,-1150.3,,AGRO DUTCH INDS. LTD.,0.1,,1.6,8153,20100331,97.2,0.2,-619.6,60.7,,1012.4,,6462.8,,5.5
614.1,12,2618.95,-1.3,139.7,,AGRO TECH FOODS LTD.,,,8.9,8183,20100331,12.5,-10.1,251.4,28.3,22.0,6495.7,,2862.1,,-4.4
3.6,12,693.15,,101.2,,AHLCON PARENTERALS (INDIA) LTD.,,,,8306,20100331,13.3,1.4,71.6,5.5,,551.3,3.2,741.6,,3.2
3.3,12,7882.85,10.3,958.4,,AHLUWALIA CONTRACTS (INDIA) LTD.,5.1,,,8312,20100331,-33.7,4.1,817.8,-77.2,,15684.6,0.6,8638.0,,23.4
,12,164.0,,-72.3,,ADVANCE LIFESTYLES LTD.,,,86.3,8336,20100331,-0.2,,36.1,,,33.2,,177.0,,
,12,9.95,,0.0,,EXCEL CASTRONICS LTD.,,,,8360,20100331,,,-0.1,,,,,9.9,,
0.1,12,149.9,,6.8,,AHMEDABAD STEELCRAFT LTD.,,,,8378,20100331,0.4,,-4.2,,,34.8,,186.1,,0.4
0.1,12,11118.15,73.1,222.8,,METALYST FORGINGS LTD.,1.0,5.6,70.4,8392,20100630,3369.5,2.1,640.9,3287.1,,6559.1,,12494.5,,0.7
,12,9.3,0.1,,,AHURA WELDING ELECTRODE MFRS. LTD.,,,,8468,20100331,5.0,,0.0,,,,,12.3,,
1.2,12,528.25,,18.0,,AIMCO PESTICIDES LTD.,,,,8523,20100331,1.5,0.1,-24.2,0.1,0.9,276.2,,553.2,,1.3
,15,0.1,,,,AIRCOMMAND AIRTECHNICS LTD.,,,,8645,20101231,,,,,,,,0.1,,
,15,1.5,,,,AIRCOMMAND INDIA LTD.,,,,8646,20101231,,,,,,,,1.5,,
52.5,12,4620.45,160.0,993.9,,AJANTA PHARMA LTD.,20.4,,0.6,8893,20100331,482.8,17.2,285.4,283.4,202.6,3850.0,,4658.0,,1.8
0.2,12,499.6,3.5,-80.1,,AJANTA SOYA LTD.,,,0.2,8909,20100331,17.9,0.8,4.5,7.0,,2323.7,0.3,484.6,,6.3
1.7,12,159.3,,-20.8,,AJCON GLOBAL SERVICES LTD.,6.2,,,9167,20100331,6.7,0.3,4.7,,,21.0,,183.9,,0.2
1.1,12,94.8,2.2,-18.4,,AJWA FUN WORLD & RESORT LTD.,,,,9335,20100331,7.2,0.6,10.1,3.3,,37.1,,93.1,,1.1
,12,598.95,,-0.1,,AFLOAT TEXTILE (INDIA) LTD.,,,,9356,20100331,,,-0.3,,,,,598.9,,
0.9,12,1518.1,,-225.1,,OPTIEMUS INFRACOM LTD.,232.0,,,9395,20100331,242.2,1.0,81.4,,,8508.4,,2997.2,,6.5
,12,834.05,1.6,58.9,,AKAR TOOLS LTD.,0.4,,,9431,20100331,13.0,0.6,20.5,10.9,,1132.6,,863.0,,-0.5
,12,118.85,0.0,11.1,,AKASH AGRO INDS. LTD.,,,0.1,9457,20100331,6.1,,6.1,6.1,,1038.8,,130.9,,
,12,3.2,,1.1,,AKASHDEEP METAL INDS. LTD.,,,,9553,20100331,,,0.0,,,,,3.2,,
,12,9635.1,564.0,978.9,,CORE EDUCATION & TECHNOLOGIES LTD.,61.0,8.7,,9681,20100331,797.4,92.2,1112.8,,,4179.5,1.8,11013.4,,-0.7
47.6,12,25285.3,-38.6,-1092.6,,HUBTOWN LTD.,2.4,,,9780,20100331,-34.8,-15.3,1737.9,,,4380.8,43.5,27678.7,,-5.2
26.4,12,4052.25,,233.2,,AKSH OPTIFIBRE LTD.,-15.0,-46.3,,9793,20100331,-805.2,-132.5,-138.5,-657.5,,83.1,48.1,3670.0,,-2.0
,12,44.05,,-1.9,,ALACRITY HOUSING LTD.,,,,10133,20100331,-0.6,,-1.6,-0.1,,13.9,,42.6,,-0.5
,12,162.9,,,,ALACRITY SECURITIES LTD.,,,,10135,20100331,,,2.9,,,0.3,,198.0,,
0.1,12,8.15,,0.1,,SAI JEEVADHARA FINANCE LTD.,,,,10158,20100331,,,-1.8,,,,,7.3,,
,12,23.85,,,,ALAN SCOTT INDS. LTD.,,,,10220,20100331,-3.1,,-3.0,,,,,25.5,,-3.1
,12,,,,,ALANG INDUSTRIAL GASES LTD.,,,,10229,20100331,,,,,,,,59.4,,
,12,,,,,ALANG MARINE LTD.,,,,10231,20100331,,,0.6,,,19.7,,64.5,,
86.5,12,1996.7,8.6,208.8,,ALBERT DAVID LTD.,1.3,,,10376,20100331,113.5,9.3,102.7,92.6,4.3,2063.5,,2137.4,,1.7
0.5,12,1224.1,-11.7,-65.7,,RHODIA SPECIALTY CHEMICALS INDIA LTD.,,,36.4,10397,20101231,-151.4,-2.5,-36.9,-134.5,,1757.6,,1315.1,,-2.4
0.2,12,585.0,-0.7,-18.7,,ALCOBEX METALS LTD.,,,9.4,10489,20100331,-1.1,0.1,-735.2,,,147.4,,263.7,,-0.5
44.4,12,1504.1,2.3,437.3,,SHRENO LTD.,,,0.2,10564,20100331,67.0,0.5,247.6,29.5,0.2,2132.0,,1676.9,,
,12,10813.35,34.2,1274.2,,ALEMBIC LTD.,,,18.7,10566,20100331,309.7,67.8,206.9,207.0,432.7,10335.7,,10608.5,,0.7
0.1,12,268.9,3.8,39.0,,ALFA ICA (INDIA) LTD.,,,,10674,20100331,13.3,0.3,7.4,8.9,,363.8,,266.6,,
,12,7733.8,4.0,986.6,,ALFA LAVAL (INDIA) LTD.,,,,10678,20101231,86.1,-0.8,1081.2,80.6,,8742.0,2.3,8276.3,,
0.3,12,445.3,1.3,12.5,,ALFA TRANSFORMERS LTD.,0.1,0.1,6.7,10714,20100331,15.9,1.4,7.6,12.2,0.2,214.8,,485.9,,1.8
0.0,12,83.35,,-2.0,,ALFAVISION OVERSEAS (INDIA) LTD.,,,,10735,20100331,,,1.2,,,61.7,,82.3,,
,12,262.75,,9.3,,ALFRED HERBERT (INDIA) LTD.,,,,10752,20100331,,,3.9,,,16.5,,266.6,,
,12,220.2,-0.7,,,ALKA DIAMOND INDS. LTD.,,,,10853,20100331,-0.7,,-0.7,,,,,247.2,,
0.2,12,246.55,,28.3,,ALKA SECURITIES LTD.,0.1,,,10866,20100331,0.4,0.3,20.4,,,,,236.0,,
0.1,12,556.85,,-80.3,,ALKA INDIA LTD.,0.1,-7.5,,10867,20100930,-130.6,-0.4,-42.1,-127.4,,39.5,,505.6,,4.6
0.8,12,948.1,87.3,53.7,,ALKALI METALS LTD.,,,,10872,20100331,214.5,5.3,65.4,68.3,9.6,604.1,,1025.3,,0.7
820.9,12,15870.15,62.4,-841.0,,ALKEM LABORATORIES LTD.,,,1.6,10884,20100331,250.9,65.2,2380.7,100.2,436.7,13696.1,,15723.8,,7.1
0.6,12,2555.3,8.0,433.5,,ALKYL AMINES CHEMICALS LTD.,,-0.6,4.0,10903,20100331,44.1,2.1,100.4,37.9,9.7,2354.2,,2504.6,,0.8
216.4,12,1088099.05,14.5,103006.8,,ALLAHABAD BANK,,,,11019,20100331,712.1,597.2,12063.3,,,,100.4,1217041.0,,
,12,12753.4,176.0,606.7,,ALLCARGO LOGISTICS LTD.,0.0,,28.5,11063,20101231,2595.1,,1211.3,0.0,,7089.6,0.0,15157.7,,2415.9
0.1,12,412.6,,-107.5,,AVONMORE CAPITAL & MGMT. SERVICES LTD.,,,,11259,20100331,,,14.3,,,,,482.3,,
18.6,12,1388.8,-6.0,-384.3,,ALMONDZ GLOBAL SECURITIES LTD.,-9.6,,,11262,20100331,-5.3,2.3,107.8,,,170.0,3.4,1603.3,,4.5
,12,568.45,,41.2,,RAP MEDIA LTD.,,,,11284,20100331,-0.8,,-8.8,,,15.4,,542.9,,-0.8
6.7,12,5743.4,37.1,493.8,,ALLIED DIGITAL SERVICES LTD.,250.8,,,11303,20100331,325.2,35.4,966.4,,,4699.2,,7490.3,,1.9
0.1,12,320.65,0.1,314.8,,ALLIED RESINS & CHEMICALS LTD. [MERGED],,,143.5,11366,20100331,5.5,0.1,221.6,5.3,0.2,462.3,,332.3,,
,12,1612.5,38.1,-55.1,,ALLSEC TECHNOLOGIES LTD.,87.4,,,11443,20100331,182.8,19.6,-68.1,,,1220.8,33.7,1587.4,,4.0
0.1,12,383.85,,-0.4,,ALLSOFT CORPORATION LTD.,,,,11445,20100331,,,1.3,,,637.4,,467.1,,
,12,16.1,,6.2,,ALNA TRADING & EXPORTS LTD.,,,,11554,20100331,,,0.1,,,12.2,,15.9,,
,12,106816.4,5909.8,1845.5,,ALOK INDUSTRIES LTD.,31.0,,16.0,11599,20100331,27427.5,259.9,2473.4,20946.6,,45208.8,73.0,121964.3,,34.7
,12,16.75,,,,AL AMEEN INTL. LTD.,,,,11659,20100331,,,0.0,,,1.2,,16.9,,
1.4,12,1496.2,0.4,8.6,0.1,ALPA LABORATORIES LTD.,0.6,1.2,,11664,20100331,5.6,1.0,8.0,2.3,,942.8,,1404.9,,
,12,42.5,,-5.4,,ALPHA GRAPHIC INDIA LTD.,,,,11760,20100331,,,0.1,,,,,41.4,,
,12,64.55,,0.2,,ALPHA HI-TECH FUEL LTD.,,,,11764,20100331,,,-10.3,,,,,60.8,,
0.4,12,789.65,,228.4,,ALPHAGEO (INDIA) LTD.,0.9,,,11853,20100331,44.3,-0.3,97.3,41.2,,783.3,,768.0,,2.5
,12,29.95,,,,ALPINE CAPITAL SERVICES LTD.,,,,11885,20100331,,,0.3,,,,,30.1,,
0.9,12,935.95,,-122.0,,ALPINE HOUSING DEVP. CORPN. LTD.,0.1,,,11905,20100331,-0.6,0.2,18.3,-0.2,,172.3,,984.5,,-0.8
5.3,9,12002.55,295.0,-1087.0,,ALPS INDUSTRIES LTD.,3.2,,,11955,20100331,1321.7,-2.5,-916.9,960.5,0.6,4709.2,,12235.4,,2.4
,12,30.4,,,,ALPS MOTOR FINANCE LTD.,,,,11961,20100331,,,0.7,,,,,30.8,,
,12,45722.45,371.5,1093.2,,G E T & D INDIA LTD.,,,0.2,12007,20101231,1110.2,53.5,1867.4,681.0,57.3,42803.5,,49659.8,,1.3
,12,29888.45,106.6,3554.2,,G E POWER INDIA LTD.,,,2.6,12011,20100331,1197.7,4.9,1672.5,1010.6,,20805.6,23.2,30796.2,,
0.1,12,172.15,0.3,-1.0,,ALUFLUORIDE LTD.,,,,12108,20100331,10.8,-0.2,15.4,10.7,,273.5,,173.6,,
