sa_advertising,sa_ann_rep_months,sa_avg_total_assets_net_of_reval,sa_building_net_addn_in_yr,sa_cf_net_frm_op_activity,sa_comm_equip_net_addn_in_yr,sa_company_name,sa_computer_it_net_addn_in_yr,sa_elec_install_fitting_net_addn_in_yr,sa_extra_ordi_inc,sa_finance1_cocode,sa_finance1_year,sa_gfa_net_addn_in_yr,sa_net_furn_social_oth_fxd_ast,sa_pat,sa_plant_net_addn_in_yr,sa_rnd_exp,sa_sales,sa_sw_net_addn_in_yr,sa_total_assets,sa_transport_infra_net_addn_in_yr,sa_transport_veh_net_addn_in_yr
,12,83.55,,,,A V I POLYMERS LTD.,,,39.5,3196,20070331,,,-19.6,,,0.1,,44.3,,
,12,370.4,,2.4,,ZENITH STEEL TUBES & INDS. LTD.,,,,3303,20070331,0.7,,-412.1,0.7,,403.7,,351.0,,
,12,795.0,,77.1,,A V T NATURAL PRODUCTS LTD.,,,,3335,20070331,,,87.3,,4.4,723.9,,843.5,,
,12,55.8,,-0.1,,AAKAR ENGINEERING & MFG. CO. LTD.,,,,3624,20070331,,,-20.4,,,49.8,,48.7,,
,12,8.5,,1.5,,PRISM INFORMATICS LTD.,,,,3704,20070331,,,4.2,,,4.5,,10.6,,
,12,36.45,,1.5,,JAINEX AAMCOL LTD.,,,,3737,20070331,,,5.9,,,62.6,,59.4,,
,12,143.5,,8.3,,AANKIT GRANITES LTD.,,,,3768,20070331,0.6,,-4.5,,,142.5,,135.9,,0.6
,12,105.7,,14.3,,AAREY DRUGS & PHARMACEUTICALS LTD.,,,0.1,3889,20070331,,,8.8,,,230.4,,123.9,,
2.9,12,3445.4,,271.2,,AARTI DRUGS LTD.,,,,3990,20070331,,,127.7,,15.0,3133.0,,3457.6,,
14.1,12,7422.7,,599.0,,AARTI INDUSTRIES LTD.,,,50.7,3998,20070331,,,265.3,,11.9,7536.4,,7723.1,,
3.1,12,3195.6,,1180.9,,AARVEE DENIMS & EXPORTS LTD.,,,14.3,4024,20070331,,,303.5,,,2499.1,,3853.5,,
,12,,,,,AASHEESH SECURITIES LTD.,,,,4053,20070331,,,-3.6,,,,,34.0,,
,12,14.75,,-1.2,,AASWA TRADING & EXPORTS LTD.,,,,4132,20070331,-0.3,,0.4,,,33.7,,14.7,,-0.3
,12,0.1,,,,ABACUS COMPUTERS LTD.,,,,4210,20070331,,,,,,,,0.1,,
,12,15895.7,,1915.5,,ABAN OFFSHORE LTD.,,,119.1,4253,20070331,,,996.0,,,4967.1,,18976.4,,
0.1,12,151.9,,,,ABEE INFO-CONSUMABLES LTD.,,,,4320,20070331,-0.2,-0.2,-0.5,,,17.0,,162.9,,
,12,2.8,,,,ABHIJIT TRADING CO. LTD.,,,,4483,20070331,,,,,,,,2.8,,
,12,137.45,,3.4,,ABHINAV CAPITAL SERVICES LTD.,,,,4581,20070331,,,6.1,,,,,138.2,,
506.2,12,7576.05,,-15.8,,RADICO KHAITAN LTD.,,,,4671,20070331,,,259.1,,,9776.8,,9622.2,,
,12,1485.15,,65.1,,ABHISHEK CORPORATION LTD.,,,,4680,20070331,,,218.9,,,812.1,,1822.7,,
6.6,12,13641.35,,1081.7,,TRIDENT LTD.,,,25.8,4709,20070331,,,409.4,,,8348.4,,15458.0,,
,12,75.7,,21.5,,ABIRAMI FINANCIAL SERVICES (INDIA) LTD.,,,,4831,20070331,,,1.7,,,5.9,,74.9,,
9.0,12,1759.15,,239.7,,ACCEL FRONTLINE LTD.,,,,5003,20070331,,,117.4,,,1993.5,,2031.9,,
0.5,12,955.8,,6.1,,ACCURATE TRANSFORMERS LTD.,,,17.5,5206,20070331,,,64.4,,,1805.8,,1078.8,,
,12,127.35,,-4.7,,ACE SOFTWARE EXPORTS LTD.,,,,5284,20070331,,,4.4,,,45.3,,127.5,,
,12,327.4,,13.5,,ACKNIT INDUSTRIES LTD.,,,4.9,5396,20070331,,,17.8,,,332.5,,342.9,,
136.8,12,2800.8,,-138.3,,PROVOGUE (INDIA) LTD.,,,,5417,20070331,,,196.0,,,2386.7,,3681.6,,
,12,25.2,,,,ACME SPINNERS LTD.,,,,5478,20070331,0.2,0.2,0.1,,,3.3,,25.3,,
,12,3.0,,,,ACQUAINT EXPORTS LTD.,,,,5531,20070331,,,,,,,,3.0,,
,12,142.8,,-10.9,,ACROW INDIA LTD.,,,,5568,20070331,,,7.5,,,103.8,,127.0,,
3.1,12,202.65,,16.9,,ACRYSIL LTD.,,,0.9,5574,20070331,,,12.4,,0.5,203.4,,224.8,,
,12,167.55,,-3.0,,ACTION FINANCIAL SERVICES (INDIA) LTD.,,,0.2,5596,20070331,,,4.9,,,,,167.8,,
,12,53.55,,,,ACUMEN TRADING & INVSTS. LTD.,,,,5674,20070331,,,-2.5,,,0.2,,29.9,,
0.2,12,457.05,,-7.2,,AD-MANUM FINANCE LTD.,,,,5695,20070331,1.4,1.4,9.2,,,7.6,,498.0,,
284.4,12,49426.15,,-3401.3,,ADANI ENTERPRISES LTD.,,,181.7,5747,20070331,,,1506.9,,,100617.1,,58426.2,,
,12,3344.25,,-0.1,,ADANI POWER LTD.,,,,5757,20070331,,,,,,,,6558.1,,
,12,2.1,,-0.2,,ADARSH CHEMICALS & FERTILISERS LTD.,,,,5791,20070331,,,-0.3,,,,,1.4,,
,12,45.25,,0.5,,VIKAS GRANARIES LTD.,,,,5802,20070331,,,0.3,,,26.2,,43.8,,
0.1,12,81.0,,-18.5,,ADARSH PLANT PROTECT LTD.,,,0.9,5843,20070331,,,0.4,,,62.7,,89.2,,
,12,36.45,,,,ADCON CAPITAL SERVICES LTD.,,,,5888,20070331,,,-0.1,,,,,36.4,,
0.1,12,232.35,,-60.8,,ADDI INDUSTRIES LTD.,,,,5921,20070331,,,-55.0,,,75.2,,184.4,,
,12,56.1,,10.3,,ADHARSHILA CAPITAL SERVICES LTD.,,,,6011,20070331,,,1.8,,,,,57.4,,
,12,118.65,,,,ADHBHUT INFRASTRUCTURE LTD.,,,,6016,20070331,,,1.4,,,1.3,,202.5,,
0.6,12,141.3,,-0.3,,ADHUNIK SYNTHETICS LTD.,,,,6076,20070331,,,-109.8,,,20.4,,134.6,,
,12,44.65,,12.9,,ADHUNIK YARNS LTD.,,,106.8,6082,20070331,,,102.3,,,0.1,,40.5,,
,12,123.7,,,,ADI RASAYAN LTD.,,,,6097,20070331,,,-0.2,,,,,123.6,,
,12,62.25,,-3.0,,ADINATH EXIM RESOURCES LTD.,,,,6136,20070331,,,2.4,,,,,63.3,,
,12,82.45,,70.4,,ADINATH TEXTILES LTD.,,,61.9,6166,20070331,,,57.1,,,5.6,,77.1,,
,12,53.35,,,,BLUE CLOUD SOFTECH SOLUTIONS LTD.,,,,6226,20070331,,,-4.2,,,3.2,,50.9,,
,12,19.8,,-8.4,,ADITYA ELECTRO COMMUNICATIONS LTD.,,,,6318,20070331,0.5,,0.3,0.5,,0.3,,15.4,,
,12,78.0,,,,ADITYA FORGE LTD.,,,,6342,20070331,1.5,,-0.9,1.5,,45.6,,74.7,,
,12,44.85,,-0.1,,ARIS INTERNATIONAL LTD.,,,,6347,20070331,,,-8.0,,,,,40.9,,
,12,60.65,,-3.9,,ADITYA ISPAT LTD.,,,,6348,20070331,,,0.6,,,81.0,,64.5,,
,12,377.35,,-1.0,,ADITYA INTERNATIONAL LTD.,,,,6364,20070331,,,16.8,,,0.5,,385.8,,
,12,176.6,,36.3,,NITIN CASTINGS LTD.,,,,6374,20070331,,,15.3,,,253.7,,241.1,,
,12,35.4,,-1.4,,ADITYA MILLS LTD.,,,0.3,6385,20070331,,,-4.3,,,29.0,,51.8,,
,12,241.25,,-10.7,,ADITYA SPINNERS LTD.,,,,6431,20070331,,,-329.7,,,48.4,,229.1,,
106.0,15,10534.15,250.8,-3047.7,,RELIANCE MEDIAWORKS LTD.,,79.2,,6484,20070630,330.0,,853.4,,,3316.5,,11262.0,,
,12,361.1,,73.6,,ADOR FONTECH LTD.,,,,6584,20070331,,,51.2,,,869.4,,362.3,,
0.2,12,57.7,,2.5,,ADOR MULTIPRODUCTS LTD.,,,,6585,20070331,,,2.6,,,119.8,,56.7,,
,12,97.75,,,,ADVANCE BIO-COAL (INDIA) LTD.,,,,6697,20070331,,,,,,,,97.7,,
0.1,12,81.35,,6.4,,ADVANCE MULTITECH LTD.,,,,6767,20070331,,,0.8,,,58.8,,80.8,,
,12,72.55,,3.4,,ADVANCE PETROCHEMICALS LTD.,,,0.3,6773,20070331,,,0.5,,,55.4,,75.4,,
,12,658.95,20.6,53.1,,ADVANCED ENZYME TECHNOLOGIES LTD.,4.1,,,6819,20070331,96.0,5.1,63.1,64.3,42.0,684.7,2.1,769.4,,-0.2
0.5,12,731.9,,50.4,,ADVANCED MICRONIC DEVICES LTD.,,,0.1,6871,20070331,,,16.7,,,494.7,,729.4,,
7.4,12,564.2,,116.6,,ADVANI HOTELS & RESORTS (INDIA) LTD.,,,,6916,20070331,,,42.4,,,343.1,,593.9,,
4.2,12,1548.7,,322.0,,ADOR WELDING LTD.,,,9.3,6923,20070331,,,323.4,,8.6,3114.4,,1655.1,,
62.4,12,3951.2,,-364.2,,ADVANTA LTD. [MERGED],,,,6926,20071231,,,121.9,,53.5,1120.2,,5988.6,,
,15,195.9,,0.0,,ADVENT COMPUTER SERVICES LTD.,,,,6953,20070930,,,-0.4,,,4.0,,170.0,,
0.1,12,168.05,,-10.7,,ADVIK LABORATORIES LTD.,,,,7002,20070331,,,-2.0,,,95.2,,178.0,,
7.3,12,1770.05,,319.2,,AEGIS LOGISTICS LTD.,,,0.6,7068,20070331,,,235.9,,,2403.5,,1968.8,,
,12,469.75,,25.7,,LUDLOW JUTE & SPECIALITIES LTD.,,,,7077,20070331,,,14.2,,,1323.2,,522.2,,
0.2,12,734.85,,137.0,,AEONIAN INVESTMENTS CO. LTD.,,,,7091,20070331,,,154.2,,,5.3,,782.3,,
0.8,12,6153.6,,987.0,,AFTEK LTD.,,,,7294,20070331,,,905.1,,26.0,3325.2,,6541.0,,
,12,5.8,,0.9,,WAGEND INFRA VENTURE LTD.,,,,7447,20070331,,,0.7,,,,,6.3,,
0.1,12,3168.55,,1.0,,SHIRPUR GOLD REFINERY LTD.,,,,7633,20070331,,,-341.8,,,,,3080.8,,
,12,96.5,,-6.1,,AGRI-MARINE EXPORTS LTD.,,,14.6,8081,20070331,,,11.2,,,,,90.3,,
,12,184.75,,,,AGRI-TECH (INDIA) LTD.,,,,8083,20070331,-5.5,,-9.1,,,3.4,,179.5,,
2.6,12,269.4,,,,AGRIMAS CHEMICALS LTD.,,,,8122,20070331,1.6,,2.3,0.5,,288.3,,256.5,,1.1
,12,18.2,-12.9,-17.4,,AGRO CHEM PUNJAB LTD.,,,0.2,8150,20070331,-85.8,-2.1,-1.2,-68.1,,,,12.0,,-1.6
2.7,12,4147.95,,790.1,,AGRO DUTCH INDS. LTD.,,,3.6,8153,20070331,,,189.2,,,2090.8,,4519.2,,
135.8,12,1910.95,,29.1,,AGRO TECH FOODS LTD.,,,0.9,8183,20070331,,,160.9,,5.7,10381.5,,1958.1,,
2.5,12,517.25,,110.3,,AHLCON PARENTERALS (INDIA) LTD.,,,,8306,20070331,,,81.8,,,687.2,,564.2,,
6.6,12,2925.05,,521.9,,AHLUWALIA CONTRACTS (INDIA) LTD.,,,19.0,8312,20070331,,,311.9,,,6699.2,,3625.2,,
,9,284.45,,-360.5,,ADVANCE LIFESTYLES LTD.,,,166.6,8336,20070331,,,140.1,,,0.4,,434.4,,
,12,11.2,,0.3,,EXCEL CASTRONICS LTD.,,,,8360,20070331,,,1.4,,,6.4,,11.4,,
,12,159.05,,-15.0,,AHMEDABAD STEELCRAFT LTD.,,,0.5,8378,20070331,,,-9.7,,,224.2,,193.3,,
0.1,12,5200.35,,671.6,,METALYST FORGINGS LTD.,,,4.6,8392,20070630,,,659.3,,,5976.5,,5747.5,,
,12,70.9,,,,AHURA WELDING ELECTRODE MFRS. LTD.,,,20.0,8468,20070331,-18.9,,-29.9,-10.3,,,,45.0,,
1.6,12,565.85,,36.6,,AIMCO PESTICIDES LTD.,,,,8523,20070331,,,-32.4,,1.7,192.1,,561.5,,
,12,23.7,,,,AIRCOMMAND AIRTECHNICS LTD.,,,,8645,20070930,,,,,,,,23.7,,
,12,1.4,,,,AIRCOMMAND INDIA LTD.,,,,8646,20070930,,,,,,,,1.4,,
9.7,12,2472.1,,197.7,,AJANTA PHARMA LTD.,,,0.4,8893,20070331,,,137.1,,17.5,2471.7,,2721.8,,
,12,425.95,,93.4,,AJANTA SOYA LTD.,,,,8909,20070331,,,8.9,,,2316.1,,455.2,,
0.7,12,92.6,,6.2,,AJCON GLOBAL SERVICES LTD.,,,,9167,20070331,,,3.6,,,7.0,,93.6,,
0.6,12,73.25,,,,AJWA FUN WORLD & RESORT LTD.,,,,9335,20070331,,,-3.0,,,11.0,,79.4,,
,12,605.4,,-0.1,,AFLOAT TEXTILE (INDIA) LTD.,,,0.0,9356,20070331,,,-0.5,0.0,,,,605.4,,
,12,41.4,,-0.1,,OPTIEMUS INFRACOM LTD.,0.1,,,9395,20070331,-0.2,,0.1,,,,,41.4,,-0.3
,12,588.65,,0.0,,AKAR LAMINATORS LTD.,,,,9424,20071231,,,-27.0,,,189.8,,578.5,,
,12,504.2,,-0.8,,AKAR TOOLS LTD.,,,,9431,20070331,,,11.0,,,617.9,,561.7,,
,12,75.3,,-3.6,,AKASH AGRO INDS. LTD.,,,1.0,9457,20070331,0.4,,0.8,0.4,,432.8,,78.0,,
,12,3.2,,-0.2,,AKASHDEEP METAL INDS. LTD.,-0.2,,,9553,20070331,-0.2,,0.0,,,,,3.2,,
10.4,12,760.55,,-34.1,,CORE EDUCATION & TECHNOLOGIES LTD.,,,,9681,20070331,,,117.2,,,697.0,,1238.0,,
18.3,12,5596.2,,-1600.4,,HUBTOWN LTD.,,,,9780,20070331,,,758.7,,,1611.9,,8635.2,,
,18,3135.1,,171.5,,AKSH OPTIFIBRE LTD.,,,,9793,20070930,,,6.7,,,1274.8,,3135.1,,
,12,126.15,,-6.5,,ALACRITY HOUSING LTD.,,,,10133,20070331,,,-3.6,,,5.1,,101.2,,
,12,132.05,0.5,,,ALACRITY SECURITIES LTD.,0.7,0.3,,10135,20070331,6.3,2.3,6.2,,,,0.0,156.8,,2.5
,12,40.0,,-1.5,,SAI JEEVADHARA FINANCE LTD.,,,,10158,20070331,,,-10.2,,,,,33.6,,
,12,44.9,,,,ALAN SCOTT INDS. LTD.,,,,10220,20070331,,,-4.8,,,12.7,,26.1,,
,12,,,,,ALANG MARINE LTD.,,,,10231,20070331,,,0.6,,,127.0,,174.6,,
52.4,12,1270.05,,60.6,,ALBERT DAVID LTD.,,,0.1,10376,20070331,,,131.9,,3.8,1509.4,,1445.6,,
0.1,12,863.15,,28.6,,RHODIA SPECIALTY CHEMICALS INDIA LTD.,,,,10397,20071231,,,-44.5,,,1558.1,,891.8,,
2.7,12,1238.1,,-7.6,,ALCOBEX METALS LTD.,,,49.9,10489,20070331,,,-75.1,,0.6,1656.5,,1203.7,,
4.9,18,627.55,,-364.2,,SHRENO LTD.,,,2.0,10564,20070331,,,-368.4,,2.2,1125.3,,877.3,,
,18,890.75,-254.1,-364.2,,SHRENO LTD.,,,2.0,10564,20070930,-492.3,3.0,-368.4,-223.6,2.2,1125.3,,904.2,,0.5
,12,8171.4,,873.3,,ALEMBIC LTD.,,,34.7,10566,20070331,,,706.8,,227.6,7225.8,,9349.3,,
0.5,12,336.05,,39.2,,ALFA ICA (INDIA) LTD.,,,0.1,10674,20070331,,,6.8,,,427.2,,339.6,,
,12,5125.0,,539.7,,ALFA LAVAL (INDIA) LTD.,,,14.8,10678,20071231,,,914.9,,13.5,7407.2,,5503.0,,
0.1,12,221.85,,-38.1,,ALFA TRANSFORMERS LTD.,,,,10714,20070331,,,14.1,,,212.1,,297.2,,
,9,54.0,,1.1,,ALFAVISION OVERSEAS (INDIA) LTD.,,,,10735,20070331,,,8.8,,,21.7,,57.7,,
,12,245.45,,12.1,,ALFRED HERBERT (INDIA) LTD.,,,,10752,20070331,,,19.1,,,22.9,,258.2,,
,12,267.8,,,,ALKA DIAMOND INDS. LTD.,,,,10853,20070331,,,-1.9,,,,,280.7,,
,12,105.7,,-1.7,,ALKA SECURITIES LTD.,,,,10866,20070331,,,3.5,,,,,113.5,,
,12,915.35,,350.9,,ALKA INDIA LTD.,,,,10867,20070930,1.7,0.2,2.1,,,953.8,,837.8,,1.5
0.2,12,537.25,,86.8,,ALKALI METALS LTD.,,,,10872,20070331,,,76.0,,19.3,651.2,,561.4,,
,12,9876.5,269.8,833.9,,ALKEM LABORATORIES LTD.,27.1,,1.2,10884,20070331,1194.0,20.9,1440.8,837.9,143.1,9497.9,,10578.8,,27.9
0.4,12,1748.8,,65.8,,ALKYL AMINES CHEMICALS LTD.,,,,10903,20070331,,,86.6,,12.1,1481.4,,1885.6,,
209.3,12,607510.95,3029.9,10290.2,,ALLAHABAD BANK,,,0.6,11019,20070331,3611.7,581.8,7501.4,,,,,676759.4,,
,12,4357.1,,1234.8,,ALLCARGO LOGISTICS LTD.,,,16.1,11063,20071231,,,597.8,,,3380.7,,4931.0,,
0.1,12,178.6,,18.3,,AVONMORE CAPITAL & MGMT. SERVICES LTD.,,,,11259,20070331,,,12.8,,,1.9,,244.4,,
8.1,12,528.25,,-134.0,,ALMONDZ GLOBAL SECURITIES LTD.,,,,11262,20070331,,,55.9,,,143.8,,622.2,,
,12,377.85,,-229.2,,RAP MEDIA LTD.,,,,11284,20070331,,,7.9,,,18.7,,537.7,,
13.1,12,683.65,,35.4,,ALLIED DIGITAL SERVICES LTD.,,,,11303,20070331,,,228.9,,,1559.0,,912.4,,
0.3,12,584.3,,1258.0,,ALLIED RESINS & CHEMICALS LTD. [MERGED],,,1352.0,11366,20070331,,,1075.8,,0.1,531.1,,502.0,,
,12,1396.65,,174.8,,ALLSEC TECHNOLOGIES LTD.,,,,11443,20070331,,,281.3,,,1132.8,,1916.1,,
,12,67.35,,-0.4,,ALLSOFT CORPORATION LTD.,,,,11445,20070331,,,-1.3,,,0.6,,82.6,,
,12,13.65,,-1.4,,ALNA TRADING & EXPORTS LTD.,,,,11554,20070331,,,2.7,,,23.4,,15.0,,
,12,40637.8,,1558.0,,ALOK INDUSTRIES LTD.,,,,11599,20070331,,,1647.5,,,19153.1,,47998.1,,
,12,5.45,,-0.5,,ALORA TRADING CO. LTD.,,,,11654,20070331,,,0.0,,,0.2,,5.6,,
0.4,12,568.75,,35.8,,ALPA LABORATORIES LTD.,,,,11664,20070331,,,63.3,,,1053.5,,605.9,,
,12,71.0,,13.9,,ALPHA GRAPHIC INDIA LTD.,,,,11760,20070331,,,0.1,,,,,64.7,,
,12,72.2,,-3.3,,ALPHA HI-TECH FUEL LTD.,,,,11764,20070331,,,-3.9,,,,,70.7,,
0.1,12,745.9,,179.4,,ALPHAGEO (INDIA) LTD.,,,,11853,20070331,,,75.1,,,542.9,,823.2,,
,12,29.55,,0.0,,ALPINE CAPITAL SERVICES LTD.,,,,11885,20070331,,,0.1,,,,,29.2,,
2.5,12,590.8,,43.9,,ALPINE HOUSING DEVP. CORPN. LTD.,,,,11905,20070331,,,130.4,,,631.3,,711.6,,
16.5,12,6096.3,,,,ALPS INDUSTRIES LTD.,,,,11955,20070331,,,303.2,,0.4,4306.5,,7055.5,,
,12,2504.75,,,,ALPS B P O SERVICES LTD.,,,0.8,11956,20070331,,,-1.6,,,2.9,,2497.5,,
,12,166.2,-16.1,-2.6,,ALSA MARINE & HARVESTS LTD.,,-1.6,,11990,20071231,-117.7,-7.5,-51.0,-86.0,,,,133.2,,-5.1
,12,14778.85,,408.2,,G E T & D INDIA LTD.,,,0.4,12007,20071231,,,2163.0,,27.7,22296.1,,17532.6,,
,12,13116.45,,748.1,,G E POWER INDIA LTD.,,,,12011,20070331,,,1093.9,,,12470.1,,15020.3,,
,12,121.65,,33.2,,ALUFLUORIDE LTD.,,,,12108,20070331,,,20.9,,,221.6,,124.3,,
0.1,12,434.85,,-14.9,,ALUMINIUM INDUSTRIES LTD.,0.1,0.2,,12131,20070331,0.6,,-333.8,,0.8,212.4,,392.4,,0.3
,12,119.85,,9.2,,AMAL LTD.,,,4.4,12258,20070331,,,-13.3,,,10.8,,110.1,,
,12,9.4,,0.0,,AMALGAMATED ELECTRICITY CO. LTD.,,,,12281,20070331,,,,,,,,9.2,,
,12,19.4,,-0.8,,AMANI TRADING & EXPORTS LTD.,,,,12379,20070331,,,0.4,,,20.3,,19.5,,
48.9,12,1550.2,,198.4,,AMAR REMEDIES LTD.,,,,12482,20070630,,,170.5,,,2020.7,,1836.1,,
,12,30.15,,3.2,,AMAR VANIJYA LTD.,,,,12506,20070331,,,16.1,,,,,39.6,,
100.4,12,4526.05,,-344.8,,AMARA RAJA BATTERIES LTD.,,,1.9,12517,20070331,,,470.4,,4.1,7532.0,,5328.9,,
0.8,12,1181.7,,48.8,,AMARJOTHI SPINNING MILLS LTD.,,,,12577,20070331,55.5,4.2,-55.1,51.3,,814.4,,1205.9,,
,12,29.3,,0.3,,AMARNATH SECURITIES LTD.,,,,12616,20070331,,,0.9,,,,,29.8,,
,9,50.9,,,,AMBA ENTERPRISES LTD.,,,,12709,20070331,,,,,,,,50.9,,
,12,33.55,,5.3,,SCAN PROJECTS LTD.,,,20.0,12761,20070331,,,18.1,,,0.9,,30.2,,
,12,3383.2,,266.0,,AMBALAL SARABHAI ENTERPRISES LTD.,,,6.6,12774,20070331,,,-303.3,,0.2,1035.1,,3338.9,,
11.8,12,483.2,,46.6,,AMBICA AGARBATHIES AROMA & INDS. LTD.,,,0.4,12933,20070331,,,19.1,,,519.2,,476.3,,
0.5,12,3256.15,,12.0,,AMBIKA COTTON MILLS LTD.,,,0.1,13029,20070331,,,25.3,,,1427.3,,3727.1,,
,12,47.4,,-6.1,,AMBITIOUS PLASTOMAC CO. LTD.,,,,13096,20070331,,,-8.5,,,0.2,,43.0,,
,12,103.65,,,,AMBUJA AGRO INDS. LTD.,,,,13123,20070331,0.7,,0.7,,,8.4,,104.5,,
2.8,12,553.3,,24.0,,AMCO INDIA LTD.,,,0.1,13188,20070331,,,11.4,,,1047.3,,633.0,,
,12,0.0,,,,AMEE COSMO PHARMA LTD.,,,,13203,20070331,,,,,,,,,,
1.4,12,471.4,,-6.3,,TUTIS TECHNOLOGIES LTD.,,,,13356,20070331,,,13.0,,,222.1,,493.3,,
