sa_advertising,sa_ann_rep_months,sa_avg_total_assets_net_of_reval,sa_building_net_addn_in_yr,sa_cf_net_frm_op_activity,sa_comm_equip_net_addn_in_yr,sa_company_name,sa_computer_it_net_addn_in_yr,sa_elec_install_fitting_net_addn_in_yr,sa_extra_ordi_inc,sa_finance1_cocode,sa_finance1_year,sa_gfa_net_addn_in_yr,sa_net_furn_social_oth_fxd_ast,sa_pat,sa_plant_net_addn_in_yr,sa_rnd_exp,sa_sales,sa_sw_net_addn_in_yr,sa_total_assets,sa_transport_infra_net_addn_in_yr,sa_transport_veh_net_addn_in_yr
,12,122.9,-4.2,-22.3,,GUJARAT INVESTA LTD.,-0.3,,,86764,20080331,-6.7,-2.0,0.3,,,158.9,,160.7,,-0.2
6.1,12,381.35,76.2,110.7,,GUJARAT J H M HOTELS LTD.,0.6,,,86769,20080331,168.3,26.7,63.0,53.6,,321.3,0.3,448.7,,10.9
0.2,12,196.55,,-6.9,,GUJARAT LEASE FINANCING LTD.,,,5.1,86777,20080331,,,7.9,,,2.4,,132.9,,
,12,46.3,,,,GUJARAT MEDITECH LTD.,,,,86792,20080331,,,,,,,,46.3,,
28.1,12,27387.35,,4677.3,,GUJARAT MINERAL DEVP. CORPN. LTD.,,,10.1,86802,20080331,,,2639.3,,,9813.6,,27802.2,,
,12,19831.35,,641.4,,GUJARAT N R E COKE LTD.,,,,86809,20080331,,,1684.2,,,8721.5,,23109.1,,
,12,115.15,,1.6,,GUJARAT NARMADA FLYASH CO. LTD.,,,,86813,20080331,,,-0.1,,,,,115.1,,
0.1,12,24.85,-8.8,0.0,,GUJARAT NARMADA KNITWEAR LTD.,,,0.1,86814,20080331,-53.1,,-0.1,-43.5,,,,14.9,,
,12,69.9,,31.5,,AMRAWORLD AGRICO LTD.,,,,86815,20080331,,,-0.6,,,104.1,,77.9,,
,12,35845.75,,4353.2,,GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LTD.,,,187.4,86816,20080331,,,3728.8,,12.3,35834.2,,37798.2,,
1.1,12,283.85,,-34.3,,GUJARAT ORGANICS LTD.,,,,86827,20080331,,,-10.5,,1.3,197.6,,311.9,,
0.1,12,200.75,,39.3,,TRANS ASIA CORPN. LTD.,0.1,,,86829,20080331,0.1,,8.7,,,1333.4,,148.8,,
,12,207.4,,2.0,,GUJARAT PETROSYNTHESE LTD.,,,,86842,20080331,,,9.9,,,87.2,,213.6,,
,12,14900.35,,-257.6,,GUJARAT PIPAVAV PORT LTD.,,,20.4,86845,20081231,,,-846.0,,,1724.1,,15393.4,,
,12,75.3,,,,GUJARAT PIPES LTD.,,,,86846,20080331,,,0.0,,,,,75.3,,
,12,123.1,,20.6,,GUJARAT POLY ELECTRONICS LTD.,,,,86851,20080331,,,2.3,,,78.3,,115.8,,
,15,129.35,0.4,25.8,,GUJARAT RAFFIA INDS. LTD.,,,,86870,20081231,3.6,,6.2,3.3,,292.2,,135.3,,-0.6
0.7,12,759.55,,72.5,,G R P LTD.,,,,86875,20080331,,,95.1,,,1180.6,,852.0,,
1.7,12,1016.6,,62.7,,SETCO AUTOMOTIVE LTD.,,,0.3,86891,20080331,,,122.5,,1.7,1723.0,,1199.7,,
,18,2096.0,9.3,869.3,,GUJARAT SIDHEE CEMENT LTD.,,,290.3,86895,20080930,117.4,54.5,487.9,28.9,16.5,6435.7,,2096.0,,24.7
,12,13.75,,,,GUJARAT SPECIALITY LUBES LTD.,,,,86902,20080331,,,-1.8,,,0.2,,13.8,,
,12,31725.5,,5429.3,,GUJARAT STATE FERTILIZERS & CHEMICALS LTD.,,,15.9,86913,20080331,0.7,0.7,2384.5,,68.7,37389.0,,30796.1,,
,12,4581.8,,-763.3,,GUJARAT STATE FINANCIAL CORPN.,0.1,,,86914,20080331,-0.2,0.4,-1091.3,,,,,7138.7,,
11.4,12,24104.3,42.3,5825.0,114.3,GUJARAT STATE PETRONET LTD.,7.1,,,86923,20080331,1301.1,2.3,999.2,867.1,,4178.9,16.0,27177.5,,1.5
14.6,12,106.7,,-5.3,,GUJARAT TERCE LABORATORIES LTD.,,,0.2,86951,20080331,,,1.5,,,132.6,,113.5,,
,12,232.0,,27.3,,GUJARAT THEMIS BIOSYN LTD.,,,,86954,20080331,,,-17.6,,0.4,163.5,,215.8,,
,12,39.35,,-3.7,,GUJARAT TOOLROOM LTD.,,,,86957,20080331,,,-4.1,,,2.2,,37.2,,
0.1,12,33.7,,4.6,,GUJARAT WEDGE WIRE SCREENS LTD.,,,,86975,20080331,,,1.2,,,43.7,,37.1,,
,12,33.2,-4.6,-2.8,,GUJCHEM DISTILLERS INDIA LTD.,,,7.2,86983,20080331,-4.6,,11.4,,,6.3,,34.5,,
,12,5198.5,,-82.7,,EMAMI PAPER MILLS LTD.,,,2.6,87169,20080331,,,136.0,,,2290.2,,5487.8,,
,12,133.4,-3.7,1.9,,GENUS PRIME INFRA LTD.,,,5.8,87189,20080331,-29.6,,3.5,-25.3,,154.8,,123.2,,
0.8,12,1172.5,,352.3,,GULSHAN POLYOLS LTD.,,,,87207,20080331,,,168.8,,,1664.1,,1709.7,,
0.5,12,810.0,,143.7,,GULSHAN SUGARS & CHEMICALS LTD. [MERGED],,,,87208,20080331,29.8,0.4,75.9,31.2,,619.6,,835.8,,-1.8
0.1,12,119.85,,-1.7,,ASEEM GLOBAL LTD.,0.2,,2.1,87271,20080331,-4.0,,9.2,,,273.0,,120.9,,
,12,0.35,,-0.1,,AXIS RAIL INDIA LTD.,,,,87400,20080331,,,-0.2,,,0.2,,0.2,,
,12,4.1,,0.0,,GLOBUS POWER GENERATION LTD.,,,,87437,20080331,,,-0.2,,,0.3,,3.9,,
0.8,12,2753.75,,-69.3,,GUPTA SYNTHETICS LTD.,,,2.1,87598,20080331,85.8,1.7,-72.3,75.4,,3764.5,,2806.1,,2.4
,12,,,0.0,,GURDARSHAN LEATHERS LTD.,,,,87659,20080331,,,-3.3,,,,,30.5,,
,12,3161.35,,168.6,,GEECEE VENTURES LTD.,,,,87975,20080331,,,243.2,,,3277.6,,3623.3,,
,12,69.5,,-2.4,,GWALIOR POLYPIPES LTD.,,,,87988,20080331,,,0.5,,,40.0,,72.0,,
0.3,12,481.55,,16.4,,GWALIOR SUGAR CO. LTD.,0.1,,,88000,20080331,0.2,0.1,-28.3,,0.3,241.0,,479.1,,
0.2,12,307.5,,-27.3,,G T V ENGINEERING LTD.,,,,88002,20080331,10.5,0.1,1.8,9.6,,135.7,,316.5,,0.8
,12,32.1,,-1.1,,GYAN DEVELOPERS & BUILDERS LTD.,,,,88018,20080331,,,0.9,,,1.3,,32.7,,
0.1,12,1198.8,,260.5,,H B ESTATE DEVELOPERS LTD.,,,,88134,20080331,,,149.2,,,,,1465.7,,
2.5,12,7193.8,,-518.4,,H B L POWER SYSTEMS LTD.,,,2.9,88153,20080331,,,670.9,,,11341.2,,8819.1,,
0.1,12,986.35,,-149.1,,H B PORTFOLIO LTD.,,,,88163,20080331,,,179.6,,,,,1068.0,,
0.4,12,1026.15,,-56.7,,H B STOCKHOLDINGS LTD.,,,,88181,20080331,,,108.0,,,,,1193.6,,
715.3,12,31363.4,,1526.7,,H C L INFOSYSTEMS LTD.,,,0.8,88240,20080630,,,3047.5,,39.9,123667.7,,34349.9,,
,12,22.05,,-0.7,,UNIVERSAL OFFICE AUTOMATION LTD.,,,,88242,20080331,,,0.2,,,,,22.3,,
84.2,12,53521.45,297.0,10389.0,,H C L TECHNOLOGIES LTD.,706.3,,4.5,88258,20080630,2669.4,296.9,7806.4,526.2,194.4,46177.6,610.9,57985.6,,195.3
1147.3,12,1122851.5,1566.9,199713.7,,H D F C BANK LTD.,,,7.0,88297,20080331,4694.3,2346.3,15901.9,,,,781.1,1332510.1,,
,12,14838.45,,884.7,,H E G LTD.,,,143.1,88356,20080331,,,1463.5,,14.8,9835.2,,15127.9,,
,12,5.8,,1.1,,H E M HOLDINGS & TRDG. LTD.,,,,88360,20080331,,,0.5,,,0.5,,5.6,,
0.1,12,75.5,0.8,,,H J S STONES LTD.,,,,88478,20080331,1.8,,1.5,1.0,,84.9,,81.6,,
,12,333.95,,13.5,,FAIRCHEM SPECIALITY LTD.,,,0.9,88524,20080331,,,8.2,,,352.4,,337.8,,
0.1,12,335.6,-42.5,,,H M G INDUSTRIES LTD.,,,90.4,88665,20080331,-46.6,,90.2,3.2,,27.8,,381.4,,-0.2
10.3,12,18090.9,,-236.5,,H M T LTD.,,,,88770,20080331,,,-446.7,,12.5,1840.1,,16178.0,,
0.9,12,433.1,,4.1,,H P COTTON TEXTILE MILLS LTD.,,,,88879,20080331,,,-40.3,,,641.7,,401.6,,
,12,38.2,,-0.3,,H R B FLORICULTURE LTD.,,,,88965,20080331,,,0.4,,,0.1,,41.1,,
0.9,12,210.45,,88.2,,H S INDIA LTD.,,,,89102,20080331,,,28.6,,,153.8,,227.3,,
,12,848.9,,122.1,,HALDYN GLASS LTD.,,,1.0,89490,20080331,,,80.7,,,766.2,,967.7,,
,12,10.7,,,,ISHIKA SYNTEX LTD.,,,,89745,20080331,,,,,,,,10.7,,
,12,2811.95,,164.4,,HANIL ERA TEXTILES LTD.,,,,89750,20080331,,,-197.7,,,618.1,,2756.2,,
,12,476.15,1.6,13.0,,HANJER FIBRES LTD.,0.1,,,89757,20080331,1.7,,-75.6,,,233.4,,430.0,,
,12,6.2,,,,HANS POLYURETHANES LTD.,,,,89801,20080630,,,,,,,,6.2,,
,12,92.4,0.6,3.5,,HANSAFLON PLASTO CHEM LTD.,,,,89845,20080331,5.1,,-10.1,4.5,,104.4,,94.0,,
,12,356.25,,,,HANUMAN TEA CO. LTD.,,,,89944,20080331,,,-52.2,,,35.0,,413.8,,
,12,137.1,,1.7,,HARBOR NETWORK SYSTEMS LTD.,,,,90087,20080331,,,-0.2,,,11.1,,138.4,,
,12,255.1,,1.9,,HARDCASTLE & WAUD MFG. CO. LTD.,,,108.8,90110,20080331,,,96.4,,0.4,348.3,,308.9,,
,12,49.8,,,,HARI GOVIND INTERNATIONAL LTD.,,,,90273,20080331,,,-0.2,,,8.3,,53.1,,
,12,4.45,,0.2,,DELMA INFRASTRUCTURE LTD.,,,,90314,20080331,,,0.3,,,,,4.6,,
0.7,12,572.1,,55.4,,HARIA EXPORTS LTD.,,,,90362,20080331,,,-1.4,,,21.4,,383.6,,
0.2,12,861.1,,48.8,,HARIG CRANKSHAFTS LTD.,0.1,,,90399,20080331,3.2,0.2,8.7,1.9,,406.5,,907.8,,1.0
,12,283.55,,16.9,,EMPOWER INDIA LTD.,7.0,,,90429,20080331,7.0,,1.9,,,736.7,,381.5,,
,12,8.4,,,,HARIPARVAT MERRY LAND & RESORTS LTD.,,,,90511,20080331,,,0.0,,,0.1,,8.4,,
,12,11.2,,0.6,,HARISIDDHA TRADING & FINANCE LTD.,,,,90613,20080331,,,-0.6,,,,,11.2,,
,12,4749.45,,,,CHENNAI BUSINESS CONSULTING SERVICES LTD.,,,,90653,20080331,,,-529.3,,,,,4813.4,,
,12,1136.4,,234.7,,HARITA SEATING SYSTEMS LTD.,,,,90657,20080331,,,64.4,,16.1,2190.2,,1211.1,,
,12,,,368.9,,HARIYANA SHIP BREAKERS LTD.,,,,90709,20080331,,,67.0,,,1437.1,,1018.5,,
,12,45.15,,11.3,,HARLEYSTREET PHARMACEUTICALS LTD. [MERGED],,,,90764,20080331,,,3.1,,,37.1,,46.4,,
,12,233.1,,,,HARPARTAP STEEL LTD.,,,,90882,20080331,,,,,,,,233.1,,
0.1,12,91.15,,-1.7,,LE WATERINA RESORTS & HOTELS LTD.,,,,90896,20080331,,,0.0,,,51.9,,94.9,,
11.2,12,4057.75,,159.7,,HARRISONS MALAYALAM LTD.,,,7.1,90913,20080331,,,61.8,,,2028.0,,5533.6,,
,12,18.45,,-0.7,,HARSH POLYMERS (INDIA) LTD.,,,,90980,20080331,,,-1.1,,,,,18.0,,
,12,111.25,,14.3,,HARSHVARDHAN CHEMICALS & MINERALS LTD.,,,,91106,20080331,,,-0.4,,,,,110.8,,
,12,228.8,,9.1,,HARTRON COMMUNICATIONS LTD.,0.3,,,91152,20080331,7.7,,7.3,,,57.1,,315.7,,0.5
,12,0.8,,0.0,,TERRA GREEN TRDG. LTD.,,,,91153,20080331,,,-0.1,,,,,0.8,,
,12,75.4,,-24.2,,ALCHEMIST CORPORATION LTD.,,,,91247,20080331,,,56.2,,,244.6,,100.9,,
,12,3559.7,,,,HARYANA FINANCIAL CORPN.,,,0.2,91248,20080331,,,156.2,,,0.1,,3710.5,,
,12,196.1,,15.7,,HARYANA LEATHER CHEMICALS LTD.,,,,91265,20080331,,,8.3,,1.9,232.3,,193.9,,
,12,323.0,,-3.0,,HARYANA PETROCHEMICALS LTD.,,,171.7,91280,20080331,,,106.1,,,,,291.7,,
,12,475.5,-225.3,-231.1,,HARYANA SHEET GLASS LTD.,,,217.3,91300,20080331,-1294.7,-21.3,342.1,-1020.0,,332.2,,470.2,,-15.2
,15,273.7,,-175.1,,HARYANA STEEL & ALLOYS LTD.,,,,91312,20080630,10.5,,-256.5,10.5,,134.5,,366.1,,
,12,127.45,16.3,-10.6,,H S M L INDUSTRIES LTD.,0.4,,,91317,20080331,39.8,0.1,0.1,23.0,,144.1,,148.4,,0.0
0.1,12,249.25,,-6.2,,HARYANA TEXPRINTS (OVERSEAS) LTD.,,,,91324,20080331,,,5.4,,,322.8,,270.4,,
,12,38.1,,2.5,,HASTI FINANCE LTD.,,,,91417,20080331,,,0.2,,,,,36.2,,
1.1,12,111.2,,10.2,,HATHWAY BHAWANI CABLETEL & DATACOM LTD.,0.0,,,91458,20080331,4.5,-0.2,-5.3,3.3,,107.0,0.2,117.1,,1.2
47.5,12,,,-185.9,,HATHWAY CABLE & DATACOM LTD.,,,,91459,20080331,,,-273.3,,,2966.9,,9380.1,,
,12,48.5,-0.8,,,HATIGOR TEA ESTATES LTD.,,,,91472,20080331,-2.4,,0.0,-1.6,,,,49.3,,
,12,2238.15,,356.5,,HATSUN AGRO PRODUCTS LTD.,,,,91480,20080331,,,173.3,,,8676.8,,2652.0,,
535.0,12,9082.45,,1290.2,,HAVELLS INDIA LTD.,,,23.9,91512,20080331,,,1435.4,,43.4,22318.9,,11989.2,,
0.1,12,126.35,1.6,12.0,,HAWA ENGINEERS LTD.,,,,91539,20080331,8.9,,2.9,6.3,,218.3,,145.7,,1.0
89.4,12,675.0,,112.6,,HAWKINS COOKERS LTD.,,,1.3,91566,20080331,,,112.6,,8.9,2180.4,,717.4,,
,12,189.5,,177.0,,H B LEASING & FINANCE CO. LTD.,,,,91624,20080331,,,43.3,,,,,243.0,,
,12,14.25,,-0.9,,HEALTHY INVESTMENTS LTD.,,,0.6,91709,20080331,,,0.4,,,,,14.2,,
,12,,,,,HEERA ISPAT LTD.,,,,91854,20080630,,,-0.1,,,,,56.0,,
67.1,12,3865.4,,423.3,,HELIOS & MATHESON INFORMATION TECHNOLOGY LTD.,,,,91935,20080331,649.3,50.9,457.7,579.4,,2133.7,,4018.6,,3.2
,12,184.1,1.9,96.5,,HEMADRI CEMENTS LTD.,,1.2,514.0,92057,20080331,11.1,0.5,664.8,6.8,,636.3,,246.5,,
5.6,12,1185.05,,177.6,,HERCULES HOISTS LTD.,,,,92437,20080331,,,182.7,,,1032.3,,1392.0,,
,12,5037.55,,959.4,,S I GROUP-INDIA PVT. LTD.,,,36.9,92450,20080331,,,119.2,,19.1,7378.2,,4758.3,,
,12,953.1,,-22.8,,UNIMERS INDIA LTD.,,,,92452,20080331,,,109.5,,3.3,61.2,,1075.6,,
24.3,12,2863.5,,83.8,,HERITAGE FOODS LTD.,,,23.3,92486,20080331,,,9.4,,,5837.7,,3527.9,,
,12,161.8,,,,HERMAN MILKFOODS LTD.,,,,92539,20080331,,,10.3,,,476.7,,199.3,,
2217.8,12,46634.35,,12117.8,,HERO MOTOCORP LTD.,,,0.9,92590,20080331,,,9678.8,,187.8,125188.3,,50805.3,,
,12,32.4,,,,I S C UDYOG LTD.,,,,92617,20080331,,,0.0,,,0.8,,32.5,,
,12,680.35,,87.1,,HESTER BIOSCIENCES LTD.,,,,92629,20080331,,,70.4,,,326.4,,705.4,,
,12,95.4,,,,HI-TECH DRUGS LTD.,,,,92846,20080331,,,,,,,,95.4,,
0.2,12,2025.45,,370.4,,HI-TECH GEARS LTD.,,,0.3,92871,20080331,,,98.1,,,3162.3,,2389.5,,
0.1,12,975.0,0.7,2.7,,HI-TECH PIPES LTD.,,0.7,,92893,20080331,46.7,,23.0,38.5,,3177.5,,1062.0,,6.8
,12,699.8,,101.4,,HITECH CORPORATION LTD.,,,,92894,20080331,,,79.6,,4.3,1248.4,,726.2,,
,12,114.0,-1.1,,,MISHTANN FOODS LTD.,,,,92995,20080331,-1.7,-0.6,,,,,,113.3,,
,12,156.45,,101.8,,PHOTON CAPITAL ADVISORS LTD.,,,,93016,20080331,,,88.9,,,,,221.2,,
,12,9.75,,-4.2,,UDAY JEWELLERY INDS. LTD.,,,0.4,93025,20080331,,,-2.5,,,2.8,,1.6,,
,12,283.55,,14.8,,HIGH ENERGY BATTERIES (INDIA) LTD.,,,,93039,20080331,,,3.0,,6.8,205.1,,298.7,,
,12,114.55,,,,HIGHLAND INDUSTRIES LTD.,,,,93156,20080331,,,0.5,,,214.5,,121.6,,
3.7,12,5779.2,,337.5,,HIKAL LTD.,,,1.8,93259,20080331,,,496.1,,65.0,3116.9,,6698.0,,
,12,37.2,,10.1,,REAL NEWS & VIEWS LTD.,,,0.9,93326,20080331,-2.2,,3.5,,,5.1,,30.6,,
0.1,12,319.9,9.4,9.3,,HIMACHAL FIBRES LTD.,0.5,,3.5,93464,20080331,46.7,0.2,13.3,35.7,,372.0,,374.3,0.1,0.8
,12,20338.15,,-379.8,,HIMACHAL FUTURISTIC COMMUNICATIONS LTD.,,,,93468,20080331,,,-1505.5,,,3579.2,,19929.2,,
,12,5473.45,,80.3,,HIMADRI SPECIALITY CHEMICAL LTD.,,,,93511,20080331,,,829.2,,,4300.1,,6149.6,,
,12,278.6,,-15.3,,HIMADRI CREDIT & FINANCE LTD.,,,,93513,20080331,,,6.6,,,,,274.7,,
0.2,12,305.25,,14.3,,HIMALAYA GRANITES LTD.,,,0.1,93566,20080331,,,-32.3,,,114.3,,288.1,,
,12,2.25,0.4,-0.4,,HIMALCHULI FOOD PRODUCTS LTD.,,,,93628,20080331,0.4,,0.1,,,0.1,,2.2,,
,12,649.5,16.3,91.2,,HIMALYA INTERNATIONAL LTD.,,,,93633,20080331,45.8,16.6,83.0,10.9,,467.6,,750.1,,
0.1,12,85.85,,,,HIMATSINGKA AUTO ENTERPRISES LTD.,,,,93693,20080331,,,0.3,,,43.9,,84.8,,
,12,51.5,,,,HIMATSINGKA MOTOR WORKS LTD.,,,0.3,93696,20080331,,,1.6,,,7.9,,55.5,,
,12,9882.0,,-453.1,,HIMATSINGKA SEIDE LTD.,,,,93698,20080331,,,-260.4,,28.6,2502.2,,10999.7,,
,12,73.25,,-0.2,,HINAFIL INDIA LTD.,,,,93803,20080331,,,-5.5,,,8.9,,71.9,,
,12,69.7,,,,HIND COMMERCE LTD.,,,,93825,20080331,,,6.9,,,50.2,,77.9,,
,12,1245.75,0.4,-62.5,,HIND INDUSTRIES LTD.,,,,93854,20080331,1.3,0.2,3.7,4.3,,988.0,,1317.5,,-3.6
2.9,12,651.4,,22.0,,HIND RECTIFIERS LTD.,,,0.2,93881,20080331,,,122.6,,5.8,1176.3,,724.1,,
,12,66.6,,,,HIND SECURITIES & CREDITS LTD.,,,,93885,20080331,,,,,,,,66.6,,
,12,814.2,,54.0,,HIND SYNTEX LTD.,,,,93893,20080331,,,-77.9,,,778.5,,792.9,,
,12,98.4,,-0.5,,HIND WIRE INDS. LTD.,,,,93899,20080331,,,-0.5,,,0.2,,112.4,,
,12,280099.35,,21398.5,,HINDALCO INDUSTRIES LTD.,,,,93902,20080331,,,28609.4,,104.9,209935.6,,309921.6,,
,12,759.7,,-87.7,,HINDOOSTAN SPINNING & WVG. MILLS LTD. [MERGED],-13.6,0.2,0.1,93936,20080930,-40.3,-16.2,-7.8,-10.7,,617.0,,736.4,,
3.1,12,6630.35,,-376.9,,HINDUJA VENTURES LTD.,,,,93947,20080331,,,416.5,,,105.7,,6929.0,,
0.2,12,310.8,,38.0,,HINDUSTAN ADHESIVES LTD.,,,45.1,93952,20080331,,,25.9,,0.2,391.8,,287.2,,
,12,22.25,,-1.4,,HINDUSTAN AGRIGENETICS LTD.,,,,93956,20080331,,,-0.5,,,,,36.9,,
,12,114.25,,0.2,,HINDUSTAN APPLIANCES LTD.,,,,93966,20080331,,,2.8,,,,,113.9,,
,12,283.3,,23.9,,HINDUSTAN BREWERIES & BOTTLING LTD.,,,,93972,20080331,2.1,,10.8,2.1,,409.3,,283.8,,
,12,51.05,,,,HINDUSTAN CERAMICS LTD.,,,,93981,20080331,,,-1.5,,,,,50.3,,
,12,768.3,,-1.3,,HINDUSTAN COMPOSITES LTD.,,,7.6,93994,20080331,,,-19.9,,5.6,820.1,,885.6,,
,12,38653.1,,1831.9,,HINDUSTAN CONSTRUCTION CO. LTD.,,,,93997,20080331,,,1087.7,,11.8,26492.4,,40916.3,,
0.2,12,93.8,,,,AZURE EXIM SERVICES LTD.,3.7,,,93999,20080331,7.9,0.5,1.2,3.7,,190.8,,95.5,,
,12,17788.9,,2481.1,,HINDUSTAN COPPER LTD.,,,98.5,94000,20080331,,,2464.6,,,18483.1,,18234.0,,
2.7,12,3342.55,,-277.8,,HINDUSTAN DORR-OLIVER LTD.,,,0.4,94011,20080331,,,226.4,,12.0,3136.8,,4217.3,,
,12,319.95,,-1.3,,HINDUSTAN EVEREST TOOLS LTD.,,,,94016,20080331,,,-3.0,,0.5,322.5,,331.4,,
,12,74.7,,,,HINDUSTAN FERRO & INDS. LTD.,,,,94021,20080331,,,-11.5,,,3.2,,72.2,,
,12,128.45,,457.9,,HINDUSTAN FLUOROCARBONS LTD.,,,448.5,94033,20080331,,,399.6,,,123.9,,107.5,,
0.1,12,77.4,,2.1,,HINDUSTAN FOODS LTD.,,,0.5,94035,20080331,,,-8.1,,,28.1,,79.2,,
,12,193.7,,13.5,,HINDUSTAN HARDY SPICER LTD.,,,,94042,20080331,,,9.8,,,363.2,,203.0,,
,12,27.15,,-0.5,,HINDUSTAN HOUSING CO. LTD.,0.1,,,94049,20080331,0.1,,6.2,,,12.6,,29.6,,
,12,12253.55,29.2,1249.6,,HUBERGROUP INDIA PVT. LTD.,-5.0,,,94062,20081231,24.2,,902.9,,32.8,14442.3,,10792.8,,
,12,1.7,,,,HINDUSTAN LEASING LTD.,,,,94078,20080331,,,,,,,,1.7,,
,12,4737.55,,-521.9,,HINDUSTAN MOTORS LTD.,,,1033.0,94089,20080331,,,308.4,,15.1,8531.0,,4474.4,,
,12,10444.35,,558.5,,HINDUSTAN OIL EXPLORATION CO. LTD.,,,,94094,20080331,,,241.0,,,1063.8,,13827.0,,
,12,5396.15,,355.0,,HINDUSTAN ORGANIC CHEMICALS LTD.,,,62.4,94096,20080331,,,136.1,,8.6,6674.9,,5258.2,,
,12,,,-0.4,,HINDUSTAN OXYGEN GAS CO. LTD.,,,,94098,20080331,,,-1.0,,,2.6,,3.3,,
1004.6,12,367564.95,,-17299.3,,HINDUSTAN PETROLEUM CORPN. LTD.,,,,94103,20080331,,,11346.9,,21.3,1130472.2,,416518.2,,
0.2,12,4051.45,,-312.6,,HINDUSTAN PHOTO FILMS MFG. CO. LTD.,,,0.1,94105,20080331,1.3,1.3,-7894.9,,7.1,171.9,,3862.2,,
104.6,12,5958.55,,448.9,,H S I L LTD.,,,3.4,94131,20080331,,,286.5,,1.0,5778.4,,6215.7,,
0.1,12,105.65,,2.2,,HINDUSTAN BIO SCIENCES LTD.,,,,94136,20080331,,,-0.1,,,16.4,,106.8,,
,12,17.15,,1.0,,LUHARUKA MEDIA & INFRA LTD.,,,,94143,20080331,,,0.8,,,2.0,,16.9,,
1.2,12,1437.9,7.3,186.3,,HINDUSTAN TIN WORKS LTD.,0.3,0.1,0.1,94160,20080331,46.9,1.4,35.1,13.1,,1965.4,,1522.0,,2.6
,12,96.0,,10.1,,HINDUSTAN WIRES LTD.,,,5.3,94172,20080331,,,1.7,,,34.4,,94.5,,
,12,109850.7,,40615.6,,HINDUSTAN ZINC LTD.,,,12.5,94175,20080331,,,43960.7,,27.4,87388.4,,132099.4,,
,12,10030.15,,1623.5,,HINDUSTHAN NATIONAL GLASS & INDS. LTD.,,,1.7,94203,20080331,,,1603.4,,0.8,11486.8,,15268.1,,
,12,1.0,,,,VIAAN INDUSTRIES LTD.,,,,94208,20080331,,,,,,,,1.0,,
,12,7872.9,,524.2,,MANAKSIA LTD.,,,,94210,20080331,,,410.1,,,7840.3,,8701.7,,
0.3,12,287.1,,17.9,,HINDUSTHAN UDYOG LTD.,,,0.2,94217,20080331,,,5.3,,,273.3,,300.7,,
,12,3232.35,211.7,96.9,,HINDUSTHAN URBAN INFRASTRUCTURE LTD.,,,13.6,94220,20080331,626.7,0.4,232.9,413.2,,2858.3,0.7,3588.8,,0.7
,12,2.55,,0.0,,DHENU BUILDCON INFRA LTD.,,,,94230,20080331,,,1.2,,,,,2.2,,
23.7,12,159.2,0.9,22.0,,HIPOLIN LTD.,,,4.4,94260,20080331,2.3,,1.0,0.1,,236.3,,169.1,,1.3
0.6,12,229.3,2.8,-45.8,,HIRA AUTOMOBILES LTD.,0.5,,,94279,20080331,5.6,0.1,1.2,1.9,,871.2,,257.9,,0.3
,12,1385.7,21.8,332.8,,HIRA FERRO ALLOYS LTD.,0.9,0.1,,94289,20080331,166.9,2.4,414.6,125.6,,3210.8,,1588.7,,4.4
0.3,12,1891.75,,45.6,,HIRAN ORGOCHEM LTD.,,,,94364,20080331,,,38.8,,1.6,1278.0,,2018.1,,
0.3,12,688.7,,55.1,,HISAR METAL INDS. LTD.,,,13.4,94469,20080331,,,11.4,,,1711.0,,721.0,,
,12,40.7,,4.7,,HISAR SPINNING MILLS LTD.,,,0.6,94472,20080331,,,3.2,,,151.4,,47.7,,
,12,681.4,,132.0,,ACCENTIA TECHNOLOGIES LTD.,,,,94552,20080331,,,133.8,,,503.6,,1106.0,,
,12,-11.45,,,,HITEK INDUSTRIES LTD.,,,,94610,20080331,,,-0.2,,,,,1.9,,
,12,2.6,,,,HITKARI CHINA LTD.,,,,94680,20080331,,,-1.4,,,,,0.4,,
1.1,12,90.65,,-12.5,,S R M ENERGY LTD.,,,20.3,94683,20080331,,,-50.4,,,89.1,,85.4,,
0.1,12,330.85,,5.2,,HITKARI INDUSTRIES LTD.,0.1,,,94686,20080331,1.3,0.2,-7.9,1.8,,314.2,,319.5,,-0.8
62.7,12,3046.7,,74.5,,HONDA SIEL POWER PRODUCTS LTD.,,,0.7,94961,20080331,,,247.3,,1.6,2793.1,,3216.1,,
0.4,12,665.7,,396.3,,SKIL INFRASTRUCTURE LTD.,,,,95119,20080331,,,26.6,,,412.0,,1163.2,,
,12,144.35,,3.1,,HOTEL BANJARA LTD.,,,,95316,20080331,,,15.4,,,57.0,,223.9,,
,12,5.75,,,,PURPLE ENTERTAINMENT LTD.,,,,95355,20080331,,,-0.5,,,0.5,,5.6,,
120.1,12,24670.55,,1177.0,,HOTEL LEELAVENTURE LTD.,,,,95410,20080331,,,1485.5,,,5364.1,,32708.2,,
0.2,15,1406.3,,8.4,,HOTLINE GLASS LTD.,,-16.0,,95580,20080331,-17.0,-0.1,-1131.5,,,33.0,,977.2,,-0.9
,15,338.1,,-15.2,,HOTLINE TELETUBE & COMPONENTS LTD.,,-0.3,0.8,95588,20080331,-6.0,0.1,-188.1,-1.6,,34.3,,317.6,,-4.2
