sa_advertising,sa_ann_rep_months,sa_avg_total_assets_net_of_reval,sa_building_net_addn_in_yr,sa_cf_net_frm_op_activity,sa_comm_equip_net_addn_in_yr,sa_company_name,sa_computer_it_net_addn_in_yr,sa_elec_install_fitting_net_addn_in_yr,sa_extra_ordi_inc,sa_finance1_cocode,sa_finance1_year,sa_gfa_net_addn_in_yr,sa_net_furn_social_oth_fxd_ast,sa_pat,sa_plant_net_addn_in_yr,sa_rnd_exp,sa_sales,sa_sw_net_addn_in_yr,sa_total_assets,sa_transport_infra_net_addn_in_yr,sa_transport_veh_net_addn_in_yr
,12,70.5,,9.8,,VIKAS GRANARIES LTD.,,,,5802,20080331,26.8,,24.2,15.0,,166.2,,97.2,,
,12,,,-2.9,,ADARSH MERCANTILE LTD.,,,,5838,20080331,,,0.1,,,,,58.4,,
0.1,12,97.2,,-5.0,,ADARSH PLANT PROTECT LTD.,,,,5843,20080331,,,-5.6,,,41.7,,105.2,,
,12,36.35,,0.0,,ADCON CAPITAL SERVICES LTD.,,,,5888,20080331,,,-0.1,,,,,36.3,,
0.1,12,213.15,,-22.0,,ADDI INDUSTRIES LTD.,0.2,,,5921,20080331,1.9,,12.8,1.4,,165.1,,241.9,,-0.6
0.1,12,,,16.2,,ACIL COTTON INDS. LTD.,,,22.5,5994,20080331,,,1.0,,,1.2,,70.1,,
,12,75.6,,-28.7,,ADHARSHILA CAPITAL SERVICES LTD.,,,,6011,20080331,0.1,0.1,1.0,,,,,93.8,,
,12,202.85,,,,ADHBHUT INFRASTRUCTURE LTD.,,,,6016,20080331,,,0.9,,,1.7,,203.2,,
0.6,12,129.55,,65.5,,ADHUNIK SYNTHETICS LTD.,,,69.6,6076,20080331,,,62.6,,,13.7,,124.5,,
,12,29.7,-21.9,-14.6,,ADHUNIK YARNS LTD.,,-3.6,,6082,20080331,-51.7,-0.7,-8.4,-24.8,,0.1,,18.9,,
,12,65.3,,20.5,,ADINATH EXIM RESOURCES LTD.,,,,6136,20080331,,,1.1,,,,,67.3,,
,12,66.9,,111.1,,ADINATH TEXTILES LTD.,,,1.1,6166,20080331,-99.3,-0.6,91.6,-98.7,,6.5,,56.7,,
,12,48.7,,,,BLUE CLOUD SOFTECH SOLUTIONS LTD.,,,,6226,20080331,,,-3.9,,,4.0,,46.5,,
,12,15.7,,,,ADITYA ELECTRO COMMUNICATIONS LTD.,,,,6318,20080331,,,-0.1,,,0.3,,16.0,,
,12,77.35,0.6,,,ADITYA FORGE LTD.,0.1,0.1,,6342,20080331,2.4,,-3.4,2.7,,65.0,,80.0,,-1.1
,12,39.65,,0.7,,ARIS INTERNATIONAL LTD.,,,,6347,20080331,,,-2.8,,,,,38.4,,
,12,70.95,,-8.2,,ADITYA ISPAT LTD.,,0.4,,6348,20080331,2.2,,0.9,1.7,,87.3,,77.4,0.1,
,12,446.3,,-11.1,,ADITYA INTERNATIONAL LTD.,,,,6364,20080331,-1.2,,121.0,,,1.1,,506.8,,-1.2
,12,303.1,,-80.3,,NITIN CASTINGS LTD.,,,,6374,20080331,,,17.3,,,483.1,,365.1,,
,12,42.65,,-3.6,,ADITYA MILLS LTD.,,,,6385,20080331,,,-1.5,,,0.5,,50.3,,
,12,225.4,,0.5,,ADITYA SPINNERS LTD.,,,,6431,20080331,,,-393.3,,,27.4,,221.7,,
77.0,9,15041.75,,-654.8,,RELIANCE MEDIAWORKS LTD.,,,,6484,20080331,,,459.1,,,2805.9,,18821.5,,
0.1,12,425.65,,78.7,,ADOR FONTECH LTD.,,,,6584,20080331,,,87.2,,,1085.5,,489.0,,
0.2,12,55.25,,1.7,,ADOR MULTIPRODUCTS LTD.,,,,6585,20080331,,,2.7,,,123.9,,53.8,,
,12,97.7,,,,ADVANCE BIO-COAL (INDIA) LTD.,,,,6697,20080331,,,,,,,,97.7,,
0.1,12,83.3,,2.8,,ADVANCE MULTITECH LTD.,,,,6767,20080331,,,0.1,,,55.1,,85.8,,
0.1,12,61.45,,3.8,,ADVANCE PETROCHEMICALS LTD.,,,21.2,6773,20080331,-26.6,,-8.7,-26.6,,43.0,,51.6,,
,12,835.35,,62.4,,ADVANCED ENZYME TECHNOLOGIES LTD.,,,,6819,20080331,,,54.2,,47.4,680.0,,901.3,,
0.6,12,755.05,,41.6,,ADVANCED MICRONIC DEVICES LTD.,,,0.1,6871,20080331,,,10.4,,,524.2,,780.7,,
5.6,12,635.85,,134.4,,ADVANI HOTELS & RESORTS (INDIA) LTD.,,,,6916,20080331,,,63.8,,,441.4,,677.8,,
21.2,12,1660.25,,307.9,,ADOR WELDING LTD.,,,,6923,20080331,,,225.6,,12.2,3085.2,,1665.4,,
32.5,12,6213.7,-3.7,173.7,,ADVANTA LTD. [MERGED],,,,6926,20081231,17.4,3.7,85.7,9.6,104.8,1404.7,13.6,6438.8,,-1.8
,12,170.15,,1.0,,ADVENT COMPUTER SERVICES LTD.,0.7,,,6953,20080930,1.0,0.3,-0.3,,,10.1,,170.3,,
0.1,12,174.6,,-2.3,,ADVIK LABORATORIES LTD.,-0.7,,,7002,20080331,-0.7,,-2.4,,,105.3,,171.2,,
19.7,12,2344.9,,479.6,,AEGIS LOGISTICS LTD.,,,,7068,20080331,,,390.9,,,3738.7,,2721.0,,
,12,611.95,,16.7,,LUDLOW JUTE & SPECIALITIES LTD.,,,1.6,7077,20080331,,,29.3,,,1569.7,,822.5,,
0.2,12,855.8,,155.2,,AEONIAN INVESTMENTS CO. LTD.,,,,7091,20080331,,,177.9,,,4.8,,929.3,,
1.8,12,7253.0,,1016.5,,AFTEK LTD.,15.9,,13.2,7294,20080331,667.0,0.3,809.4,1.1,9.0,3925.5,,7965.0,,-0.6
0.1,12,9.9,,2.9,,WAGEND INFRA VENTURE LTD.,,,,7447,20080331,,,5.0,,,,,13.5,,
,12,2915.1,,50.1,,SHIRPUR GOLD REFINERY LTD.,,,,7633,20080331,,,-341.1,,,,,2749.4,,
,12,88.25,,0.0,,AGRI-MARINE EXPORTS LTD.,,,,8081,20080331,,,1.2,,,,,86.2,,
0.1,12,170.35,,,,AGRI-TECH (INDIA) LTD.,,,,8083,20080331,,,-67.6,,,2.3,,161.2,,
3.0,12,271.0,,-12.3,,AGRIMAS CHEMICALS LTD.,0.0,,,8122,20080331,,,4.3,0.0,,361.4,,285.5,,0.0
,12,11.75,,,,AGRO CHEM PUNJAB LTD.,,,,8150,20080331,,,-0.4,,,,,11.5,,
1.6,12,5119.15,,487.8,,AGRO DUTCH INDS. LTD.,,,2.6,8153,20080331,,,232.4,,,2084.1,,5719.1,,
231.8,12,2055.25,,59.9,,AGRO TECH FOODS LTD.,,,1.7,8183,20080331,,,162.6,,4.6,10084.4,,2152.4,,
2.2,12,632.9,,86.1,,AHLCON PARENTERALS (INDIA) LTD.,,,,8306,20080331,,,61.3,,,605.5,,701.6,,
2.6,12,4704.45,,1196.4,,AHLUWALIA CONTRACTS (INDIA) LTD.,,,,8312,20080331,,,516.4,,,8807.4,,5799.9,,
,12,373.1,,-28.6,,ADVANCE LIFESTYLES LTD.,0.1,,,8336,20080331,0.1,,1.1,,,30.8,,311.8,,
,12,10.7,-1.7,-2.2,,EXCEL CASTRONICS LTD.,,,,8360,20080331,-2.3,-0.6,0.0,,,,,10.0,,
0.1,12,139.6,,32.1,,AHMEDABAD STEELCRAFT LTD.,,,,8378,20080331,,,-20.7,,,123.4,,120.0,,
0.1,12,6616.9,103.6,1175.6,,METALYST FORGINGS LTD.,2.6,6.5,0.4,8392,20080630,2037.3,1.0,651.8,1922.2,,6603.2,,7486.3,,1.4
,12,28.4,,,,AHURA WELDING ELECTRODE MFRS. LTD.,,,,8468,20080331,-3.3,-1.6,-6.4,-0.1,,,,25.8,,-1.6
0.9,12,552.0,-0.5,-7.0,,AIMCO PESTICIDES LTD.,,,1.2,8523,20080331,-3.2,-1.2,-44.8,0.6,,126.3,,542.5,,-2.0
,12,11.9,,,,AIRCOMMAND AIRTECHNICS LTD.,,,,8645,20080930,,,-18.5,,,,,0.1,,
,12,1.4,,,,AIRCOMMAND INDIA LTD.,,,,8646,20080930,,,,,,,,1.4,,
29.8,12,3132.0,,159.8,,AJANTA PHARMA LTD.,,,,8893,20080331,,,177.9,,35.9,2916.9,,3542.2,,
0.4,12,470.75,,-24.3,,AJANTA SOYA LTD.,,,,8909,20080331,5.6,0.5,3.9,3.8,,2847.4,,486.3,,1.3
1.8,12,115.6,,-21.5,,AJCON GLOBAL SERVICES LTD.,,,,9167,20080331,,,7.7,,,16.4,,137.6,,
0.4,12,80.15,,24.1,,AJWA FUN WORLD & RESORT LTD.,,,,9335,20080331,1.6,,57.2,0.3,,30.6,,80.9,,1.3
,12,603.35,,-3.8,,AFLOAT TEXTILE (INDIA) LTD.,,,5.9,9356,20080331,,,-2.0,,,,,601.3,,
,12,40.65,,,,OPTIEMUS INFRACOM LTD.,,,,9395,20080331,,,-1.2,,,,,39.9,,
,12,631.6,,75.9,,AKAR TOOLS LTD.,,,,9431,20080331,,,22.9,,,784.3,,701.5,,
,12,91.3,,10.8,,AKASH AGRO INDS. LTD.,,,0.1,9457,20080331,0.5,0.1,-0.2,0.4,,511.5,,104.6,,
,12,3.2,,,,AKASHDEEP METAL INDS. LTD.,,,,9553,20080331,,,0.0,,,,,3.2,,
20.3,12,3459.5,,248.2,,CORE EDUCATION & TECHNOLOGIES LTD.,,,,9681,20080331,,,445.6,,,1999.7,,5681.0,,
33.9,12,12211.35,,-405.4,,HUBTOWN LTD.,,,413.7,9780,20080331,,,2947.0,,,4104.7,,15787.5,,
,12,87.6,,28.9,,ALACRITY HOUSING LTD.,,,,10133,20080331,-0.2,,-6.9,-0.2,,3.5,,74.0,,
,12,194.3,0.8,,,ALACRITY SECURITIES LTD.,0.9,0.0,,10135,20080331,7.5,0.4,11.5,,,0.1,0.6,231.8,,4.8
,12,25.05,,-2.4,,SAI JEEVADHARA FINANCE LTD.,,,,10158,20080331,,,-14.9,,,,,16.5,,
,12,25.9,,,,ALAN SCOTT INDS. LTD.,,,,10220,20080331,,,0.0,,,0.3,,25.7,,
,12,151.1,,,,ALANG MARINE LTD.,,,,10231,20080331,,,0.2,,,38.7,,127.6,,
66.2,12,1597.25,,113.0,,ALBERT DAVID LTD.,,,0.4,10376,20080331,,,73.4,,5.2,1687.2,,1748.9,,
0.3,12,935.2,,107.6,,RHODIA SPECIALTY CHEMICALS INDIA LTD.,,,1.7,10397,20081231,,,137.5,,,1747.1,,978.6,,
2.6,12,1160.1,,24.3,,ALCOBEX METALS LTD.,,,,10489,20080331,,,-172.0,,0.3,1205.5,,1116.5,,
5.7,6,936.4,,33.7,,SHRENO LTD.,,,,10564,20080331,,,-17.0,,0.3,505.1,,1576.0,,
,12,9909.9,,535.3,,ALEMBIC LTD.,,,239.4,10566,20080331,,,1121.9,,433.9,10273.5,,10470.5,,
0.5,12,340.95,,6.0,,ALFA ICA (INDIA) LTD.,,,,10674,20080331,,,6.4,,,477.4,,342.3,,
,12,5838.35,87.6,1223.1,,ALFA LAVAL (INDIA) LTD.,,,,10678,20081231,383.5,3.2,901.7,294.5,,8442.6,,6173.7,,-1.8
0.2,12,321.85,,35.0,,ALFA TRANSFORMERS LTD.,,,0.9,10714,20080331,,,26.9,,,352.9,,379.1,,
,12,63.9,,-6.5,,ALFAVISION OVERSEAS (INDIA) LTD.,,,,10735,20080331,,,4.8,,,27.4,,70.1,,
,12,256.65,,12.0,,ALFRED HERBERT (INDIA) LTD.,,,,10752,20080331,,,8.9,,,11.0,,267.7,,
,12,251.85,,,,ALKA DIAMOND INDS. LTD.,,,,10853,20080331,,,-1.1,,,,,223.0,,
0.1,12,163.9,,-13.4,,ALKA SECURITIES LTD.,2.9,,,10866,20080331,4.6,0.4,15.9,,,,,214.3,,1.3
,12,764.4,,4.6,,ALKA INDIA LTD.,,,,10867,20080930,,,-32.1,,,372.8,,691.0,,
0.5,12,617.7,,46.8,,ALKALI METALS LTD.,,,,10872,20080331,,,79.3,,10.8,687.9,,674.0,,
640.9,12,11680.55,,1120.4,,ALKEM LABORATORIES LTD.,,,0.6,10884,20080331,,,1450.7,,,10302.7,,12782.3,,
0.2,12,2048.55,,157.0,,ALKYL AMINES CHEMICALS LTD.,,,,10903,20080331,,,95.6,,14.1,1759.0,,2211.5,,
154.1,12,744288.4,129.6,53574.5,,ALLAHABAD BANK,,,,11019,20080331,684.6,412.4,9747.4,,,,,829435.3,,
,12,6643.25,,642.9,,ALLCARGO LOGISTICS LTD.,,,13.9,11063,20081231,,,926.6,,,5198.5,,8355.5,,
0.2,12,294.85,,7.4,,AVONMORE CAPITAL & MGMT. SERVICES LTD.,,,,11259,20080331,,,4.1,,,1.2,,345.3,,
4.0,12,1060.5,,-228.2,,ALMONDZ GLOBAL SECURITIES LTD.,,,1.2,11262,20080331,,,99.4,,,275.2,,1498.8,,
,12,557.6,,127.3,,RAP MEDIA LTD.,,,,11284,20080331,,,11.5,,,13.0,,577.5,,
8.8,12,1684.1,,-256.3,,ALLIED DIGITAL SERVICES LTD.,,,,11303,20080331,,,435.6,,,2974.9,,2455.8,,
0.2,12,445.7,1.3,1798.7,,ALLIED RESINS & CHEMICALS LTD. [MERGED],,,1771.1,11366,20080331,12.0,1.0,1811.1,9.7,0.1,513.8,,480.3,,
,12,1783.4,,-55.5,,ALLSEC TECHNOLOGIES LTD.,,,,11443,20080331,19.1,19.1,-135.5,,,990.2,,1650.7,,
,12,139.9,,-15.3,,ALLSOFT CORPORATION LTD.,,,,11445,20080331,,,44.8,,,98.7,,197.2,,
,12,16.65,,-2.4,,ALNA TRADING & EXPORTS LTD.,,,,11554,20080331,,,0.6,,,26.0,,18.3,,
,12,63479.15,,2406.0,,ALOK INDUSTRIES LTD.,,,2038.7,11599,20080331,,,1986.9,,,23528.9,,78960.2,,
,12,5.7,,1.5,,ALORA TRADING CO. LTD.,,,,11654,20080331,,,0.3,,,,,5.8,,
0.5,12,1051.55,,-11.7,,ALPA LABORATORIES LTD.,,,,11664,20080331,,,69.2,,,1363.6,,1497.2,,
,12,65.05,,0.1,,ALPHA GRAPHIC INDIA LTD.,,,,11760,20080331,,,0.6,,,,,65.4,,
,12,70.35,,0.1,,ALPHA HI-TECH FUEL LTD.,,,,11764,20080331,,,-2.8,,,,,70.0,,
0.3,12,932.1,,258.9,,ALPHAGEO (INDIA) LTD.,,,,11853,20080331,,,126.5,,,815.7,,1041.0,,
,12,29.5,,,,ALPINE CAPITAL SERVICES LTD.,,,,11885,20080331,,,0.4,,,,,29.8,,
3.4,12,799.55,,-105.2,,ALPINE HOUSING DEVP. CORPN. LTD.,,,,11905,20080331,,,143.4,,,638.7,,887.5,,
10.6,12,8969.7,495.2,-792.1,,ALPS INDUSTRIES LTD.,4.2,,35.7,11955,20080331,3152.0,13.3,115.0,2600.8,0.5,6352.2,,10883.9,,17.5
,12,2496.9,,,,ALPS B P O SERVICES LTD.,,,,11956,20080331,,,-0.7,,,1.2,,2496.3,,
,12,,,,,ALPS MOTOR FINANCE LTD.,,,,11961,20080331,,,-0.2,,,,,30.0,,
,12,69.05,-0.8,53.3,,ALSA MARINE & HARVESTS LTD.,,-1.7,,11990,20081231,-14.8,-0.5,-66.6,-4.3,,,,4.9,,
,12,23201.0,156.6,1542.8,,G E T & D INDIA LTD.,,,115.8,12007,20081231,541.4,200.1,2263.2,183.0,34.1,28368.8,,28898.6,,3.6
,12,17949.55,,2340.3,,G E POWER INDIA LTD.,,,,12011,20080331,,,733.1,,,15961.4,,21052.6,,
,12,134.95,,45.0,,ALUFLUORIDE LTD.,,,,12108,20080331,,,21.7,,,217.3,,145.6,,
,12,400.1,,15.6,,ALUMINIUM INDUSTRIES LTD.,,,,12131,20080331,,,-185.0,,0.9,120.8,,407.8,,
,12,98.3,,-2.9,,AMAL LTD.,,,,12258,20080331,,,-14.4,,,1.1,,91.9,,
,12,9.1,,0.0,,AMALGAMATED ELECTRICITY CO. LTD.,,,,12281,20080331,,,0.0,,,,,9.0,,
,12,20.1,,-0.9,,AMANI TRADING & EXPORTS LTD.,,,,12379,20080331,,,0.5,,,40.9,,20.7,,
13.3,12,1970.6,541.5,95.3,0.2,AMAR REMEDIES LTD.,1.6,5.3,,12482,20080630,569.9,9.2,217.6,11.8,,2983.8,,2133.2,,0.3
,12,40.85,,2.5,,AMAR VANIJYA LTD.,,,,12506,20080331,,,1.8,,,,,42.1,,
185.0,12,6928.9,,-170.7,,AMARA RAJA BATTERIES LTD.,,,,12517,20080331,,,943.6,,8.7,13670.3,,8528.9,,
1.1,12,1147.9,,179.3,,AMARJOTHI SPINNING MILLS LTD.,,,,12577,20080331,,,6.9,,,770.0,,1089.9,,
,12,29.55,,0.0,,AMARNATH SECURITIES LTD.,,,,12616,20080331,,,-0.3,,,,,29.3,,
,12,57.05,,5.7,,AMBA ENTERPRISES LTD.,0.1,,,12709,20080331,4.0,0.2,2.4,3.7,,51.8,,63.2,,
,12,43.25,-2.6,-3.8,,SCAN PROJECTS LTD.,,,1.9,12761,20080331,-3.3,,3.7,,,33.1,,56.3,-0.1,
,12,3211.85,,538.3,,AMBALAL SARABHAI ENTERPRISES LTD.,,,889.0,12774,20080331,,,-83.0,,7.4,673.1,,3084.8,,
13.6,12,549.6,3.9,31.0,,AMBICA AGARBATHIES AROMA & INDS. LTD.,0.4,,0.1,12933,20080331,84.1,10.1,25.8,63.7,,599.0,,622.9,,6.0
0.5,12,4150.25,,430.1,,AMBIKA COTTON MILLS LTD.,,,,13029,20080331,,,143.3,,,1675.9,,4573.4,,
,12,42.6,,-0.2,,AMBITIOUS PLASTOMAC CO. LTD.,,,,13096,20080331,,,-0.9,,,0.1,,42.2,,
,12,126.8,1.5,,,AMBUJA AGRO INDS. LTD.,,,1.2,13123,20080331,1.8,,1.2,,,0.4,,149.1,,
,12,,,,,AMBUJA FLOUR MILLS LTD.,,,2.1,13138,20080331,,,-2.4,,,,,38.1,,
