sa_advertising,sa_ann_rep_months,sa_avg_total_assets_net_of_reval,sa_building_net_addn_in_yr,sa_cf_net_frm_op_activity,sa_comm_equip_net_addn_in_yr,sa_company_name,sa_computer_it_net_addn_in_yr,sa_elec_install_fitting_net_addn_in_yr,sa_extra_ordi_inc,sa_finance1_cocode,sa_finance1_year,sa_gfa_net_addn_in_yr,sa_net_furn_social_oth_fxd_ast,sa_pat,sa_plant_net_addn_in_yr,sa_rnd_exp,sa_sales,sa_sw_net_addn_in_yr,sa_total_assets,sa_transport_infra_net_addn_in_yr,sa_transport_veh_net_addn_in_yr
,12,14.2,,-1.7,,A R C FINANCE LTD.,,,,2448,20090331,0.2,,-4.7,,,,,11.9,,0.2
,12,66.5,,4.3,,A R I CONSOLIDATED INVSTS. PVT. LTD.,,,,2513,20090331,,,-9.2,,,,,59.5,,
894.9,12,16556.15,,-2667.2,,DISH T V INDIA LTD.,23.8,,,2717,20090331,4642.6,3.0,-4762.8,4582.4,,6369.7,18.0,20972.2,,-2.0
0.3,12,769.15,,56.7,,ANIL SPECIAL STEEL INDS. LTD.,,,1.8,2773,20090331,52.6,0.7,3.7,29.4,,1056.0,,818.0,,
0.4,12,249.85,1.0,17.6,,A S M TECHNOLOGIES LTD.,,0.8,,2842,20090331,4.3,0.7,37.8,1.6,,462.3,,271.8,,0.2
,12,24.25,,,,A S R AGRO LTD.,,,,2885,20090331,,,-0.4,,,2.1,,24.5,,
0.1,12,272.0,,13.7,,A T N INTERNATIONAL LTD.,-0.6,0.6,,3052,20090331,-0.3,2.3,0.8,-0.9,,1.4,,275.6,,-1.7
,9,2828.5,,-21.4,,A T V PROJECTS INDIA LTD.,0.1,,28.3,3083,20090331,0.4,0.1,25.0,0.2,,129.0,,2822.7,,
,12,70.75,,-4.5,,TAVERNIER RESOURCES LTD.,-0.2,,,3149,20090331,-0.2,,-0.2,,,,,67.2,,
,12,37.95,,,,A V I PHOTOCHEM LTD.,,,,3194,20090331,,,-1.0,,,,,37.4,,
,12,47.95,-5.4,-2.3,,A V I POLYMERS LTD.,,,0.7,3196,20090331,-7.7,-1.0,0.8,,,332.9,,50.7,,-0.7
,12,244.7,,5.4,,ZENITH STEEL TUBES & INDS. LTD.,,,424.0,3303,20090331,,,-99.8,,,73.2,,206.6,,
,12,966.3,13.1,114.3,,A V T NATURAL PRODUCTS LTD.,,,1.4,3335,20090331,87.4,0.6,70.2,71.4,5.3,967.9,,1002.4,,1.3
,12,43.5,,,,AAKAR ENGINEERING & MFG. CO. LTD.,,,,3624,20090331,,,-13.0,,,119.0,,41.8,,
,12,14.3,,1.6,,PRISM INFORMATICS LTD.,,,,3704,20090331,,,2.2,,,4.1,,15.5,,
,12,149.25,,3.5,,JAINEX AAMCOL LTD.,0.4,,,3737,20090331,57.6,0.2,-7.0,57.0,,66.4,,184.6,,
,12,128.05,,3.7,,AANKIT GRANITES LTD.,,,0.6,3768,20090331,,,-3.6,,,101.7,,128.5,,
,12,159.7,,0.3,,AAREY DRUGS & PHARMACEUTICALS LTD.,,,,3889,20090331,,,7.7,,,275.3,,154.1,,
3.5,12,3912.35,17.3,608.5,,AARTI DRUGS LTD.,,,,3990,20090331,336.7,124.3,150.4,187.2,29.5,4096.9,,3867.5,,3.3
15.9,12,9757.65,97.8,1487.0,,AARTI INDUSTRIES LTD.,,,7.2,3998,20090331,1380.5,19.0,833.2,1066.4,13.6,15352.6,,10410.9,,6.6
5.3,12,4489.85,,62.5,,AARVEE DENIMS & EXPORTS LTD.,,,,4024,20090331,,,23.2,,,3281.1,,4739.3,,
,12,17.0,,0.0,,AASHEESH SECURITIES LTD.,,,,4053,20090331,,,-0.1,,,,,17.0,,
,12,15.15,,-1.0,,AASWA TRADING & EXPORTS LTD.,,,,4132,20090331,,,0.6,,,37.5,,15.5,,
,12,0.1,,,,ABACUS COMPUTERS LTD.,,,,4210,20090331,,,,,,,,0.1,,
,12,36849.1,,4546.4,,ABAN OFFSHORE LTD.,,,26.9,4253,20090331,235.3,2.5,2597.6,243.1,,10069.2,,46604.6,,2.0
,12,123.5,,0.1,,ABEE INFO-CONSUMABLES LTD.,,,0.3,4320,20090331,,,-52.5,,,13.3,,107.5,,
,12,2.8,,,,ABHIJIT TRADING CO. LTD.,,,,4483,20090331,,,,,,,,2.8,,
,12,137.0,,-2.9,,ABHINAV CAPITAL SERVICES LTD.,0.1,,,4581,20090331,0.3,0.2,-2.1,,,,,136.0,,
0.1,12,,,7.6,,ABHINAV LEASING & FINANCE LTD.,,,,4589,20090331,,,0.5,,,,,54.2,,
557.3,12,10265.6,87.2,-54.8,,RADICO KHAITAN LTD.,,,220.4,4671,20090331,701.1,1.5,65.4,622.0,,11689.0,,11186.3,,-11.2
,12,3680.25,177.7,-179.0,,ABHISHEK CORPORATION LTD.,3.6,42.3,,4680,20090331,1179.9,2.5,-127.8,941.6,,237.8,,4085.6,,12.2
5.0,12,21939.05,589.4,1813.6,,TRIDENT LTD.,12.8,,9.5,4709,20090331,7758.9,49.4,-530.4,6991.6,,14229.9,7.1,24024.5,,6.3
,12,77.35,0.3,2.1,,ABIRAMI FINANCIAL SERVICES (INDIA) LTD.,0.3,0.1,,4831,20090331,0.2,-0.5,0.2,,,7.9,,77.6,,
7.8,12,2129.15,,56.7,,ACCEL FRONTLINE LTD.,-47.6,,,5003,20090331,-97.0,-8.1,46.8,-2.7,,2904.7,-28.6,1981.5,,-0.7
0.4,12,1208.8,,220.6,,ACCURATE TRANSFORMERS LTD.,0.1,,,5206,20090331,26.6,0.1,69.5,6.9,,1903.9,,1291.4,,19.5
,12,143.55,,-19.6,,ACE SOFTWARE EXPORTS LTD.,0.1,,,5284,20090331,-10.2,0.0,5.0,,,26.9,,141.7,,
,12,409.2,,82.4,,ACKNIT INDUSTRIES LTD.,0.4,1.0,,5396,20090331,45.8,0.6,13.5,17.8,,619.3,,392.3,,0.3
160.1,12,7156.8,28.7,-477.8,,PROVOGUE (INDIA) LTD.,6.8,,,5417,20090331,281.9,139.9,294.6,15.6,,3582.9,,8963.7,,5.9
0.1,12,143.5,,-9.6,,ACROW INDIA LTD.,,,,5568,20090331,0.1,0.1,2.5,,,30.9,,140.6,,
5.1,12,354.25,20.6,76.4,,ACRYSIL LTD.,,,1.4,5574,20090331,68.0,1.3,73.8,40.8,0.6,505.9,,398.4,,
,12,190.5,,7.2,,ACTION FINANCIAL SERVICES (INDIA) LTD.,0.2,,,5596,20090331,0.3,0.1,-15.3,,,,,187.9,,
,12,31.85,,,,ACUMEN TRADING & INVSTS. LTD.,,,,5674,20090331,,,1.4,,,,,32.5,,
0.1,12,615.05,,17.0,,AD-MANUM FINANCE LTD.,,0.7,,5695,20090331,0.8,0.4,11.1,,,8.1,,643.1,,-0.3
260.8,12,66491.05,72.3,11061.4,,ADANI ENTERPRISES LTD.,2.7,7.5,118.1,5747,20090331,195.3,39.1,3264.2,31.1,,113311.9,,67058.2,,-2.8
,12,53413.8,28.8,-127.7,,ADANI POWER LTD.,7.3,,,5757,20090331,3269.3,27.0,-28.2,503.5,,,20.5,78258.7,,14.9
0.1,12,810.0,,50.9,,VIKAS GRANARIES LTD.,,,,5802,20090331,911.6,,67.0,910.1,,356.6,,1522.8,,
,12,61.05,,-7.4,,ADARSH MERCANTILE LTD.,,,,5838,20090331,,,0.1,,,,,63.7,,
,12,103.2,0.7,2.7,,ADARSH PLANT PROTECT LTD.,,,,5843,20090331,6.2,,-6.2,0.2,,44.7,,101.2,,
,12,34.5,,-0.1,,ADCON CAPITAL SERVICES LTD.,,,,5888,20090331,,,0.0,,,,,32.7,,
0.1,12,241.15,,1.6,,ADDI INDUSTRIES LTD.,,,,5921,20090331,0.6,,1.7,-0.2,,227.3,,240.4,,0.8
,12,61.6,,12.3,,ACIL COTTON INDS. LTD.,,,,5994,20090331,,,0.4,,,0.7,,53.1,,
,12,95.7,,8.1,,ADHARSHILA CAPITAL SERVICES LTD.,,,,6011,20090331,0.1,0.1,1.2,,,,,97.6,,
,12,201.45,,,,ADHBHUT INFRASTRUCTURE LTD.,,,,6016,20090331,,,0.9,,,1.7,,199.7,,
,12,,,,,ADI RASAYAN LTD.,,,,6097,20090331,,,,,,,,1.2,,
,12,66.45,,-9.7,,ADINATH EXIM RESOURCES LTD.,,,,6136,20090331,,,0.8,,,,,65.6,,
,12,57.9,,18.2,,ADINATH TEXTILES LTD.,,,4.6,6166,20090331,-1.5,,20.5,-1.5,,127.6,,59.1,,
,12,44.15,,,,BLUE CLOUD SOFTECH SOLUTIONS LTD.,,,,6226,20090331,,,-4.1,,,3.8,,41.8,,
,12,15.75,,0.0,,ADITYA ELECTRO COMMUNICATIONS LTD.,,,,6318,20090331,,,-0.4,,,,,15.5,,
,12,93.2,0.7,12.7,,ADITYA FORGE LTD.,0.1,0.2,,6342,20090331,9.1,0.6,7.3,7.8,,293.6,,106.4,,-0.3
,12,36.95,,,,ARIS INTERNATIONAL LTD.,,,,6347,20090331,,,-2.7,,,0.1,,35.5,,
,12,82.55,4.6,-0.3,,ADITYA ISPAT LTD.,,0.2,,6348,20090331,8.1,,1.5,,,105.2,,87.7,,
,12,429.95,,13.2,,ADITYA INTERNATIONAL LTD.,,,,6364,20090331,,,-153.7,,,0.2,,353.1,,
,12,336.35,9.0,78.7,,NITIN CASTINGS LTD.,0.1,0.7,,6374,20090331,17.0,3.7,18.2,3.5,,438.0,,307.6,,0.0
,12,41.1,-0.2,-0.7,,ADITYA MILLS LTD.,,,0.1,6385,20090331,-0.2,,-2.4,,,0.1,,48.4,,
,12,188.8,27.0,7.8,,ADITYA SPINNERS LTD.,0.1,,,6431,20090331,45.7,,-5.2,18.6,,29.0,,155.9,,
129.9,12,19211.2,2056.0,-788.1,,RELIANCE MEDIAWORKS LTD.,,,26.6,6484,20090331,2051.0,89.8,-297.3,,,5258.4,-45.9,19600.9,,-33.5
0.1,12,522.5,,86.7,,ADOR FONTECH LTD.,-0.4,0.4,,6584,20090331,4.8,0.7,96.6,,,1121.5,,556.0,,4.1
0.3,12,54.75,0.2,-4.4,,ADOR MULTIPRODUCTS LTD.,,,,6585,20090331,0.1,0.0,3.7,,,117.4,,55.7,,-0.1
,12,97.7,,,,ADVANCE BIO-COAL (INDIA) LTD.,,,,6697,20090331,,,,,,,,97.7,,
,12,85.95,0.4,-5.6,,ADVANCE MULTITECH LTD.,,,,6767,20090331,1.9,,0.4,0.9,,91.8,,86.1,,0.6
0.1,12,47.3,0.3,9.9,,ADVANCE PETROCHEMICALS LTD.,,,0.6,6773,20090331,10.1,,-2.4,10.3,,45.8,,46.1,,-0.5
,12,912.55,85.4,126.5,,ADVANCED ENZYME TECHNOLOGIES LTD.,1.4,,,6819,20090331,196.8,5.9,66.8,99.1,64.0,888.2,,923.8,,-0.2
0.3,12,808.05,,33.4,,ADVANCED MICRONIC DEVICES LTD.,,,0.1,6871,20090331,14.9,3.4,15.0,6.2,,585.8,,835.4,,5.3
6.9,12,657.0,-39.2,-30.8,,ADVANI HOTELS & RESORTS (INDIA) LTD.,,,37.5,6916,20090331,-88.4,-3.7,0.5,-31.3,,307.0,-0.1,636.2,,-5.9
18.7,12,1682.4,39.4,325.5,,ADOR WELDING LTD.,,13.5,,6923,20090331,97.5,-3.2,121.6,47.3,7.8,2485.0,,1699.4,,0.5
6.6,12,6415.95,-0.8,-138.6,,ADVANTA LTD. [MERGED],,,,6926,20091231,17.8,0.1,-414.3,20.4,99.2,1036.9,,6393.1,,-1.9
,6,171.2,,0.0,,ADVENT COMPUTER SERVICES LTD.,,,,6953,20090331,,,-1.9,,,1.0,,172.1,,
,12,192.8,1.7,-6.7,,ADVIK LABORATORIES LTD.,,,,7002,20090331,5.7,,-0.7,4.0,,120.0,,214.4,,
8.6,12,2787.6,,633.1,,AEGIS LOGISTICS LTD.,,,,7068,20090331,,,303.7,,,3683.3,,2854.2,,
,12,797.45,5.1,82.8,,LUDLOW JUTE & SPECIALITIES LTD.,,0.2,1.5,7077,20090331,52.3,0.7,22.9,44.1,,1726.3,,876.8,1.3,0.9
0.2,12,919.8,,-20.9,,AEONIAN INVESTMENTS CO. LTD.,,,,7091,20090331,-0.2,-0.2,25.4,,,2.6,,910.3,,
0.6,12,7797.5,,610.8,,AFTEK LTD.,3.2,,,7294,20090331,723.2,0.1,-127.7,0.1,2.3,2203.4,,7630.0,,
,12,12.25,,0.3,,WAGEND INFRA VENTURE LTD.,,,,7447,20090331,,,0.2,,,,,11.0,,
,12,2667.3,,-10.0,,SHIRPUR GOLD REFINERY LTD.,0.1,,,7633,20090331,-0.9,,-176.2,,,,,2585.2,,-1.0
,12,73.3,,-2.8,,AGRI-MARINE EXPORTS LTD.,,,,8081,20090331,,,0.8,,,3.6,,60.4,,
0.1,12,156.15,,,,AGRI-TECH (INDIA) LTD.,,,56.1,8083,20090331,1.0,,47.2,1.0,,3.9,,151.1,,
1.2,12,318.35,,12.5,,AGRIMAS CHEMICALS LTD.,0.2,,,8122,20090331,5.4,2.8,3.4,1.8,,569.5,,351.2,,0.6
,12,11.4,,,,AGRO CHEM PUNJAB LTD.,,,,8150,20090331,,,-0.1,,,,,11.3,,
1.6,12,6096.0,289.8,147.9,,AGRO DUTCH INDS. LTD.,1.1,,0.5,8153,20090331,524.0,1.8,-343.8,218.4,,1412.4,,6472.9,,12.9
514.8,12,2264.1,10.6,857.3,,AGRO TECH FOODS LTD.,,,,8183,20090331,23.4,-5.9,208.5,22.8,10.7,7736.1,,2375.8,,-4.1
2.8,12,673.15,,75.9,,AHLCON PARENTERALS (INDIA) LTD.,,,0.5,8306,20090331,-1.9,2.3,22.6,-2.8,,440.0,,644.7,,-1.4
2.3,12,6463.65,8.9,97.0,,AHLUWALIA CONTRACTS (INDIA) LTD.,3.5,,,8312,20090331,136.4,1.7,577.2,199.7,,11649.0,-1.0,7143.2,,-76.4
,12,231.4,,-71.9,,ADVANCE LIFESTYLES LTD.,,,,8336,20090331,,,-15.1,,,25.3,,151.0,,
,12,10.0,,-0.1,,EXCEL CASTRONICS LTD.,,,,8360,20090331,,,0.0,,,,,10.0,,
0.1,12,115.15,-11.5,69.3,,AHMEDABAD STEELCRAFT LTD.,-1.0,,25.0,8378,20090331,-97.1,-1.3,16.0,-91.2,,61.9,,139.3,,7.9
0.3,12,8614.05,53.7,200.4,,METALYST FORGINGS LTD.,2.4,4.2,2.9,8392,20090630,673.2,2.1,359.2,599.3,,5164.6,,9741.8,,0.8
,12,12.55,-12.2,,,AHURA WELDING ELECTRODE MFRS. LTD.,,,,8468,20090331,-19.7,,-9.2,-6.0,,,,6.3,,
1.4,12,522.9,-2.0,14.1,,AIMCO PESTICIDES LTD.,,,1.9,8523,20090331,-2.3,,-37.5,,,150.3,,503.3,,
,12,0.1,,,,AIRCOMMAND AIRTECHNICS LTD.,,,,8645,20090930,,,,,,,,0.1,,
,12,1.45,,0.0,,AIRCOMMAND INDIA LTD.,,,,8646,20090930,,,-0.1,,,,,1.5,,
43.9,12,4062.55,181.4,338.0,,AJANTA PHARMA LTD.,51.8,,0.2,8893,20090331,492.2,60.1,213.8,200.1,68.7,3224.3,,4582.9,,-1.2
0.3,12,500.45,,79.9,,AJANTA SOYA LTD.,,,,8909,20090331,3.9,0.2,0.8,1.8,,2648.2,,514.6,,1.9
0.8,12,136.15,,5.2,,AJCON GLOBAL SERVICES LTD.,2.3,0.2,,9167,20090331,2.9,0.4,2.9,,,12.2,,134.7,,
0.8,12,88.7,,16.1,,AJWA FUN WORLD & RESORT LTD.,,,,9335,20090331,,,1.4,,,27.3,,96.5,,
,12,600.15,,-0.3,,AFLOAT TEXTILE (INDIA) LTD.,,,0.0,9356,20090331,,,-2.3,,,,,599.0,,
,12,39.45,,-0.1,,OPTIEMUS INFRACOM LTD.,-0.3,,,9395,20090331,-1.3,-1.0,-0.3,,,,,39.0,,
,15,617.85,-1.3,-39.9,,AKAR LAMINATORS LTD.,,,93.8,9424,20090331,-136.1,,172.1,-134.5,,800.7,,657.2,,
,12,753.3,13.2,67.0,,AKAR TOOLS LTD.,0.1,,,9431,20090331,120.2,0.2,4.0,106.4,,894.4,,805.1,,0.3
,12,105.7,,6.5,,AKASH AGRO INDS. LTD.,,,0.9,9457,20090331,,,2.6,,,905.5,,106.8,,
,12,3.2,,-0.7,,AKASHDEEP METAL INDS. LTD.,,,,9553,20090331,,,0.0,,,,,3.2,,
,12,6968.9,,756.8,,CORE EDUCATION & TECHNOLOGIES LTD.,15.5,,,9681,20090331,86.5,53.7,806.5,,,3466.3,5.5,8256.8,,11.8
21.0,12,19339.7,-451.9,-2393.4,,HUBTOWN LTD.,3.5,5.2,823.3,9780,20090331,-636.5,,2637.8,,,3749.6,,22891.9,,2.9
73.8,18,4434.5,,-413.2,10.0,AKSH OPTIFIBRE LTD.,4.4,20.9,58.9,9793,20090331,650.7,21.9,-421.4,443.3,,2638.5,149.9,4434.5,,
,12,59.75,,21.0,,ALACRITY HOUSING LTD.,,,,10133,20090331,,,-0.9,,,9.6,,45.5,,
,12,179.8,0.0,,,ALACRITY SECURITIES LTD.,0.0,,,10135,20090331,0.4,0.3,-1.8,,,,0.1,127.8,,0.0
,12,12.75,,-3.1,,SAI JEEVADHARA FINANCE LTD.,,,,10158,20090331,-10.4,,-6.6,-10.4,,,,9.0,,
,12,23.95,,-5.6,,ALAN SCOTT INDS. LTD.,,,,10220,20090331,,,-3.3,,,,,22.2,,
73.9,12,1802.45,5.2,256.3,,ALBERT DAVID LTD.,0.9,,0.3,10376,20090331,61.4,5.5,75.3,50.3,3.5,1904.0,,1856.0,,-0.5
0.5,12,1055.85,115.5,-239.9,,RHODIA SPECIALTY CHEMICALS INDIA LTD.,,,15.3,10397,20091231,614.5,0.4,-205.7,496.1,,1051.0,,1133.1,,2.5
0.8,12,1011.4,,56.6,,ALCOBEX METALS LTD.,0.1,,,10489,20090331,-0.1,0.2,-185.6,,,638.0,,906.3,,-0.4
20.7,12,1183.7,2.2,53.2,,SHRENO LTD.,,,,10564,20090331,86.2,0.8,24.4,83.2,0.1,1181.8,,2006.2,,
,12,10744.35,134.6,1228.1,,ALEMBIC LTD.,,,11.7,10566,20090331,762.7,80.8,72.8,434.5,403.0,11204.9,,11018.2,,3.5
0.5,12,306.75,,91.1,,ALFA ICA (INDIA) LTD.,0.1,,,10674,20090331,3.2,,6.5,0.8,,475.4,,271.2,,
,12,6682.5,8.1,1587.6,,ALFA LAVAL (INDIA) LTD.,,,,10678,20091231,13.1,3.1,1233.4,3.6,,9190.5,,7191.3,,-1.7
0.8,12,390.3,18.0,22.6,,ALFA TRANSFORMERS LTD.,0.1,3.8,4.2,10714,20090331,47.7,1.7,35.2,17.3,1.1,331.2,,431.5,,6.7
,12,77.25,,,,ALFAVISION OVERSEAS (INDIA) LTD.,,,,10735,20090331,,,3.4,,,51.3,,84.4,,
,12,263.1,,5.4,,ALFRED HERBERT (INDIA) LTD.,,,,10752,20090331,-0.7,-0.5,8.1,-0.2,,5.2,,270.7,,
,12,208.1,,,,ALKA DIAMOND INDS. LTD.,,,,10853,20090331,,,0.8,,,18.2,,193.2,,
0.2,12,235.7,,-71.1,,ALKA SECURITIES LTD.,2.0,,,10866,20090331,3.5,0.1,21.1,,,,,257.1,,1.4
,12,649.55,-61.1,88.1,,ALKA INDIA LTD.,0.1,,,10867,20090930,-90.6,,-55.9,,,21.7,,608.1,,
0.5,12,776.6,1.3,104.7,,ALKALI METALS LTD.,,,,10872,20090331,6.6,4.3,80.8,1.1,13.5,685.4,,889.9,,-0.1
777.0,12,14399.4,47.3,1591.3,,ALKEM LABORATORIES LTD.,46.7,,7.9,10884,20090331,387.3,7.2,1558.0,246.8,303.1,11889.0,,16016.5,,10.8
0.5,12,2408.75,4.0,221.4,,ALKYL AMINES CHEMICALS LTD.,,0.4,1.3,10903,20090331,230.7,2.5,40.2,216.2,6.4,2200.2,,2606.0,,1.1
142.3,12,894248.15,170.7,62484.1,,ALLAHABAD BANK,,,0.4,11019,20090331,950.9,752.9,7686.0,,,,27.3,976577.7,,
,12,9352.3,181.3,1376.4,,ALLCARGO LOGISTICS LTD.,,,12.1,11063,20091231,1288.9,5.4,979.8,,,5232.0,,10349.1,,763.3
0.1,12,344.1,,-16.4,,AVONMORE CAPITAL & MGMT. SERVICES LTD.,,,,11259,20090331,,,5.0,,,,,342.9,,
1.9,12,1336.55,3.4,564.7,,ALMONDZ GLOBAL SECURITIES LTD.,19.5,,1.6,11262,20090331,43.6,15.3,60.0,,,78.0,3.2,1174.3,,1.9
,12,585.75,,91.1,,RAP MEDIA LTD.,0.1,,,11284,20090331,0.1,,10.2,,,18.4,,594.0,,
9.3,12,3226.15,1.7,116.8,,ALLIED DIGITAL SERVICES LTD.,163.4,,,11303,20090331,202.2,32.2,795.5,,,3884.7,,3996.5,,4.9
0.1,12,391.45,,754.4,,ALLIED RESINS & CHEMICALS LTD. [MERGED],,,689.3,11366,20090331,,,721.9,,0.2,476.8,,387.0,,
,12,1644.15,,-62.0,,ALLSEC TECHNOLOGIES LTD.,9.6,,0.3,11443,20090331,57.7,8.0,-72.3,,,964.9,1.6,1637.6,,3.7
0.1,12,248.9,,15.0,,ALLSOFT CORPORATION LTD.,,,,11445,20090331,,,1.8,,,313.2,,300.6,,
,12,17.3,,7.7,,ALNA TRADING & EXPORTS LTD.,,,,11554,20090331,,,0.5,,,15.2,,16.3,,
,12,85314.35,,1739.4,,ALOK INDUSTRIES LTD.,,,17.4,11599,20090331,,,1883.9,,,31541.6,,91668.5,,
,12,5.6,,0.2,,ALORA TRADING CO. LTD.,,,,11654,20090331,,,0.0,,,,,5.4,,
,12,,,,,AL AMEEN INTL. LTD.,,,0.1,11659,20090331,-0.5,,0.0,-0.5,,0.5,,16.6,,
1.0,12,1542.35,2.9,20.8,,ALPA LABORATORIES LTD.,0.1,,,11664,20090331,4.7,0.5,3.8,1.2,,1217.4,,1587.5,,
,12,54.5,,16.5,,ALPHA GRAPHIC INDIA LTD.,,,,11760,20090331,,,0.7,,,0.8,,43.6,,
,12,69.15,,0.1,,ALPHA HI-TECH FUEL LTD.,,,,11764,20090331,,,-2.3,,,,,68.3,,
0.4,12,926.15,,204.0,,ALPHAGEO (INDIA) LTD.,0.5,-0.1,0.9,11853,20090331,-40.5,1.0,59.5,-41.3,,638.8,,811.3,,-0.6
,12,29.8,,,,ALPINE CAPITAL SERVICES LTD.,,,,11885,20090331,,,0.2,,,,,29.8,,
0.5,12,887.45,0.1,78.1,,ALPINE HOUSING DEVP. CORPN. LTD.,0.3,2.3,,11905,20090331,3.9,0.1,48.7,1.1,,313.1,,887.4,,
9.5,15,11326.8,100.6,-408.5,,ALPS INDUSTRIES LTD.,3.8,,,11955,20090630,757.6,4.8,-2460.6,645.1,0.9,9925.9,,11769.7,,3.3
,12,30.0,,,,ALPS MOTOR FINANCE LTD.,,,,11961,20090331,,,0.0,,,,,30.0,,
,12,4.55,,0.0,,ALSA MARINE & HARVESTS LTD.,,,,11990,20091231,,,-0.4,,,,,4.2,,
,12,35337.6,3254.0,2278.8,,G E T & D INDIA LTD.,,,20.2,12007,20091231,6763.5,288.8,1920.0,3166.0,78.0,37372.6,,41802.1,,1.4
,12,25012.1,119.9,1887.6,,G E POWER INDIA LTD.,,,1.2,12011,20090331,1191.2,65.2,1348.9,488.6,,23181.6,73.3,29136.0,,3.8
