sa_advertising,sa_ann_rep_months,sa_avg_total_assets_net_of_reval,sa_building_net_addn_in_yr,sa_cf_net_frm_op_activity,sa_comm_equip_net_addn_in_yr,sa_company_name,sa_computer_it_net_addn_in_yr,sa_elec_install_fitting_net_addn_in_yr,sa_extra_ordi_inc,sa_finance1_cocode,sa_finance1_year,sa_gfa_net_addn_in_yr,sa_net_furn_social_oth_fxd_ast,sa_pat,sa_plant_net_addn_in_yr,sa_rnd_exp,sa_sales,sa_sw_net_addn_in_yr,sa_total_assets,sa_transport_infra_net_addn_in_yr,sa_transport_veh_net_addn_in_yr
10.9,12,1773.4,2.1,-141.0,,T G B BANQUETS & HOTELS LTD.,0.5,1.3,,33133,20090331,83.7,12.2,96.1,67.5,,641.4,,1902.3,,0.1
,12,17.95,,,,BHAGWATI GLASS CONTAINERS LTD.,,,,33162,20090331,,,0.0,,,,,17.9,,
0.6,7,312.45,,13.6,,FARMAX INDIA LTD.,,,,33251,20090331,31.0,,4.2,31.0,,199.0,,386.7,,
4.5,12,3583.45,-32.0,456.9,,BHAGYANAGAR INDIA LTD.,0.5,,10.0,33264,20090331,51.1,0.6,110.4,82.3,,2131.6,,3408.4,,0.2
,12,113.0,,-1.8,,SRI K P R INDUSTRIES LTD.,,,,33275,20090331,0.3,,0.3,,,100.2,,110.1,,0.4
,12,51.25,,-35.5,,BHAGYASHREE LEASING & FINANCE LTD.,,,,33282,20090331,,,-1.6,,,,,35.1,,
0.1,12,14.3,,,,BHAGYODAYA INFRASTRUCTURE DEVP. LTD.,,,,33295,20090331,,,1.9,,,20.1,,19.8,,
0.1,12,151.25,,-11.6,,SINDHU TRADE LINKS LTD. (1992),,,,33455,20090331,,,4.9,,,,,155.5,,
,12,412.95,8.0,3.4,,BHANDARI HOSIERY EXPORTS LTD.,,3.5,,33477,20090331,19.5,1.0,11.2,7.2,,802.8,,424.5,,-0.4
,12,101.15,,,,R K B AGRO INDS. LTD.,,,0.1,33501,20090331,,,-30.4,,,134.2,,76.4,,
0.2,15,223.1,,-4.5,,BHANOT CONSTRUCTION & HOUSING LTD.,0.0,,,33526,20090630,,,4.0,,,243.0,,427.7,,0.0
,12,2812.5,2.7,-161.3,,BHANSALI ENGINEERING POLYMERS LTD.,,,,33537,20090331,11.4,2.1,-114.2,8.2,,2526.2,,4027.2,,-1.6
,12,71.55,,4.0,,BHARAT BHUSHAN FINANCE & COMMODITY BROKERS LTD.,0.1,,,33667,20090331,0.1,,2.4,,,,,70.4,,
6.5,12,3553.65,65.5,394.3,,BHARAT BIJLEE LTD.,,,1.9,33671,20090331,300.2,4.6,475.3,173.6,,6007.7,57.8,3615.7,,-1.3
,12,38195.9,127.1,-4123.9,,B E M L LTD.,,0.2,0.1,33723,20090331,692.5,12.1,2688.4,502.8,307.7,29496.7,,41944.6,9.9,40.4
82.8,12,92394.0,49.3,3928.6,,BHARAT ELECTRONICS LTD.,,421.3,10.6,33727,20090331,1491.4,326.6,7425.6,600.0,2250.0,46404.2,41.1,100810.5,,12.1
,12,160.75,,-8.8,,BHARAT AGRI FERT & REALTY LTD.,,,,33738,20090331,-33.4,0.5,-14.1,-3.5,,37.4,,217.8,,1.3
,12,40782.9,902.0,1839.3,,BHARAT FORGE LTD.,,35.5,,33750,20090331,6548.1,32.5,1003.9,5420.7,36.4,21189.0,,41711.2,,150.9
,12,1654.45,0.9,170.5,,BHARAT GEARS LTD.,1.7,,1.5,33759,20090331,184.4,0.6,40.4,177.1,,2653.9,5.7,1714.6,,-1.6
,12,429718.3,1376.1,32912.2,,BHARAT HEAVY ELECTRICALS LTD.,885.5,210.8,83.6,33769,20090331,7814.0,206.6,31382.1,4775.8,6772.7,285042.3,201.4,483337.3,19.4,112.2
140.3,12,12805.45,0.5,643.9,,BHARAT HOTELS LTD.,4.9,,,33775,20090331,1614.8,20.6,287.1,68.7,,3927.1,9.3,16059.5,,1326.3
,12,386.55,,-23.4,,BHARAT IMMUNOLOGICALS & BIOLOGICALS CORPN. LTD.,,,,33780,20090331,,,-35.2,,,71.1,,375.1,,
,12,35.45,,,,BHARAT LINE LTD.,,,,33825,20090331,,,7.5,,,0.1,,35.7,,
,12,457133.3,3944.9,62123.4,,BHARAT PETROLEUM CORPN. LTD.,,,,33873,20090331,10214.0,4029.1,7358.1,2045.9,225.6,1453920.7,21.1,481777.4,3.4,113.5
0.6,12,565.35,-0.3,-17.4,,BHARAT RASAYAN LTD.,,,0.2,33901,20090331,3.0,0.3,51.7,3.0,3.5,1061.2,,641.1,,
0.7,12,641.75,,-8.6,,BHARAT SEATS LTD.,,,,33922,20090331,,,27.6,,10.9,2494.1,,698.4,,
,12,64.8,,,,BHARAT TEXTILES & PROOFING INDS. LTD.,,,,33951,20090331,,,7.5,,,41.8,,73.5,,
,12,577.5,2.5,,,BHARAT WIRE ROPES LTD.,0.2,,,33980,20090331,4.8,1.0,-0.4,1.1,,738.9,,634.8,,
6.1,12,30683.7,28.5,-394.1,,BHARATI DEFENCE & INFRASTRUCTURE LTD.,6.2,,,34035,20090331,1000.8,78.6,1333.2,686.8,,3377.0,,44026.7,,26.9
,12,821.15,8.6,10.3,,CAPSUGEL HEALTHCARE PVT. LTD.,0.3,,,34143,20090331,90.7,-1.5,-225.2,82.5,,207.2,,926.4,,0.8
6228.9,12,475786.0,750.2,123898.3,,BHARTI AIRTEL LTD.,4109.5,,40.3,34162,20090331,91510.5,451.3,77438.4,85489.6,,340142.9,,533022.5,,15.1
,12,11049.15,,-0.6,,BHARTI TELECOM LTD.,,,,34164,20090331,,,-0.6,,,,,11048.9,,
,12,1845.1,44.1,326.1,,BHARTIYA INTERNATIONAL LTD.,1.3,,,34213,20090331,110.7,1.0,27.2,62.0,,1535.0,,1986.5,,2.3
,12,96.55,,-7.7,,BHASKAR AGROCHEMICALS LTD.,,,,34267,20090331,-108.1,-3.3,-38.1,-104.8,,50.7,,62.8,,
1.3,12,1147.8,,134.9,,B C L INDUSTRIES & INFRASTRUCTURES LTD.,,,1.0,34390,20090331,,,89.6,,,4678.2,,1292.1,,
15.8,12,3011.4,5.4,225.6,,BHILAI ENGINEERING CORPN. LTD.,4.0,,,34772,20090331,257.1,5.3,100.6,140.1,,4761.2,,3388.8,0.9,97.3
,12,437.15,,64.3,,BHILWARA SPINNERS LTD.,,-0.9,22.1,34799,20090331,-188.9,-0.3,-37.4,-186.5,,546.4,,341.7,,-1.2
0.1,12,32.95,,0.9,,CAPITAL INDIA FINANCE LTD.,,,,34801,20090331,,,-0.3,,,,,33.1,,
,12,9.9,,-0.6,,BHIWANI VANASPATI LTD.,,,,34888,20090331,,,0.1,,,0.7,,9.7,,
0.1,12,357.55,,,,SHRI BHOLANATH CARPETS LTD.,,,,34936,20090331,0.1,0.1,1.3,,,281.2,,336.9,,
,12,49.35,,,,BHOR INDUSTRIES LTD.,,,,35032,20090331,,,-3.8,,,,,44.7,,
,12,880.1,127.3,86.1,,BHORUKA ALUMINIUM LTD.,1.5,21.9,,35041,20090331,341.8,1.7,-39.8,186.8,,1290.7,,1060.7,,2.6
,12,618.15,,45.6,,BHURUKA GASES LTD.,,,6.9,35045,20090331,6.1,0.6,27.9,4.7,,426.0,,631.4,,0.8
0.2,12,256.35,2.6,-8.5,,BHORUKA STEEL & SERVICES LTD.,0.1,,,35051,20090331,1.6,0.4,-4.4,-1.8,,220.3,,260.2,,0.3
,12,104797.85,608.1,5367.7,,BHUSHAN STEEL LTD.,,,6.8,35222,20090331,3547.8,20.2,4213.0,2797.7,,54095.5,,121510.2,,26.3
,12,2021.05,-0.1,237.5,,BHUWALKA STEEL INDS. LTD.,,,0.1,35306,20090331,33.5,1.7,-80.6,31.1,,5385.1,,2144.0,,0.8
0.5,12,3581.8,32.4,623.4,,ADITYA BIRLA CHEMICALS (INDIA) LTD. [MERGED],1.4,,0.4,35499,20090331,467.9,0.5,466.3,431.6,,2316.7,0.2,3653.0,,1.8
1.5,12,1346.6,,108.1,,BIHAR SPONGE IRON LTD.,,,,35532,20090331,2.4,-0.3,-114.5,2.1,,2436.9,1.5,1839.4,,-0.9
1.5,12,2539.65,51.2,95.6,,A P L APOLLO TUBES LTD.,0.9,,0.3,35548,20090331,157.4,0.4,0.6,101.2,,4295.9,,3413.3,,3.7
0.1,12,51.25,,0.1,,BIJLEE TEXTILES LTD.,,,,35608,20090331,,,1.5,,,2.2,,51.6,,
,12,45.8,,-2.2,,BIJOY HANS LTD.,,,,35620,20090331,,,0.4,,,0.1,,45.4,,
,12,4334.95,,640.8,,BILT PAPER HOLDINGS LTD. [MERGED],,,,35733,20090331,0.1,0.1,-84.3,,,166.6,,4018.5,,
,12,1711.55,0.2,128.2,,BIMETAL BEARINGS LTD.,,,,35793,20090331,21.5,0.4,73.5,20.4,4.7,1331.6,,1727.9,,0.5
259.9,12,18921.3,115.4,4652.6,,BINANI CEMENT LTD.,,,16.5,35841,20090331,1432.8,4.9,1086.7,1240.7,,17082.2,,20156.4,22.6,1.5
6.4,12,2938.6,-30.2,-90.1,,BINANI INDUSTRIES LTD.,,,155.6,35843,20090331,-26.6,1.1,337.7,2.5,,141.0,,2936.9,,
,12,772.8,,103.3,,BINAYAK TEX PROCESSORS LTD.,,,,35876,20090331,,,54.7,,,1187.3,,750.0,,
,12,44.7,0.3,7.4,,INTEGRAL KNIT CO. LTD.,-0.1,,,35950,20090331,7.5,-0.2,-6.4,7.5,,11.2,,45.4,,
0.1,18,1330.1,3.1,-321.6,,BINNY LTD.,,,3.0,35984,20090930,-122.6,-4.2,-275.5,-121.1,,213.7,,1330.1,,-0.4
,12,18193.7,159.8,1160.0,,BIOCON LTD.,,,,36073,20090331,1090.0,159.2,1117.9,641.7,598.1,9388.0,,18861.9,,0.4
,12,49.95,-0.7,-2.0,,BIOFIL CHEMICALS & PHARMACEUTICALS LTD.,,,1.3,36081,20090331,-2.0,,-2.6,0.1,,14.0,,83.8,,
,12,486.0,0.5,70.9,,BIOPAC INDIA CORPN. LTD.,,,,36112,20090331,19.7,0.2,3.0,18.2,,337.4,0.8,454.6,,
4265.7,12,180214.8,,18637.5,,IDEA CELLULAR LTD.,,,,36278,20090331,,,10012.1,,,98570.8,,228840.5,,
,12,104.15,,10.7,,BIRLA CAPITAL & FINANCIAL SERVICES LTD.,,,,36288,20090331,,,-0.3,,,,,104.1,,
49.9,12,18826.05,76.5,4171.5,,BIRLA CORPORATION LTD.,,,11.3,36303,20090331,1807.7,6.5,3235.1,1726.2,,20382.1,,20676.5,12.5,-22.5
,12,1191.0,0.5,211.7,,BIRLA CABLE LTD.,,,,36309,20090331,22.3,0.4,-57.5,20.4,,1407.0,0.1,1075.9,,0.9
1.3,12,431.3,,51.5,,BIRLA PRECISION TECHNOLOGIES LTD.,,,,36354,20090331,,,5.6,,,278.0,,489.4,,
0.8,12,117.1,,-28.2,,BIRLA TRANSASIA CARPETS LTD.,,,,36390,20090331,0.2,0.1,-17.6,0.1,,16.1,,127.8,,
79.1,12,1614.25,-0.1,0.3,,DIGJAM LTD. [MERGED],,,11.9,36391,20090331,-16.2,-1.0,-115.6,-10.5,1.9,1407.4,,1580.3,,0.1
15.3,12,3355.6,4.8,-88.4,,BIRLA POWER SOLUTIONS LTD.,,,0.3,36392,20090331,13.4,4.3,31.8,4.3,4.4,2355.4,,3555.9,,0.0
,12,46.9,,,,BIRMINGHAM THERMOTECH LTD.,,,,36403,20090331,,,,,,,,46.9,,
,12,43.7,,-0.1,,BISIL PLAST LTD.,,,,36462,20090331,0.1,,-2.0,0.1,,8.0,,42.9,,
7.0,12,1089.55,10.3,183.2,,BLISS G V S PHARMA LTD.,,,2.4,36711,20090331,132.4,0.6,374.5,2.3,,1332.7,,1270.5,,0.9
5.3,12,395.05,15.4,2.1,,BLOOM DEKOR LTD.,,4.0,,36743,20090331,58.7,1.8,3.1,37.3,,384.6,,391.0,,0.2
,12,40.7,,-4.2,,BLOOM INDUSTRIES LTD.,,,,36748,20090331,,,2.6,,,17.6,,45.0,,
,12,5.15,,,,BLOOMFIELDS AGRITEX (INDIA) LTD.,,,,36763,20090331,,,,,,,,5.2,,
3.5,12,975.15,185.0,91.6,,BLOSSOM INDUSTRIES LTD.,0.2,,,36793,20090331,791.3,3.5,-36.5,599.8,,1033.2,,1302.4,,2.1
,12,1394.5,0.1,-18.3,,BLUE BLENDS (INDIA) LTD.,0.2,,0.1,36864,20090331,4.6,,-74.0,4.3,,1087.7,,1379.2,,0.1
,12,93.5,,5.4,,VISHWAMITRA FINANCIAL SERVICES LTD.,,,,36866,20090331,,,-0.1,,,,,90.8,,
0.1,12,48.45,,-0.6,,BLUE BLENDS PETROCHEMICALS LTD.,,-3.5,,36869,20090331,-3.9,-0.4,-0.4,,,26.1,,49.1,,
,12,218.9,,2.7,,BLUE CHIP INDIA LTD.,,,,36895,20090331,,,-86.7,,,,,157.5,,
,12,13.5,,,,BLUE CHIP LEASING & FINANCE LTD.,,,,36898,20090331,,,-0.4,,,,,13.5,,
,12,42.55,,3.5,,BLUE CHIP TEX INDS. LTD.,,,,36905,20090331,-3.1,,3.8,-3.1,,75.6,,44.3,,
,12,9.95,,0.0,,BLUE CIRCLE SERVICES LTD.,,,,36924,20090331,,,0.9,,,1.4,,10.7,,
,12,5982.25,2.2,397.3,,BLUE DART EXPRESS LTD.,15.6,35.0,0.1,36937,20091231,147.3,67.6,607.1,,,9052.3,18.0,6834.7,,8.9
,12,52.3,,,,BLUE DIAMOND SECURITIES & FINANCE LTD.,,,,36947,20090331,,,0.0,,,0.9,,52.0,,
,12,887.55,,102.4,,BLUE STAR INFOTECH LTD. [MERGED],2.1,,,37077,20090331,15.1,12.7,131.3,,,1273.3,0.2,927.0,,0.1
188.3,12,13193.35,313.0,1895.6,,BLUE STAR LTD.,-7.3,,2.3,37079,20090331,599.3,32.6,1802.9,236.4,3.8,25522.8,,14572.1,,23.9
,12,64.4,,-0.5,,BLUECHIP STOCKSPIN LTD.,,,,37133,20090331,,,0.1,,,8.7,,64.5,,
,12,41.95,0.1,9.2,,BOBSHELL ELECTRODES LTD.,,,,37218,20090331,0.9,0.4,-0.2,,,31.2,,39.5,,0.1
0.1,12,442.85,1.5,,,BOHRA INDUSTRIES LTD.,,,,37296,20090331,13.4,0.1,-5.0,11.8,,321.1,,532.5,,
,12,12.95,,,,BOISTUR COMMERCIAL LTD.,,,,37323,20090331,,,1.7,,,0.4,,13.8,,
31.5,12,4508.1,8.1,150.3,,BOMBAY BURMAH TRDG. CORPN. LTD.,,,3.0,37410,20090331,87.5,1.1,-138.8,65.8,0.8,2697.4,,4801.2,,-10.1
0.1,12,93.75,,16.6,,BOMBAY CYCLE & MOTOR AGENCY LTD.,,,0.1,37441,20090331,0.0,0.4,14.3,-0.1,,129.5,,99.5,,-0.3
129.6,12,22944.25,251.8,93.6,,BOMBAY DYEING & MFG. CO. LTD.,,,,37451,20090331,994.0,109.2,-1946.2,632.3,6.2,15769.1,7.9,25470.6,,-7.1
,12,4444.3,193.4,222.2,,E-LAND APPAREL LTD.,2.9,10.0,46.8,37464,20090331,1729.7,7.2,137.2,1412.0,,3067.9,,5099.3,,1.8
0.1,12,2093.85,0.2,39.9,,BOMBAY OXYGEN CORPN. LTD.,,,,37541,20090331,29.8,0.7,5.9,2.3,,365.4,,2088.0,27.1,
0.1,12,12.4,,,,SASHWAT TECHNOCRATS LTD.,,,,37554,20090331,,,0.0,,,0.6,,14.7,,
,12,12.05,,-0.3,,BOMBAY POTTERIES & TILES LTD.,,,,37555,20090331,,,-0.2,,,,,12.1,,
10.8,12,262.05,,-3.4,,BOMBAY SWADESHI STORES LTD.,0.4,0.1,,37601,20090331,2.0,0.4,0.3,,,214.8,,262.2,,1.1
,12,26.65,,1.4,,BOMBAY WIRE ROPES LTD.,,,,37626,20090331,,,-5.0,,,1.2,,27.0,,
0.3,12,13.15,,16.9,,B K V INDUSTRIES LTD.,,,19.2,37643,20090331,,,16.0,,,0.8,,13.1,,
,12,,,,,BONANZA INDUSTRIES LTD.,,,,37698,20090331,,,0.0,,,1.2,,13.3,,
,12,597.4,17.3,48.5,,BORAX MORARJI LTD.,,,,37882,20090331,35.4,,39.3,15.2,1.0,826.4,,616.9,,-0.3
8.5,12,900.25,,-34.9,,BOROSIL GLASS WORKS LTD.,,,4.6,37935,20090331,-70.4,2.8,-94.1,2.6,,712.7,,1093.9,,
,12,2636.3,,110.8,,BOSCH REXROTH (INDIA) PVT. LTD.,4.5,16.0,,37953,20091231,142.8,5.9,191.1,116.9,,3740.5,,2798.3,,-0.5
,12,,,,,JYOTHI INFRAVENTURES LTD.,,,,38011,20090331,,,,,,,,54.9,,
,12,17.2,,,,BOSTON LEASING & FINANCE LTD.,,,,38033,20090331,,,,,,,,17.2,,
,12,52.55,,0.0,,AMBER FABRICS LTD.,,,,38037,20090331,,,-0.2,,,0.1,,52.4,,
,12,274.2,43.2,51.0,,BRADY & MORRIS ENGG. CO. LTD.,1.0,2.7,,38148,20090331,75.4,12.6,6.5,0.8,,286.3,,352.0,,0.6
0.5,12,2860.75,10.7,98.8,,BILPOWER LTD.,,,,38179,20090331,280.6,1.8,161.0,257.1,,4296.3,,3177.2,,0.3
,12,171.85,,-13.3,,BRAHMANAND HIMGHAR LTD.,,,,38202,20090331,0.4,,0.7,,,61.4,,172.9,,-0.3
,12,103.85,,5.1,,BRAKES AUTO (INDIA) LTD.,6.3,,,38308,20090331,6.6,,2.5,,,239.1,,117.9,,
,12,25.6,,0.8,,A B C GAS (INTERNATIONAL) LTD.,,,,38376,20090331,0.1,,0.1,0.1,,30.3,,34.2,,
,12,38.15,,0.2,,BRAWN BIOTECH LTD.,0.1,,,38402,20090331,0.1,,3.7,,,39.7,,40.9,,
0.8,12,398.45,,60.4,,I M + CAPITALS LTD.,0.2,,,38452,20090331,-3.5,0.1,54.9,,,,,444.3,,-3.8
,12,9.4,,1.7,,BRIDGE SECURITIES LTD.,,,,38497,20090331,,,-3.2,,,,,7.8,,
81.5,12,16722.2,,-912.0,,BRIGADE ENTERPRISES LTD.,,,,38518,20090331,,,830.6,,,3795.7,,17439.6,,
4.7,15,969.55,1.5,-279.8,,BRIGHT BROTHERS LTD.,0.7,0.1,,38537,20090331,48.1,0.4,-47.0,40.8,,1009.6,,756.8,,2.4
,12,128.75,,,,BRIJLAXMI LEASING & FINANCE LTD.,,,,38750,20090331,-0.4,,-11.6,,,,,124.9,,-0.4
,12,158.85,,-8.2,,BRILLIANT PORTFOLIOS LTD.,,,,38800,20090331,,,-0.3,,,0.5,,152.0,,
,12,23.7,,-9.9,,STAMPEDE CAPITAL LTD.,0.4,,,38803,20090331,0.4,,-3.5,,,,,27.5,,
0.1,12,64.95,,1.4,,SOFTECH INFINIUM SOLUTION LTD.,,,,38845,20090331,-0.5,,0.2,,,31.0,-0.5,65.1,,
2111.8,12,12626.15,64.3,2467.8,,BRITANNIA INDUSTRIES LTD.,-1.9,,230.0,38924,20090331,583.1,3.1,1804.0,481.9,36.9,32241.8,29.4,12907.5,,6.3
,12,11.5,,,,BRITELITE CARBONS LTD.,,,,38950,20090331,,,-1.3,,,3.7,,10.5,,
,12,6.5,,0.0,,BRONZE TRADING LTD.,,,,39063,20090331,,,-0.2,,,,,6.4,,
2.1,12,1513.9,,-390.4,,BRUSHMAN (INDIA) LTD.,3.7,,,39163,20090331,34.3,1.0,-179.4,29.2,,629.6,,2002.9,,0.2
,12,49.35,,,,BUBNA MAJOR BIOTECH LTD.,,,,39190,20090331,,,-0.7,,,,,48.7,,
,12,59.1,,-29.0,,SUNBRIGHT STOCK BROKING LTD.,,,,39193,20090331,,,0.2,,,,,59.0,,
,12,907.65,,-58.4,0.1,BUDGE BUDGE CO. LTD.,0.4,,,39233,20090331,7.5,0.3,2.9,5.3,,937.3,,972.8,,1.4
0.1,12,801.2,,-88.5,0.1,BURNPUR CEMENT LTD.,0.1,0.2,0.1,39590,20090331,2.2,0.5,-3.8,1.5,,220.7,,863.6,,-0.2
,12,44.05,-22.7,-0.1,,BURR BROWN (INDIA) LTD.,-53.9,,,39595,20090331,-110.6,-34.0,66.7,,,,,22.5,,
,12,11194.45,,-1242.2,,C & C CONSTRUCTIONS LTD.,,,,39807,20090630,,,411.0,,,7501.3,,14591.9,,
0.2,12,257.25,5.3,35.9,,SHELTER INFRA PROJECTS LTD.,,,3.2,39949,20090331,2.0,0.3,5.0,-2.6,,173.9,,244.8,,-0.1
3.1,12,412.15,,-25.7,,C C S INFOTECH LTD.,0.4,,,39998,20090331,1.3,0.5,8.0,,,691.0,0.1,521.1,,0.3
,12,225.35,-1.0,22.6,,C D R HEALTH CARE LTD.,,,,40062,20090331,-1.5,,-3.8,,,46.2,,219.0,,
,12,85.4,,1.0,,SAFIRE GLOBAL MEDICARE LTD.,,,,40063,20090331,,,-5.2,,,,,81.9,,
,12,79223.8,,11853.5,,C E S C LTD.,,,16.9,40112,20090331,6707.3,417.6,4096.9,2268.7,,30524.4,15.0,103551.3,2497.8,5.2
,12,2394.1,4.5,247.0,,IGARASHI MOTORS INDIA LTD.,,,3.2,40158,20090331,1.3,1.7,-602.9,-16.8,,2640.5,,1795.5,,
0.1,12,624.05,,-109.0,,C G IMPEX LTD.,,,10.3,40159,20090331,4.0,,15.3,0.1,,2641.3,,680.9,,3.9
,12,115.5,,18.5,,C G-V A K SOFTWARE & EXPORTS LTD.,,2.1,,40202,20090331,11.0,1.8,1.9,7.1,,72.3,,115.9,,
8.6,12,1194.3,2.2,200.5,,C H L LTD.,1.3,,0.1,40228,20090331,30.5,4.8,130.6,18.5,,828.1,,1209.0,,3.2
,12,0.4,,,,C H P L INDUSTRIES LTD.,,,,40234,20090331,,,,,,,,0.4,,
,12,76.75,,0.2,,C I F C O FINANCE LTD.,,,,40255,20090331,,,-7.2,,,,,74.9,,
,12,132.4,0.3,3.2,,C J GELATINE PRODUCTS LTD.,,,,40290,20090331,3.0,,-0.5,2.7,,172.7,,241.7,,
13.6,12,8748.2,130.1,661.5,,C M C LTD. [MERGED],14.3,,1.6,40470,20090331,147.8,-2.5,1055.7,5.9,66.4,8192.7,,9118.0,,
0.1,12,268.8,,-31.8,,C M I LTD.,,,,40497,20090331,5.2,0.3,21.5,3.3,,574.6,,294.3,,1.6
0.3,12,187.9,,-3.6,,AASTHA BROADCASTING NETWORK LTD.,,,110.0,40516,20090331,-0.8,,-8.1,,,42.0,,133.6,,-0.8
,12,149.95,,-0.2,,C M S FINVEST LTD.,,,,40555,20090331,,,0.2,,,,,150.0,,
,12,146.75,,10.6,,C P E C LTD.,,-0.2,,40661,20090331,0.5,-0.1,-8.6,0.8,,30.9,,146.0,,
,12,,,-0.8,,JINPRABHU INFRASTRUCTURE DEVELOPMENTS LTD.,,,,40758,20090331,,,0.1,,,1.1,,1072.1,,
,12,375.05,,7.0,,COSYN LTD.,,,0.3,40971,20090331,,,1.2,,,172.7,,355.7,,
,12,148.05,-129.2,38.0,,C T COTTON YARN LTD.,-3.5,-21.2,1547.1,41009,20090331,-751.4,-3.8,1546.1,-583.9,,,,12.0,-2.8,-1.1
4.9,12,702.2,6.0,68.0,,C T R MANUFACTURING INDS. LTD.,,,,41031,20090331,14.1,2.1,94.9,6.0,6.3,1022.1,,745.4,,0.2
1.6,12,560.8,2.4,21.9,,CENTUM ELECTRONICS LTD.,1.6,2.8,,41136,20090331,18.6,0.1,3.7,7.8,,217.9,3.8,561.4,,0.1
,12,3280.05,520.7,-255.7,,CABLE CORPN. OF INDIA LTD.,,,,41168,20090331,522.9,0.3,-324.2,1.8,2.0,1051.2,,4040.4,,0.1
,12,2360.5,-11.2,400.8,,CABOT INDIA LTD.,0.2,,,41184,20090930,465.2,0.4,-400.8,475.8,,2377.0,,1981.5,,
2371.4,12,12169.1,,3312.7,,MONDELEZ INDIA FOODS PVT. LTD.,,,,41222,20091231,14.5,,1886.3,,79.5,20450.8,,14610.9,,
18.0,12,24668.5,116.0,3228.0,,CADILA HEALTHCARE LTD.,,,88.0,41246,20090331,1175.0,7.0,2659.0,972.0,1582.0,17817.0,,26177.0,,22.0
0.1,12,137.9,,4.6,,CALCOM VISION LTD.,0.1,,,41332,20090331,-0.3,,-8.7,,1.1,124.7,,135.2,,-0.4
,12,5875.35,-53.8,1230.3,,JYOTHY CONSUMER PRODUCTS LTD. [MERGED],,,81.9,41355,20091231,-137.3,10.2,-126.0,-76.9,,5094.6,,5220.3,,3.9
,12,2133.9,548.1,140.8,,CALIFORNIA SOFTWARE CO. LTD.,27.7,,,41557,20090331,834.3,120.0,-80.5,42.8,,730.5,0.2,2354.2,,
,12,8760.2,1.2,1096.9,,CALS REFINERIES LTD.,2.1,,,41595,20090331,747.1,3.2,-0.2,,,0.3,0.1,9416.9,,1.2
11.1,12,781.6,6.1,66.8,,CAMLIN FINE SCIENCES LTD.,,,,41761,20090331,13.0,,33.8,6.8,7.8,1029.3,,877.1,,0.0
106.5,12,1280.95,47.6,124.4,,KOKUYO CAMLIN LTD.,1.7,,9.0,41764,20090331,282.0,7.0,61.1,208.9,3.3,2912.2,,1465.5,,
,12,865.25,0.1,-49.7,,CAMPHOR & ALLIED PRODUCTS LTD.,,-0.1,,41793,20090331,-10.7,-2.8,37.0,0.8,4.1,1494.2,,929.6,,-8.7
1.7,12,393.3,,27.7,,CAMSON BIO TECHNOLOGIES LTD.,,,0.1,41809,20090331,,,81.1,,6.5,494.1,,468.1,,
3.9,12,19619.25,,302.6,,CAN FIN HOMES LTD.,-0.1,,0.2,41823,20090331,-0.6,-0.4,315.3,,,,,19509.2,,-0.1
,12,48.0,,-1.5,,CANA GLASS LTD.,,,,41828,20090331,,,12.7,,,,,43.1,,
,12,,,0.1,,MEGLON INFRA-REAL (INDIA) LTD.,,,,41832,20090331,,,-0.1,,,1.3,,38.0,,
238.3,12,1979844.1,386.1,21686.4,,CANARA BANK,,,8.3,41860,20090331,1857.5,1471.4,20724.2,,,,,2196458.1,,
,12,15.45,-19.7,,,CANARA STEEL LTD.,,,1.1,41881,20090331,-19.7,,-2.5,,,19.9,,6.0,,
,12,33.35,,0.7,,CAPFIN INDIA LTD.,,,,42119,20090331,,,-0.2,,,,,33.3,,
30.7,12,1327.9,-57.0,-178.1,,C H D DEVELOPERS LTD.,,,,42168,20090331,-141.9,2.1,1.3,0.8,,391.9,,1334.5,,2.2
,12,,,-0.6,,CAPITAL TRADE LINKS LTD.,,,,42217,20090331,,,0.2,,,,,50.1,,
0.1,12,101.05,,14.9,,CAPITAL TRUST LTD.,0.1,,,42219,20090331,0.1,,-13.3,,,2.6,,104.0,,
0.3,12,549.55,20.7,121.8,,CAPLIN POINT LABORATORIES LTD.,,,,42236,20090630,32.0,1.4,22.3,,,609.9,,614.7,,5.6
,12,42.9,,5.0,,CAPMAN FINANCIALS LTD.,,,,42240,20090331,,,3.2,,,,,44.8,,
,12,53.35,,3.7,,CAPRICORN SYSTEMS GLOBAL SOLUTIONS LTD.,-4.2,0.2,,42277,20090331,-3.4,0.6,0.1,,,11.1,,52.9,,
,12,1272.0,0.8,133.6,,CAPRIHANS INDIA LTD.,,,2.2,42306,20090331,-0.2,-3.4,33.5,2.9,2.4,1737.3,,1311.4,,-0.5
1.1,12,143.9,0.5,,,CAPTAIN POLYPLAST LTD.,0.2,,,42355,20090331,4.0,1.9,4.7,1.4,,241.0,,162.2,,
,12,16230.8,20.4,2416.4,,GRAPHITE INDIA LTD.,,,3.5,42434,20090331,1210.6,17.5,1935.7,1163.8,2.2,11884.4,0.3,17156.6,,3.5
25.2,12,10141.95,220.3,572.2,,CARBORUNDUM UNIVERSAL LTD.,,,291.4,42443,20090331,1136.8,10.5,597.2,873.5,15.0,7235.2,,10750.2,,3.6
