sa_advertising,sa_ann_rep_months,sa_avg_total_assets_net_of_reval,sa_building_net_addn_in_yr,sa_cf_net_frm_op_activity,sa_comm_equip_net_addn_in_yr,sa_company_name,sa_computer_it_net_addn_in_yr,sa_elec_install_fitting_net_addn_in_yr,sa_extra_ordi_inc,sa_finance1_cocode,sa_finance1_year,sa_gfa_net_addn_in_yr,sa_net_furn_social_oth_fxd_ast,sa_pat,sa_plant_net_addn_in_yr,sa_rnd_exp,sa_sales,sa_sw_net_addn_in_yr,sa_total_assets,sa_transport_infra_net_addn_in_yr,sa_transport_veh_net_addn_in_yr
,12,2.1,,-0.2,,GUJARAT INJECT (KERALA) LTD.,,,0.0,86756,20110331,,,-0.2,,,,,2.0,,
0.1,12,258.0,,-29.2,,GUJARAT INTRUX LTD.,,,,86763,20110331,8.2,0.4,19.7,7.8,,292.7,,297.4,,0.0
,12,189.1,,-3.0,,GUJARAT INVESTA LTD.,0.0,,,86764,20110331,,,0.8,,,78.6,,190.0,,
3.0,12,717.7,508.1,,,GUJARAT J H M HOTELS LTD.,0.3,,,86769,20110331,594.5,27.1,-2.3,58.6,,451.1,0.4,834.8,,0.0
0.1,12,121.3,,-0.6,,GUJARAT LEASE FINANCING LTD.,,,,86777,20110331,,,0.0,,,,,121.8,,
,12,46.6,,0.0,,GUJARAT MEDITECH LTD.,,,,86792,20110331,,,0.1,,,2.8,,46.6,,
12.1,12,28444.5,0.0,3887.0,,GUJARAT MINERAL DEVP. CORPN. LTD.,,,12.4,86802,20110331,,,3750.7,0.0,,14306.5,,26868.6,,0.0
25.1,12,38153.2,259.6,-485.2,,GUJARAT N R E COKE LTD.,,38.0,0.1,86809,20110331,1437.1,4.8,1026.5,1042.3,,16287.9,,39348.1,,13.8
,12,116.7,,0.6,,GUJARAT NARMADA FLYASH CO. LTD.,,,,86813,20110331,,,0.2,,,,,118.2,,
,12,15.05,,,,GUJARAT NARMADA KNITWEAR LTD.,,,,86814,20110331,,,,,,,,15.0,,
,12,103.65,,32.3,,AMRAWORLD AGRICO LTD.,,,,86815,20110331,,,-0.3,,,,,130.9,,
,12,49933.3,,790.5,,GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LTD.,,,1111.9,86816,20110331,,,2665.3,,17.3,29881.6,,55095.5,,
1.9,12,420.95,4.5,13.5,,GUJARAT ORGANICS LTD.,,3.4,,86827,20110331,20.6,1.3,63.8,11.4,0.8,414.1,,450.5,,
0.1,12,134.4,,0.2,,TRANS ASIA CORPN. LTD.,,,,86829,20110331,,,-2.1,,,106.9,,83.6,,
,12,214.1,0.1,-5.2,0.1,GUJARAT PETROSYNTHESE LTD.,0.3,,,86842,20110331,2.4,0.1,5.4,1.8,2.6,119.2,,202.2,,0.0
21.5,12,18897.25,549.6,607.8,,GUJARAT PIPAVAV PORT LTD.,,,,86845,20111231,631.9,4.7,571.0,101.6,,3958.9,0.0,18567.1,52.5,-0.6
,12,75.2,,,,GUJARAT PIPES LTD.,,,,86846,20110331,,,0.0,,,0.1,,75.1,,
0.1,12,87.8,,13.6,,GUJARAT POLY ELECTRONICS LTD.,0.1,,,86851,20110331,-1.0,,5.5,,,100.7,,84.6,,-1.1
,12,172.45,0.0,8.9,,GUJARAT RAFFIA INDS. LTD.,,,0.0,86870,20110331,,,5.6,0.0,,273.8,,177.5,,0.0
1.7,12,1444.7,105.4,212.2,,G R P LTD.,1.3,,0.5,86875,20110331,249.8,19.4,176.2,98.5,,1934.5,,1654.8,,5.2
1.8,12,2022.6,0.0,261.5,,SETCO AUTOMOTIVE LTD.,0.0,0.0,0.1,86891,20110331,,,328.8,0.0,2.5,3266.1,0.0,2319.9,,0.0
,12,2333.1,11.6,259.0,,GUJARAT SIDHEE CEMENT LTD.,,,18.4,86895,20110331,159.7,15.5,-30.3,100.9,,3912.2,,2302.4,,31.7
,12,13.65,,,,GUJARAT SPECIALITY LUBES LTD.,,,,86902,20110331,,,11.9,,,,,13.7,,
,12,42214.65,31.7,13566.9,,GUJARAT STATE FERTILIZERS & CHEMICALS LTD.,,,37.8,86913,20110331,3256.2,4.0,7493.7,3173.0,123.1,49262.0,,44796.9,,3.4
,12,354.7,,-167.5,,GUJARAT STATE FINANCIAL CORPN.,0.0,,54.5,86914,20110331,,,-1569.1,,,,,408.6,,
10.3,12,39565.7,149.7,5975.0,47.1,GUJARAT STATE PETRONET LTD.,0.0,,,86923,20110331,8646.3,6.8,5063.8,7274.5,,10465.2,2.3,41151.4,,11.3
39.7,12,197.6,4.5,22.1,-0.1,GUJARAT TERCE LABORATORIES LTD.,0.1,-0.1,0.0,86951,20110331,41.4,,4.1,20.4,,364.3,,261.0,,0.6
,12,198.55,0.6,29.8,,GUJARAT THEMIS BIOSYN LTD.,0.1,,0.6,86954,20110331,11.4,0.2,-32.8,10.5,0.2,135.1,,196.9,,0.0
,12,16.35,,-1.1,,GUJARAT TOOLROOM LTD.,,,,86957,20110331,,,-0.2,,,11.6,,17.1,,
0.1,12,34.7,,-0.9,,GUJARAT WEDGE WIRE SCREENS LTD.,0.0,,,86975,20110331,0.3,,0.3,0.3,,39.7,,35.5,,
0.0,12,30.7,-1.7,-2.1,,GUJCHEM DISTILLERS INDIA LTD.,,,27.4,86983,20110331,-6.7,-1.5,31.0,-2.1,,6.7,,45.3,,0.4
,12,6133.65,3.4,720.9,,EMAMI PAPER MILLS LTD.,,,2.8,87169,20110331,68.1,2.7,138.8,47.0,,4371.4,3.6,6096.4,,3.0
0.1,12,37.95,,-18.8,,GENUS PRIME INFRA LTD.,,,5.4,87189,20110331,,,4.7,,,,,40.2,,
0.4,12,1898.35,4.8,228.0,,GULSHAN POLYOLS LTD.,,,0.2,87207,20110331,112.6,3.2,163.0,99.6,,2532.8,,1999.2,,5.0
0.6,12,608.4,,-95.7,,ASEEM GLOBAL LTD.,0.1,,0.0,87271,20110331,1.6,0.2,16.5,,,4413.2,,732.4,,1.3
,12,0.3,,0.0,,AXIS RAIL INDIA LTD.,,,,87400,20110331,,,-0.1,,,,,,,
0.1,15,29.7,,,,GLOBUS POWER GENERATION LTD.,,,,87437,20110331,,,-1.0,,,1.4,,46.2,,
0.1,9,46.05,,-0.2,,GLOBUS POWER GENERATION LTD.,,,,87437,20111231,,,-1.2,,,,,45.9,,
0.1,12,2955.65,,-6.9,,GUPTA SYNTHETICS LTD.,,,2.4,87598,20110331,,,-80.5,,,3934.4,,3032.1,,
,12,24.6,,,,GURDARSHAN LEATHERS LTD.,,,,87659,20110331,,,-2.8,,,,,23.5,,
0.2,12,3956.05,13.9,206.0,,GEECEE VENTURES LTD.,0.2,,0.0,87975,20110331,18.6,4.2,74.3,0.4,,38.8,,4025.2,,-0.3
,12,80.6,,-2.1,,GWALIOR POLYPIPES LTD.,,,,87988,20110331,0.3,,3.7,0.3,,52.2,,84.0,,
,12,544.3,,-88.4,,G T V ENGINEERING LTD.,,,,88002,20110331,,,3.1,0.0,,926.9,,732.1,,0.0
,12,32.55,0.0,2.0,,GYAN DEVELOPERS & BUILDERS LTD.,,,0.0,88018,20110331,2.1,,0.5,,,1.9,,32.9,,0.4
,12,3235.6,,-32.9,,H B ESTATE DEVELOPERS LTD.,0.1,,18.4,88134,20110331,2.3,,37.9,,,,,3404.9,,2.2
6.8,12,13557.65,228.3,-12.3,,H B L POWER SYSTEMS LTD.,,,0.5,88153,20110331,1066.7,44.2,164.5,709.7,,10685.6,,14625.3,,13.4
0.4,12,1199.7,,42.1,,H B PORTFOLIO LTD.,-0.7,,,88163,20110331,-0.7,,44.7,,,,,1205.3,,
0.4,12,1136.35,,45.9,,H B STOCKHOLDINGS LTD.,,,,88181,20110331,0.1,0.1,30.3,,,,,1139.7,,
749.0,12,54147.3,36.8,-807.9,,H C L INFOSYSTEMS LTD.,,,1.6,88240,20110630,751.1,,1772.3,259.0,53.7,110624.0,375.8,53074.6,,2.9
,12,23.75,,-0.8,,UNIVERSAL OFFICE AUTOMATION LTD.,,,,88242,20110331,,,0.5,,,,,24.2,,
104.4,12,94679.05,0.0,14834.5,,H C L TECHNOLOGIES LTD.,0.0,,14.3,88258,20110630,,,11982.2,0.0,931.6,67944.8,0.0,97766.6,,0.0
1589.5,12,2499928.25,475.9,111132.9,,H D F C BANK LTD.,,,,88297,20110331,5362.3,3928.8,39264.0,,,,,2774287.7,,
,12,19888.65,158.3,368.4,,H E G LTD.,,19.5,0.7,88356,20110331,495.5,9.2,1288.6,280.7,11.8,11402.5,,22140.3,,10.1
,12,5.55,,0.1,,H E M HOLDINGS & TRDG. LTD.,,,,88360,20110331,,,0.5,,,0.7,,5.8,,
,12,353.65,1.5,49.7,,FAIRCHEM SPECIALITY LTD.,,0.6,5.0,88524,20110331,15.8,-0.1,50.7,13.7,,613.7,,394.4,,0.1
,12,135.9,0.2,,,H M G INDUSTRIES LTD.,,0.1,3.0,88665,20110331,0.7,0.1,4.9,2.7,,39.6,,126.3,,-2.4
7.8,12,15627.65,,-220.2,,H M T LTD.,,,1.4,88770,20110331,1.0,0.2,-792.4,1.9,21.1,2041.1,,15019.8,,-2.0
,12,388.35,,33.6,,H P COTTON TEXTILE MILLS LTD.,,,1.0,88879,20110331,1.8,-0.2,2.7,2.7,,751.7,,397.7,,-0.7
,12,28.05,,-8.2,,H R B FLORICULTURE LTD.,,,,88965,20110331,,,-1.8,,,0.1,,27.2,,
1.8,12,388.35,38.0,60.9,,H S INDIA LTD.,0.1,16.8,,89102,20110331,87.4,20.3,9.8,12.2,,145.1,,399.8,,
,12,1142.9,,253.8,,HALDYN GLASS LTD.,5.2,,2.0,89490,20110331,42.6,5.8,158.5,29.1,,1677.1,,1208.3,,2.5
,12,10.7,,,,ISHIKA SYNTEX LTD.,,,,89745,20110331,,,,,,,,10.7,,
,12,383.8,,-0.1,,HANJER FIBRES LTD.,,,,89757,20110331,,,-23.9,,,,,370.6,,
,12,6.1,,,,HANS POLYURETHANES LTD.,,,,89801,20110630,,,,,,,,6.5,,
,12,62.55,,-0.2,,HANSAFLON PLASTO CHEM LTD.,,,,89845,20110331,,,-31.7,,,10.6,,47.5,,
0.0,12,350.95,-1.4,,,HANUMAN TEA CO. LTD.,,,,89944,20110331,-1.4,,-22.0,0.0,,119.5,,398.6,,
,12,375.7,-2.1,-55.2,,HARDCASTLE & WAUD MFG. CO. LTD.,-0.3,,4.2,90110,20110331,-10.7,-2.8,12.6,-0.6,,58.3,,376.1,,-4.9
,12,72.6,0.0,-0.2,,HARI GOVIND INTERNATIONAL LTD.,,0.0,0.0,90273,20110331,,,0.7,0.0,,60.0,,90.0,,0.0
,12,4.85,,-0.8,,DELMA INFRASTRUCTURE LTD.,,,,90314,20110331,,,-0.2,,,,,4.7,,
1.1,12,421.35,0.0,16.7,,HARIA EXPORTS LTD.,,,6.2,90362,20110331,,,-7.0,0.0,,61.5,,409.5,,0.0
0.2,12,2893.85,,-158.9,,EMPOWER INDIA LTD.,28.0,,,90429,20110331,28.2,0.2,8.0,,,1565.3,,4457.9,,
,12,6.0,,,,HARIPARVAT MERRY LAND & RESORTS LTD.,,,,90511,20110331,,,-0.1,,,,,5.9,,
0.1,12,2869.1,,2951.0,,CHENNAI BUSINESS CONSULTING SERVICES LTD.,,,,90653,20110331,-44.8,-22.2,-192.2,-0.4,,,-22.0,2084.8,,-0.2
,12,1703.9,2.0,159.0,,HARITA SEATING SYSTEMS LTD.,,,0.0,90657,20110331,3.1,1.1,-51.1,,34.4,2600.8,,1654.2,,0.0
,12,102.0,0.0,,,HARIYANA METALS LTD.,,,,90708,20110331,,,-13.5,0.0,,189.4,,81.5,,0.0
0.1,12,1916.6,0.7,77.5,,HARIYANA SHIP BREAKERS LTD.,0.1,,,90709,20110331,6.0,0.3,99.2,0.2,,3273.9,,2586.7,,4.7
,12,13.2,,-0.2,,HARMONY CAPITAL SERVICES LTD.,,,,90805,20110331,,,-0.1,,,0.2,,13.3,,
,12,233.15,,,,HARPARTAP STEEL LTD.,,,,90882,20110331,,,,,,,,233.2,,
0.3,12,122.0,,-30.9,,LE WATERINA RESORTS & HOTELS LTD.,,,8.0,90896,20110331,-1.8,0.1,13.1,,,70.7,,143.2,,
4.4,12,4793.0,10.4,221.9,,HARRISONS MALAYALAM LTD.,,,2.1,90913,20110331,91.6,3.2,39.5,43.6,,3709.6,,6466.1,12.6,-2.1
,12,16.35,0.1,-0.4,,HARSH POLYMERS (INDIA) LTD.,,,,90980,20110331,0.1,,-0.4,,,,,16.4,,
0.0,12,500.1,,84.6,0.1,HARTRON COMMUNICATIONS LTD.,0.9,3.1,,91152,20110331,4.3,0.2,48.1,0.0,,132.9,,496.0,,0.0
,12,0.5,,0.0,,TERRA GREEN TRDG. LTD.,,,,91153,20110331,,,-0.1,,,,,0.4,,
0.1,12,111.0,,-2.6,,ALCHEMIST CORPORATION LTD.,,,,91247,20110331,,,-1.6,,,,,260.7,,
,12,3837.95,,,,HARYANA FINANCIAL CORPN.,,,,91248,20110331,,,53.9,,,15.6,,3697.4,,
,12,283.05,49.9,26.4,,HARYANA LEATHER CHEMICALS LTD.,,,,91265,20110331,62.9,2.6,18.6,7.3,4.1,374.6,,298.9,,3.1
,12,243.8,,14.2,,HARYANA PETROCHEMICALS LTD.,,,0.3,91280,20110331,0.5,,-6.0,,,,,689.3,,
,12,332.8,0.0,7.4,,HARYANA TEXPRINTS (OVERSEAS) LTD.,,,0.0,91324,20110331,0.2,0.6,9.9,-0.3,,550.5,,347.8,,-0.1
0.1,12,87.6,,-92.9,,HASTI FINANCE LTD.,0.3,,,91417,20110331,0.4,0.1,6.4,,,,,139.9,,
0.2,12,127.15,,8.3,,HATHWAY BHAWANI CABLETEL & DATACOM LTD.,0.0,,,91458,20110331,3.3,0.1,4.0,3.2,,142.2,0.0,119.1,,0.0
42.0,12,15435.0,,444.5,2.0,HATHWAY CABLE & DATACOM LTD.,8.5,1.3,,91459,20110331,1050.1,6.2,-403.1,1018.1,,4738.1,12.6,14549.2,,-12.9
,12,51.15,,,,HATIGOR TEA ESTATES LTD.,,,,91472,20110331,,,0.0,,,4.2,,52.0,,
,12,4764.4,28.4,742.5,,HATSUN AGRO PRODUCTS LTD.,,,3.0,91480,20110331,579.7,9.9,187.5,533.3,,13557.9,,4862.3,,7.4
719.9,12,19483.6,,3416.3,,HAVELLS INDIA LTD.,,,5.4,91512,20110331,,,2420.5,,74.2,31788.9,,21794.0,,
,12,198.05,0.0,26.2,,HAWA ENGINEERS LTD.,,0.0,,91539,20110331,14.1,0.5,8.6,10.7,,399.5,,223.6,,2.9
113.9,12,1361.4,,243.9,,HAWKINS COOKERS LTD.,,,,91566,20110331,32.9,2.5,317.7,29.8,9.4,3436.1,,1499.2,,0.6
0.0,12,227.85,,-7.3,,H B LEASING & FINANCE CO. LTD.,,,,91624,20110331,,,0.5,,,,,224.2,,
,12,29.85,,-0.1,,HEALTHY INVESTMENTS LTD.,-0.1,,,91709,20110331,-0.1,,3.3,,,,,31.5,,
,12,49.55,,-0.7,,HEERA ISPAT LTD.,0.0,,,91854,20110630,,,-1.6,,,,,49.0,,0.0
15.1,12,5208.95,,345.6,,HELIOS & MATHESON INFORMATION TECHNOLOGY LTD.,,,,91935,20110930,82.0,70.4,172.3,0.0,,2555.4,0.0,5291.4,,11.6
,12,7.85,,,,HELPAGE FINLEASE LTD.,,,,91988,20110331,,,,,,,,8.4,,
,12,310.65,,25.3,,HEMADRI CEMENTS LTD.,,,0.1,92057,20110331,1.4,-2.5,64.4,2.6,,590.2,,354.2,,-2.9
,12,30.55,,,,I D INFO BUSINESS SERVICES LTD.,,,,92067,20110331,,,,,,,,30.6,,
7.2,12,1675.45,18.4,183.1,,HERCULES HOISTS LTD.,0.2,,,92437,20110331,19.6,1.2,299.1,-0.2,,1305.0,,1805.6,,
,12,4344.4,5.6,1187.2,,S I GROUP-INDIA PVT. LTD.,,,2.3,92450,20110331,-224.5,0.5,1003.5,-229.8,27.8,9899.0,,4195.0,,-0.8
,12,850.3,,-11.2,,UNIMERS INDIA LTD.,,,,92452,20110331,,,-116.4,,,0.1,,820.3,,0.0
15.8,12,3771.4,,517.3,,HERITAGE FOODS LTD.,,,,92486,20110331,190.5,29.9,10.2,134.6,,10961.7,14.3,3794.8,,4.2
3826.0,12,96358.4,,22541.6,,HERO MOTOCORP LTD.,,,4.6,92590,20110331,,,19279.0,,282.6,211489.7,,107411.8,,
,12,34.75,,,,I S C UDYOG LTD.,,,,92617,20110331,,,0.5,,,1.6,,34.8,,
,12,813.8,22.1,76.6,,HESTER BIOSCIENCES LTD.,1.1,0.2,0.0,92629,20110331,37.9,3.6,76.0,5.5,6.9,420.3,,817.7,,5.4
,12,95.4,,,,HI-TECH DRUGS LTD.,,,,92846,20110331,,,,,,,,95.4,,
,12,2231.65,106.2,533.6,,HI-TECH GEARS LTD.,,,2.8,92871,20110331,284.4,4.4,350.3,183.9,6.4,4562.5,,2684.5,,6.1
3.8,12,1504.25,18.2,40.6,,HI-TECH PIPES LTD.,0.4,,,92893,20110331,52.9,2.9,31.6,33.1,,3555.9,,1580.4,,-1.7
3.4,12,1398.1,88.5,121.6,,HITECH CORPORATION LTD.,3.5,,,92894,20110331,280.1,7.3,118.5,167.3,8.4,2264.6,1.9,1501.1,,0.0
,12,107.3,,,,MISHTANN FOODS LTD.,,,,92995,20110331,,,,,,,,107.3,,
,12,154.75,,-51.4,,PHOTON CAPITAL ADVISORS LTD.,0.1,,,93016,20110331,0.1,,-2.1,,,,,123.5,,
0.0,12,0.45,,-0.1,,UDAY JEWELLERY INDS. LTD.,,,,93025,20110331,,,-0.7,,,,,,,
,12,639.1,,15.8,,HIGH ENERGY BATTERIES (INDIA) LTD.,,,18.0,93039,20110331,-0.8,0.9,-4.4,1.6,5.0,366.3,,706.0,,
,12,528.25,,190.0,,HIGHLAND INDUSTRIES LTD.,,,1.9,93156,20110331,,,6.8,,,1754.7,,549.7,,
1.1,12,9682.2,49.5,1132.3,,HIKAL LTD.,,4.4,0.1,93259,20110331,521.1,9.5,346.9,445.2,96.2,5114.8,,10894.7,,9.4
,12,8.35,,0.8,,REAL NEWS & VIEWS LTD.,,,,93326,20110331,,,0.0,,,,,8.0,,
0.2,12,636.95,0.0,104.3,,HIMACHAL FIBRES LTD.,0.2,,3.7,93464,20110331,22.6,0.8,44.2,21.6,,1002.0,,666.6,,
,6,19338.8,-7.8,216.6,,HIMACHAL FUTURISTIC COMMUNICATIONS LTD.,,,2613.5,93468,20110331,-4.5,0.5,402.2,6.3,,885.6,,17692.8,,-3.5
,12,15749.75,6.7,-362.9,,HIMADRI SPECIALITY CHEMICAL LTD.,,,0.1,93511,20110331,204.2,47.0,1143.9,137.4,17.8,7717.5,,18631.4,,6.3
,12,216.65,,-16.4,,HIMADRI CREDIT & FINANCE LTD.,,,,93513,20110331,,,2.3,,,,,209.1,,
,12,110.2,,-1.3,,HIMALAYA GRANITES LTD.,,0.0,0.0,93566,20110331,-37.4,,-8.9,-37.4,,1.1,,104.8,,
,12,7.2,,-10.4,,HIMALCHULI FOOD PRODUCTS LTD.,,,,93628,20110331,,,0.0,,,,,12.3,,
19.6,12,2086.8,0.0,304.8,,HIMALYA INTERNATIONAL LTD.,,,,93633,20110331,16.4,0.4,153.6,4.8,,827.8,,2564.9,,11.2
,12,98.3,-16.8,-9.4,,HIMATSINGKA AUTO ENTERPRISES LTD.,,,0.1,93693,20110331,4.7,,2.7,21.5,,17.9,,96.3,,
,12,70.05,,3.1,,HIMATSINGKA MOTOR WORKS LTD.,,,,93696,20110331,7.5,,2.1,6.8,,16.4,,67.8,,0.7
0.6,12,12289.7,13.9,760.6,,HIMATSINGKA SEIDE LTD.,,,12.0,93698,20110331,207.8,9.4,-421.8,181.8,24.2,5282.8,2.8,12101.9,,-1.3
,12,0.95,,-0.3,,HIMGIRI FOODS LTD.,,,,93731,20110331,,,-0.3,,,,,0.2,,
,12,58.6,-11.8,-0.2,,HINAFIL INDIA LTD.,,-3.1,6.3,93803,20110331,-46.9,,-16.4,-31.0,,8.6,,44.3,,
,12,1410.25,1.7,-43.2,,HIND INDUSTRIES LTD.,0.1,,,93854,20110331,6.2,,25.4,2.8,,1383.7,,1559.2,,1.6
0.8,12,746.5,,21.7,,HIND RECTIFIERS LTD.,,,,93881,20110331,-3.0,,101.4,,2.0,1085.5,,817.4,,-3.0
0.1,12,67.45,,1.6,,HIND SECURITIES & CREDITS LTD.,,,,93885,20110331,,,-8.6,,,,,64.7,,
,12,657.0,,-6.3,,HIND SYNTEX LTD.,,,1.3,93893,20110331,0.1,,-22.7,,,1057.8,,678.0,,0.1
,12,97.7,,,,HIND WIRE INDS. LTD.,,,,93899,20110331,,,-0.2,,,,,111.2,,
,12,442949.15,,22573.7,,HINDALCO INDUSTRIES LTD.,,,,93902,20110331,,,21369.2,,58.9,253522.0,,466727.8,,
2.0,12,6657.45,,-853.6,,HINDUJA VENTURES LTD.,0.1,,,93947,20110331,227.1,,576.1,224.6,,5.7,0.9,6825.6,,1.5
0.3,12,339.35,0.0,32.7,,HINDUSTAN ADHESIVES LTD.,0.2,0.0,,93952,20110331,3.3,1.4,17.7,1.6,0.6,568.8,,378.8,,0.1
,12,25.65,,,,HINDUSTAN AGRIGENETICS LTD.,,,,93956,20110331,,,11.8,,,,,32.3,,
,12,110.9,,85.9,,HINDUSTAN APPLIANCES LTD.,,,,93966,20110331,,,0.2,,,,,111.0,,
6.6,12,237.5,,6.8,,HINDUSTAN BREWERIES & BOTTLING LTD.,,,,93972,20110331,1.9,,3.8,0.1,,263.7,,205.2,,1.8
,12,46.2,,,,HINDUSTAN CERAMICS LTD.,,,,93981,20110331,,,-1.9,,,,,45.2,,
,12,5800.0,35.6,234.0,,HINDUSTAN COMPOSITES LTD.,,,26.1,93994,20110331,75.3,1.0,200.5,-10.1,7.8,1044.2,0.0,5188.7,,7.9
,12,74325.4,315.7,-97.6,,HINDUSTAN CONSTRUCTION CO. LTD.,33.3,,0.0,93997,20110331,1671.0,183.0,710.0,964.3,,39327.9,0.0,85166.4,,174.7
0.2,12,180.9,,-9.3,,AZURE EXIM SERVICES LTD.,0.2,,,93999,20110331,0.2,,0.3,,,9.8,,130.7,,
16.8,12,18103.25,,3492.0,,HINDUSTAN COPPER LTD.,,,0.8,94000,20110331,,,2241.0,,2.0,12851.7,,19188.2,,
5.5,12,8678.1,4.0,-806.8,,HINDUSTAN DORR-OLIVER LTD.,0.0,,99.6,94011,20110331,24.0,2.9,537.5,40.1,16.6,9611.2,0.0,10731.9,,6.7
,12,304.9,0.0,13.9,,HINDUSTAN EVEREST TOOLS LTD.,0.8,0.0,,94016,20110331,1.9,0.2,-2.3,-2.7,0.4,402.4,,315.8,,3.6
,12,402.15,,118.8,,HINDUSTAN FLUOROCARBONS LTD.,,,,94033,20110331,127.8,0.2,22.3,127.6,,335.7,,472.7,,
,12,89.7,,-9.0,,HINDUSTAN FOODS LTD.,,,,94035,20110331,0.2,,0.6,,,39.4,,95.6,,0.2
,12,226.55,,17.3,,HINDUSTAN HARDY SPICER LTD.,,,,94042,20110331,11.7,1.3,5.5,9.5,,495.1,,234.0,,0.9
,12,35.95,,3.4,,HINDUSTAN HOUSING CO. LTD.,0.0,,,94049,20110331,0.2,0.2,2.6,0.0,,17.2,0.0,34.9,,
,12,13712.15,33.6,776.2,,HUBERGROUP INDIA PVT. LTD.,24.9,,,94062,20111231,265.9,25.6,1368.4,141.9,55.6,21393.6,11.6,14681.4,,6.9
,12,8.8,,,,HINDUSTAN LEASING LTD.,,,,94078,20110331,,,-2.2,,,,,7.2,,
27642.3,12,99957.4,382.5,18917.8,,HINDUSTAN UNILEVER LTD.,,,1800.9,94080,20110331,1776.6,-5.5,23059.9,1193.5,935.7,206399.4,,104019.1,,-3.0
276.7,12,4142.75,-9.9,-1035.8,,HINDUSTAN MOTORS LTD.,,,442.0,94089,20110331,6.8,-13.9,7.5,11.7,47.9,8048.6,7.7,4421.7,,3.4
,12,21131.5,-0.7,1631.0,,HINDUSTAN OIL EXPLORATION CO. LTD.,1.3,,1.0,94094,20110331,67.3,-3.9,802.0,71.7,,3577.0,0.1,22273.9,,-1.2
4.8,12,5080.25,0.0,647.6,,HINDUSTAN ORGANIC CHEMICALS LTD.,,,0.3,94096,20110331,3.6,,257.2,0.0,6.8,7400.0,0.0,5219.8,0.0,8.6
,12,4.0,,-0.6,,HINDUSTAN OXYGEN GAS CO. LTD.,,,,94098,20110331,,,-0.7,,,1.4,,4.0,,
925.9,12,565847.65,,10014.3,,HINDUSTAN PETROLEUM CORPN. LTD.,,,,94103,20110331,,,15388.2,,15.6,1438789.1,,613947.6,,
0.3,12,3256.2,,-239.8,,HINDUSTAN PHOTO FILMS MFG. CO. LTD.,,,18.0,94105,20110331,,,-11566.5,,8.3,377.8,,3076.7,,
78.1,12,12395.85,95.0,1934.1,,H S I L LTD.,20.4,,34.6,94131,20110331,501.6,18.7,873.5,302.9,3.5,11154.6,,14302.0,,12.2
,12,106.9,,2.7,,HINDUSTAN BIO SCIENCES LTD.,-8.0,,,94136,20110331,-8.8,0.1,0.1,,,37.3,,104.4,,-0.9
0.1,12,136.45,,-37.3,,LUHARUKA MEDIA & INFRA LTD.,-1.7,,,94143,20110331,-1.7,,5.2,,,53.6,,152.3,,
2.8,12,2176.65,55.0,162.6,,HINDUSTAN TIN WORKS LTD.,1.1,,0.2,94160,20110331,142.7,13.5,112.8,74.7,,3123.0,,2197.5,,-1.6
,12,66.7,,10.9,,HINDUSTAN WIRES LTD.,,,,94172,20110331,13.5,-0.2,5.8,2.1,,60.6,,66.3,,11.6
,12,226419.95,3066.6,42719.0,,HINDUSTAN ZINC LTD.,,,1.3,94175,20110331,3299.2,33.4,49004.9,,36.2,105650.2,,250600.3,,30.8
,12,19784.95,182.5,3036.1,,HINDUSTHAN NATIONAL GLASS & INDS. LTD.,,,,94203,20110331,1104.4,19.1,864.2,779.1,1.3,16816.6,16.5,21764.7,,95.7
,12,0.9,,-0.2,,VIAAN INDUSTRIES LTD.,,,,94208,20110331,,,,,,,,0.9,,
,12,9369.7,30.7,502.0,,MANAKSIA LTD.,2.2,2.5,0.6,94210,20110331,288.1,2.6,292.6,249.5,1.5,9742.3,,9975.5,,0.9
0.1,12,765.8,5.7,51.7,,HINDUSTHAN UDYOG LTD.,0.1,,0.3,94217,20110331,21.5,0.7,30.8,10.2,,543.8,,832.2,,-2.1
0.6,12,4723.05,-8.4,141.9,,HINDUSTHAN URBAN INFRASTRUCTURE LTD.,,,271.8,94220,20110331,253.2,0.5,303.0,213.0,,4851.3,,4684.8,,-0.3
,12,1.8,,0.0,,DHENU BUILDCON INFRA LTD.,,,,94230,20110331,,,-0.1,,,,,1.7,,
44.3,12,194.4,0.2,9.2,,HIPOLIN LTD.,,,0.0,94260,20110331,0.4,0.1,-5.2,0.1,,316.4,,190.8,,0.0
0.4,12,404.45,4.3,-76.7,,HIRA AUTOMOBILES LTD.,-2.7,,,94279,20110331,7.3,2.5,6.2,3.8,,1974.2,,448.4,,-0.6
,12,2092.35,0.2,-8.6,,HIRA FERRO ALLOYS LTD.,0.4,8.9,0.3,94289,20110331,18.7,1.0,286.8,3.3,,1628.7,2.3,2240.4,0.0,1.5
0.3,15,2103.3,,-566.6,,HIRAN ORGOCHEM LTD.,0.1,,,94364,20110630,45.7,0.2,-833.8,42.4,1.7,1552.3,,1935.3,,3.0
0.5,12,801.15,0.4,114.0,,HISAR METAL INDS. LTD.,0.0,,,94469,20110331,24.3,1.2,5.3,20.0,,1597.6,0.0,716.5,,2.5
,12,52.8,1.2,6.9,,HISAR SPINNING MILLS LTD.,,,0.5,94472,20110331,1.0,,5.2,-0.2,,128.8,,54.9,,
