sa_advertising,sa_ann_rep_months,sa_avg_total_assets_net_of_reval,sa_building_net_addn_in_yr,sa_cf_net_frm_op_activity,sa_comm_equip_net_addn_in_yr,sa_company_name,sa_computer_it_net_addn_in_yr,sa_elec_install_fitting_net_addn_in_yr,sa_extra_ordi_inc,sa_finance1_cocode,sa_finance1_year,sa_gfa_net_addn_in_yr,sa_net_furn_social_oth_fxd_ast,sa_pat,sa_plant_net_addn_in_yr,sa_rnd_exp,sa_sales,sa_sw_net_addn_in_yr,sa_total_assets,sa_transport_infra_net_addn_in_yr,sa_transport_veh_net_addn_in_yr
,12,27128.7,294.9,749.8,,TRIDENT LTD.,11.9,,117.3,4709,20110331,2439.1,26.5,670.8,2117.0,,25413.2,26.6,28587.9,,25.2
0.1,12,86.4,,-8.0,,ABIRAMI FINANCIAL SERVICES (INDIA) LTD.,,,0.3,4831,20110331,,,1.4,,,5.3,,97.1,,
4.8,12,2351.8,,-503.7,,ACCEL FRONTLINE LTD.,-1.8,,,5003,20110331,-3.1,1.5,71.3,0.0,,3514.1,-1.7,2538.6,,-0.7
0.4,12,1680.45,0.0,-3.5,,ACCURATE TRANSFORMERS LTD.,0.4,0.0,0.0,5206,20110331,3.0,0.7,59.7,0.2,,2303.3,,1909.2,,1.7
0.1,12,141.75,,-17.1,,ACE SOFTWARE EXPORTS LTD.,,,,5284,20110331,,,2.9,,,17.8,,144.5,,
,12,581.95,3.5,-6.0,,ACKNIT INDUSTRIES LTD.,0.3,0.5,0.1,5396,20110331,9.8,-0.8,14.8,7.0,,654.1,,619.5,,-0.7
154.5,12,10173.55,3.0,-107.7,,PROVOGUE (INDIA) LTD.,25.9,,,5417,20110331,-1.2,15.6,334.1,1.0,,5636.2,,10463.6,,0.6
,12,133.15,,-1.3,,ACROW INDIA LTD.,,,,5568,20110331,,,0.6,,,24.7,,132.2,,
17.7,12,502.75,3.6,29.7,,ACRYSIL LTD.,,,1.8,5574,20110331,54.2,2.4,60.6,33.5,0.5,560.7,0.0,561.8,,4.3
,12,235.75,0.0,-26.1,,ACTION FINANCIAL SERVICES (INDIA) LTD.,0.2,,,5596,20110331,0.1,0.1,0.5,,,0.1,,256.1,,-0.2
,12,818.65,,-106.0,,AD-MANUM FINANCE LTD.,,,0.0,5695,20110331,36.6,0.3,31.4,35.4,,8.1,,938.5,,-0.2
48.8,12,98569.35,392.5,-4074.6,,ADANI ENTERPRISES LTD.,6.7,2.5,65.6,5747,20110331,878.8,24.4,2691.1,-3.2,,29129.6,310.7,116502.3,,84.7
,12,213699.15,717.4,14502.0,,ADANI POWER LTD.,25.7,179.7,6.6,5757,20110331,53518.6,38.5,5237.5,52543.3,,21064.3,,259012.2,12.6,1.4
0.2,12,1962.95,3.8,198.9,,VIKAS GRANARIES LTD.,,,,5802,20110331,9.3,,205.1,2.0,,1328.0,,2093.2,,
,12,55.2,,-2.7,,ADARSH MERCANTILE LTD.,,,,5838,20110331,3.3,,0.4,,,,,55.2,,
,12,103.9,,5.2,,ADARSH PLANT PROTECT LTD.,,,,5843,20110331,0.4,,-10.6,0.2,,60.8,,97.2,,
,12,32.9,,-26.8,,ADCON CAPITAL SERVICES LTD.,,,,5888,20110331,,,0.1,,,,,33.1,,
0.1,12,287.65,,-21.7,,ADDI INDUSTRIES LTD.,,,,5921,20110331,,,5.7,0.0,,336.7,,303.3,,0.0
0.4,12,216.0,,48.0,,ACIL COTTON INDS. LTD.,,,,5994,20110331,,,1.1,,,,,251.8,,
,12,59.9,,20.7,,ADHARSHILA CAPITAL SERVICES LTD.,,,,6011,20110331,,,0.5,,,,,60.0,,
0.0,12,299.85,,44.6,,ADHBHUT INFRASTRUCTURE LTD.,,,,6016,20110331,,,16.3,,,19.9,,353.5,,
,12,4.0,,,,ADI RASAYAN LTD.,,,,6097,20110331,,,-1.2,,,8.9,,6.8,,
,12,66.15,,15.8,,ADINATH EXIM RESOURCES LTD.,,,,6136,20110331,,,1.8,,,,,67.0,,
,12,73.65,0.0,-14.6,,ADINATH TEXTILES LTD.,,,,6166,20110331,0.0,0.1,4.2,-0.1,,44.9,,66.7,,0.0
,12,35.4,,,,BLUE CLOUD SOFTECH SOLUTIONS LTD.,,,,6226,20110331,,,1.2,,,8.0,,33.4,,
,12,14.8,,0.0,,ADITYA ELECTRO COMMUNICATIONS LTD.,,,,6318,20110331,,,-0.3,,,,,14.7,,
,12,160.75,0.2,7.8,,ADITYA FORGE LTD.,0.2,0.5,,6342,20110331,8.1,0.8,3.1,5.9,,405.0,,165.5,,0.5
,12,16.45,-7.9,10.1,,ARIS INTERNATIONAL LTD.,,-2.4,14.9,6347,20110331,-47.5,-0.1,-3.3,-33.9,,0.1,,0.4,,
,12,107.55,1.1,-28.2,,ADITYA ISPAT LTD.,,,,6348,20110331,6.3,0.1,2.1,4.2,,144.1,,128.1,,0.9
,12,353.35,,,,ADITYA INTERNATIONAL LTD.,,,,6364,20110331,,,0.5,,,,,353.6,,
,12,291.35,,13.4,,NITIN CASTINGS LTD.,,,,6374,20110331,6.2,,14.6,2.0,,342.7,,303.6,,4.2
,12,39.5,,-1.4,,ADITYA MILLS LTD.,,,0.1,6385,20110331,-0.3,,-1.6,,,,,47.8,,-0.3
,12,149.0,,10.6,,ADITYA SPINNERS LTD.,0.1,,,6431,20110331,9.3,0.2,-37.8,9.0,,329.3,,140.6,,
141.6,12,23898.9,839.8,-254.8,,RELIANCE MEDIAWORKS LTD.,,,270.1,6484,20110331,820.6,-51.5,-2562.1,,,5258.9,32.3,23447.6,,
,12,846.8,-3.1,174.7,,ADOR FONTECH LTD.,-0.5,0.5,,6584,20110331,19.8,1.5,183.6,14.3,,1534.2,,868.4,,7.1
0.1,12,64.5,,-4.4,,ADOR MULTIPRODUCTS LTD.,,,,6585,20110331,1.8,0.0,2.2,1.8,,119.1,,68.1,,
,12,96.8,,,,ADVANCE MULTITECH LTD.,0.1,,,6767,20110331,1.5,,0.8,0.6,,96.3,,98.7,,0.8
0.1,12,44.4,0.2,,,ADVANCE PETROCHEMICALS LTD.,,,0.0,6773,20110331,0.4,,0.6,0.2,,58.8,,48.1,,0.0
,12,1282.8,,79.4,,ADVANCED ENZYME TECHNOLOGIES LTD.,1.6,,0.1,6819,20110331,67.7,10.8,175.3,42.7,69.1,1182.0,,1512.7,,11.6
0.8,12,632.2,,32.6,,ADVANCED MICRONIC DEVICES LTD.,,0.0,5.6,6871,20110331,,,17.4,0.0,,718.3,,590.6,,0.0
7.7,12,601.7,0.0,104.0,,ADVANI HOTELS & RESORTS (INDIA) LTD.,,,0.3,6916,20110331,,,18.5,0.0,,342.9,0.0,520.3,,0.0
10.8,12,1978.3,-1.8,274.9,,ADOR WELDING LTD.,,7.7,0.4,6923,20110331,22.6,1.4,256.9,6.5,17.0,3230.2,,2104.2,,8.9
2.8,12,9774.5,1.6,159.8,,ADVANTA LTD. [MERGED],,,0.0,6926,20111231,11.1,3.1,141.9,7.2,67.4,1369.7,,10141.3,,-0.8
,12,170.3,,0.2,,ADVENT COMPUTER SERVICES LTD.,,,,6953,20110331,,,-0.7,,,2.6,,170.1,,
0.0,12,226.75,0.0,3.9,,ADVIK LABORATORIES LTD.,,,,7002,20110331,,,-4.2,0.0,,221.2,,250.2,,
2.0,12,3589.95,8.7,371.3,,AEGIS LOGISTICS LTD.,,,,7068,20110331,196.3,14.6,312.2,144.2,,2581.3,30.4,3923.2,,-1.6
,12,1077.6,3.2,236.5,,LUDLOW JUTE & SPECIALITIES LTD.,,,19.6,7077,20110331,2.9,,145.3,0.0,,3174.6,,1019.5,,-0.3
0.1,12,917.0,,-27.8,,AEONIAN INVESTMENTS CO. LTD.,,,,7091,20110331,,,14.7,,,,,913.5,,
,12,7218.35,,1261.2,,AFTEK LTD.,0.1,,0.1,7294,20110331,345.4,,139.7,-0.1,,1548.6,0.0,6437.5,,
,12,65.1,,-101.4,,WAGEND INFRA VENTURE LTD.,,,,7447,20110331,,,4.7,,,82.8,,118.7,,
,12,3254.95,0.0,-129.3,,SHIRPUR GOLD REFINERY LTD.,4.1,0.0,,7633,20110331,6.7,0.3,-221.6,3.3,,1980.0,,3579.8,,
11.8,12,526.05,9.5,-7.8,,AGRIMAS CHEMICALS LTD.,,,,8122,20110331,16.9,1.2,16.9,1.0,,1066.6,,566.3,,5.2
,12,11.3,,,,AGRO CHEM PUNJAB LTD.,,,,8150,20110331,,,,,,,,11.3,,
0.3,12,6011.9,,-97.0,,AGRO DUTCH INDS. LTD.,,,36.0,8153,20110331,,,-1239.8,,,1406.4,,5561.0,,
469.1,12,2845.0,21.4,-423.9,,AGRO TECH FOODS LTD.,,,174.8,8183,20110331,96.5,17.7,317.8,104.2,25.9,7189.9,,2827.9,,0.9
,12,790.35,3.5,52.7,,AHLCON PARENTERALS (INDIA) LTD.,,,,8306,20110331,185.1,1.6,42.9,180.9,0.0,677.3,1.0,839.1,,-1.9
2.5,12,9756.75,27.1,-244.4,,AHLUWALIA CONTRACTS (INDIA) LTD.,8.9,,,8312,20110331,547.7,10.1,707.9,455.8,,16903.5,8.5,10890.7,,37.3
,12,214.65,,-92.2,,ADVANCE LIFESTYLES LTD.,0.2,,,8336,20110331,0.5,0.2,-0.6,0.1,,27.7,,252.3,,
,12,10.35,,-1.0,,EXCEL CASTRONICS LTD.,,,0.8,8360,20110331,-13.5,-13.5,0.6,,,,,10.8,,
0.2,12,229.85,12.3,-154.2,,AHMEDABAD STEELCRAFT LTD.,0.1,,244.3,8378,20110331,1.7,3.2,185.6,,,39.5,,286.4,,-0.3
0.1,12,13529.0,1.8,1656.6,,METALYST FORGINGS LTD.,1.5,3.4,,8392,20110630,1034.5,2.4,1081.6,1027.7,,9351.6,,14563.5,,-2.3
,12,19.8,16.0,,,AHURA WELDING ELECTRODE MFRS. LTD.,,,,8468,20110331,16.0,,-0.1,,,,,27.3,,
2.2,12,534.3,,33.4,,AIMCO PESTICIDES LTD.,,,,8523,20110331,-0.5,,-60.9,0.4,,494.6,,515.4,,-0.9
0.1,12,,,,0.3,AIRAN LTD.,2.9,,,8628,20110331,4.8,1.6,9.1,,,107.2,,179.0,,
36.8,12,4733.3,316.2,1076.5,,AJANTA PHARMA LTD.,41.7,,7.1,8893,20110331,685.7,120.6,464.5,181.8,248.8,4624.1,,4808.6,,21.1
0.2,12,511.3,,-79.3,,AJANTA SOYA LTD.,,0.2,,8909,20110331,8.2,2.0,4.6,6.6,,3021.5,,538.0,,-0.6
8.7,12,193.5,,15.5,,AJCON GLOBAL SERVICES LTD.,-1.8,,,9167,20110331,0.0,0.7,7.6,,,57.8,,203.1,,1.1
1.1,12,101.8,,,,AJWA FUN WORLD & RESORT LTD.,,,,9335,20110331,,,5.2,,,36.5,,110.5,,0.0
,12,598.85,,0.0,,AFLOAT TEXTILE (INDIA) LTD.,,,,9356,20110331,,,-0.3,,,,,598.8,,
0.5,12,3391.4,0.0,-665.0,,OPTIEMUS INFRACOM LTD.,1.1,,0.1,9395,20110331,19.6,1.5,155.9,0.0,,12077.3,,3785.6,,8.6
,12,918.85,0.6,85.0,,AKAR TOOLS LTD.,,0.2,,9431,20110331,24.7,2.3,40.2,20.6,,1264.0,,974.7,,1.0
,12,139.95,-0.5,26.2,,AKASH AGRO INDS. LTD.,,,0.0,9457,20110331,0.9,0.4,7.1,1.0,,1792.7,,149.0,,
,12,3.25,,0.1,,AKASHDEEP METAL INDS. LTD.,,,,9553,20110331,,,0.0,,,,,3.3,,
,12,14974.15,43.3,1355.6,,CORE EDUCATION & TECHNOLOGIES LTD.,9.8,0.3,,9681,20110331,1772.3,16.1,1237.0,,,5155.9,1.3,18934.9,,12.7
70.7,12,31034.05,18.9,-820.2,,HUBTOWN LTD.,8.5,,0.0,9780,20110331,189.4,25.5,1714.8,0.4,,2877.8,3.1,34389.4,6.5,53.6
16.5,12,3959.85,-1.3,-1199.7,0.4,AKSH OPTIFIBRE LTD.,-0.4,,16.3,9793,20110331,37.5,-1.2,-478.1,42.3,,50.9,0.1,4249.7,,0.0
,12,345.05,,,,ALACRITY SECURITIES LTD.,0.3,,,10135,20110331,0.3,0.6,74.0,,,,0.6,492.1,,-1.2
0.0,12,6.9,,-0.6,,SAI JEEVADHARA FINANCE LTD.,,,,10158,20110331,,,-0.7,,,,,6.5,,
,12,19.7,,-2.8,,ALAN SCOTT INDS. LTD.,,,,10220,20110331,,,-8.0,,,,,13.9,,
,12,59.4,,,,ALANG INDUSTRIAL GASES LTD.,,,,10229,20110331,,,,,,,,59.4,,
,12,71.8,,,,ALANG MARINE LTD.,,,,10231,20110331,,,1.0,,,37.2,,79.1,,
89.9,12,2069.85,0.7,274.0,,ALBERT DAVID LTD.,1.1,,,10376,20110331,7.6,3.2,108.5,,5.8,2228.5,,2002.3,,2.6
1.3,12,1534.6,-10.9,71.9,,RHODIA SPECIALTY CHEMICALS INDIA LTD.,,,2.8,10397,20111231,0.9,-1.1,-56.7,15.0,,2772.9,,1754.1,,-2.1
29.6,12,1700.15,202.7,348.2,,SHRENO LTD.,,,0.3,10564,20110331,335.0,1.5,-23.8,116.9,0.4,1215.9,,2058.2,,
,12,7051.4,-805.6,152.1,,ALEMBIC LTD.,,,1.3,10566,20110331,-4204.5,-83.5,-129.0,-3266.3,18.5,2204.1,,3805.1,,-49.1
,12,285.75,0.4,-16.0,,ALFA ICA (INDIA) LTD.,,,,10674,20110331,4.2,0.1,2.1,2.9,,436.7,,304.9,,0.8
,12,9026.35,65.2,922.5,,ALFA LAVAL (INDIA) LTD.,,,1.8,10678,20111231,273.2,0.7,1305.4,208.3,,12015.3,,9776.4,,-1.0
0.2,12,459.85,0.0,55.5,,ALFA TRANSFORMERS LTD.,0.1,0.3,,10714,20110331,9.0,0.1,-4.3,8.2,0.1,222.8,,457.5,,0.3
0.3,12,104.85,,-10.8,,ALFAVISION OVERSEAS (INDIA) LTD.,,,,10735,20110331,,,0.8,,,36.8,,127.4,,
,12,263.4,,6.0,,ALFRED HERBERT (INDIA) LTD.,,,,10752,20110331,,,4.8,,,5.0,,271.7,,
,12,233.35,-1.1,,,ALKA DIAMOND INDS. LTD.,,,,10853,20110331,-1.1,,0.7,,,12.7,,219.5,,
,12,210.05,,,,ALKA SECURITIES LTD.,,,,10866,20110331,,,-0.9,,,,,184.1,,
0.1,12,494.8,0.1,89.7,,ALKA INDIA LTD.,,,,10867,20110930,8.1,,-27.5,,,5.3,,484.0,,8.0
,12,1097.15,5.1,-109.0,,ALKALI METALS LTD.,,,,10872,20110331,44.2,26.0,31.2,14.5,31.3,656.0,,1185.6,,-1.4
1153.3,12,20947.95,538.5,1822.4,,ALKEM LABORATORIES LTD.,,,0.0,10884,20110331,971.4,14.0,3234.3,267.4,485.2,16885.2,0.0,26172.1,,19.8
,12,2587.2,45.7,244.4,,ALKYL AMINES CHEMICALS LTD.,,17.5,0.4,10903,20110331,52.5,-18.5,104.0,4.3,20.2,2528.0,,2669.8,,3.3
358.2,12,1356311.1,8.1,54025.8,,ALLAHABAD BANK,,,0.4,11019,20110331,963.4,763.4,14231.1,,,,191.9,1512910.5,,
0.2,12,556.1,,-145.1,,AVONMORE CAPITAL & MGMT. SERVICES LTD.,,,,11259,20110331,,,28.1,,,,,629.9,,
,12,1704.75,333.3,510.2,,ALMONDZ GLOBAL SECURITIES LTD.,0.8,,,11262,20110331,341.1,-9.8,65.6,,,281.0,11.5,1806.2,,5.4
,12,546.6,,103.3,,RAP MEDIA LTD.,,,0.0,11284,20110331,10.3,,4.3,,,15.7,,550.3,,-1.3
11.1,12,7894.1,826.8,137.6,,ALLIED DIGITAL SERVICES LTD.,210.9,,,11303,20110331,1325.3,127.3,495.0,,,5217.2,,8297.9,,
,12,1594.85,,65.1,,ALLSEC TECHNOLOGIES LTD.,30.3,,,11443,20110331,86.2,1.6,-39.4,,,1415.4,28.8,1602.3,,-1.1
,12,683.7,,4.6,,ALLSOFT CORPORATION LTD.,,5.1,,11445,20110331,16.2,,2.8,4.7,,994.7,,900.3,,6.4
,12,16.0,,-0.3,,ALNA TRADING & EXPORTS LTD.,,,,11554,20110331,,,0.2,,,13.2,,16.1,,
,12,132467.0,2681.8,11260.8,,ALOK INDUSTRIES LTD.,23.6,,,11599,20110331,17379.7,64.6,4043.6,14241.1,,66335.7,21.9,142969.7,,106.2
,12,,,-1.7,,ALORA TRADING CO. LTD.,,,,11654,20110331,,,0.1,,,,,4.8,,
,12,17.0,,,,AL AMEEN INTL. LTD.,,,,11659,20110331,,,0.0,0.0,,2.4,,17.1,,
,12,1351.2,0.2,48.9,,ALPA LABORATORIES LTD.,0.1,0.4,,11664,20110331,8.5,0.9,9.0,2.3,,845.6,,1297.5,,
,12,48.3,,6.5,,ALPHA GRAPHIC INDIA LTD.,,,,11760,20110331,,,0.4,,,,,55.2,,
,12,59.9,,0.5,,ALPHA HI-TECH FUEL LTD.,,,,11764,20110331,,,-2.1,,,,,59.0,,
0.3,12,678.55,,62.2,,ALPHAGEO (INDIA) LTD.,0.2,,4.9,11853,20110331,-24.7,-1.1,-126.6,-24.1,,208.6,0.2,589.1,,0.1
,12,30.15,,,,ALPINE CAPITAL SERVICES LTD.,,,,11885,20110331,,,0.1,,,,,30.2,,
2.2,12,1050.75,,-173.6,,ALPINE HOUSING DEVP. CORPN. LTD.,0.1,2.3,0.0,11905,20110331,3.4,,5.4,1.0,,175.5,,1117.0,,0.0
9.5,12,12705.15,16.0,-365.8,,ALPS INDUSTRIES LTD.,0.0,,,11955,20110331,28.5,4.1,-965.1,4.4,,6952.2,0.0,13174.9,,3.9
,12,31.5,,-0.3,,ALPS MOTOR FINANCE LTD.,,,,11961,20110331,,,0.9,,,,,32.2,,
,15,3.45,,,,ALSA MARINE & HARVESTS LTD.,,,,11990,20110331,,,-1.6,,,,,2.7,,
,12,31308.7,16.9,2739.0,,G E POWER INDIA LTD.,,,2481.2,12011,20110331,519.2,2.1,1691.6,488.4,,16086.1,11.4,31967.7,,0.4
,12,163.5,,13.4,,ALUFLUORIDE LTD.,,,,12108,20110331,3.0,0.0,-8.2,3.0,,186.3,,153.4,,
,12,160.1,,0.6,,ALUMINIUM INDUSTRIES LTD.,0.0,,1.1,12131,20110331,,,-173.8,,2.8,152.3,,152.2,,
,12,74.3,2.5,5.1,,AMAL LTD.,,,,12258,20110331,37.4,,-37.2,34.9,,145.8,,66.2,,
,12,8.8,,,,AMALGAMATED ELECTRICITY CO. LTD.,,,,12281,20110331,,,-0.1,,,,,8.8,,
,12,20.7,,-0.5,,AMANI TRADING & EXPORTS LTD.,,,,12379,20110331,,,0.4,,,42.5,,20.7,,
52.8,12,4250.7,194.7,-1.4,0.0,AMAR REMEDIES LTD.,0.6,0.0,,12482,20110630,196.7,1.4,380.5,0.0,15.2,5816.6,,4902.0,,
0.1,12,43.9,,-2.6,,AMAR VANIJYA LTD.,,,,12506,20110331,,,0.6,,,,,42.1,,
103.0,12,10510.25,53.5,861.2,,AMARA RAJA BATTERIES LTD.,,12.5,9.1,12517,20110331,475.0,28.7,1481.0,216.5,2.1,19447.3,,11170.3,,7.9
