co_code	company_name	co_stkdate	bse_pb	nse_pb	eps_on_stkdate
289	A B C INDIA LTD.	20080801	NA	NA	3.1653
363	STARLOG ENTERPRISES LTD.	20080801	1.6247	NA	57.6668
365	A B G SHIPYARD LTD.	20080801	2.2872	2.2841	32.4085
400	A B L BIOTECHNOLOGIES LTD.	20080801	1.6997	NA	2.0122
415	A B M KNOWLEDGEWARE LTD.	20080801	2.1524	NA	5.2894
612	A C E EDUTREND LTD.	20080801	0.7254	NA	0.0316
783	A D F FOODS LTD.	20080801	0.8439	NA	4.2153
1120	A I A ENGINEERING LTD.	20080801	4.5196	4.4221	63.8992
1317	A K CAPITAL SERVICES LTD.	20080801	1.4937	NA	51.1207
2015	A N G INDUSTRIES LTD.	20080801	1.1187	1.1137	11.7836
2248	A P M INDUSTRIES LTD.	20080801	0.2538	NA	-1.5038
2384	SCHNEIDER ELECTRIC PRESIDENT SYSTEMS LTD.	20080801	1.7759	NA	16.2698
2717	DISH T V INDIA LTD.	20080801	NA	NA	-10.4504
2773	ANIL SPECIAL STEEL INDS. LTD.	20080801	0.4896	NA	0.0295
2842	A S M TECHNOLOGIES LTD.	20080801	1.6591	NA	7.48
3052	A T N INTERNATIONAL LTD.	20080801	0.572	0.5602	-0.9455
3149	TAVERNIER RESOURCES LTD.	20080801	1.565	NA	-0.9513
3335	A V T NATURAL PRODUCTS LTD.	20080801	1.4799	1.4077	12.0039
3889	AAREY DRUGS & PHARMACEUTICALS LTD.	20080801	3.1531	NA	1.1799
3990	AARTI DRUGS LTD.	20080801	0.5289	0.5274	13.2809
3998	AARTI INDUSTRIES LTD.	20080801	1.069	1.069	8.8725
4024	AARVEE DENIMS & EXPORTS LTD.	20080801	0.8121	0.8017	-0.8994
4253	ABAN OFFSHORE LTD.	20080801	12.1949	12.1709	53.6453
4671	RADICO KHAITAN LTD.	20080801	3.2625	3.2689	2.0612
4680	ABHISHEK CORPORATION LTD.	20080801	0.3837	0.3884	3.0767
4709	TRIDENT LTD.	20080801	0.6906	0.6868	-0.0778
5003	ACCEL FRONTLINE LTD.	20080801	1.7749	1.7835	2.8966
5206	ACCURATE TRANSFORMERS LTD.	20080801	0.9627	NA	21.6654
5284	ACE SOFTWARE EXPORTS LTD.	20080801	0.4522	NA	5.8761
5396	ACKNIT INDUSTRIES LTD.	20080801	0.4997	NA	6.2698
5417	PROVOGUE (INDIA) LTD.	20080801	3.0498	3.0443	12.1938
5568	ACROW INDIA LTD.	20080801	1.2211	NA	21.0938
5574	ACRYSIL LTD.	20080801	2.3866	NA	19.5773
5596	ACTION FINANCIAL SERVICES (INDIA) LTD.	20080801	2.5815	NA	-2.9917
5695	AD-MANUM FINANCE LTD.	20080801	0.3961	NA	4.4667
5747	ADANI ENTERPRISES LTD.	20080801	11.2739	11.3417	11.7457
5802	VIKAS GRANARIES LTD.	20080801	1.2005	NA	4.9602
5843	ADARSH PLANT PROTECT LTD.	20080801	1.8321	NA	-0.6255
6348	ADITYA ISPAT LTD.	20080801	0.77	NA	0.2887
6374	NITIN CASTINGS LTD.	20080801	0.5028	NA	12.963
6484	RELIANCE MEDIAWORKS LTD.	20080801	3.5513	3.553	6.8139
6584	ADOR FONTECH LTD.	20080801	1.5594	NA	27.2571
6585	ADOR MULTIPRODUCTS LTD.	20080801	1.0044	NA	1.1137
6871	ADVANCED MICRONIC DEVICES LTD.	20080801	1.516	NA	5.3966
6916	ADVANI HOTELS & RESORTS (INDIA) LTD.	20080801	11.6369	11.6643	1.203
6923	ADOR WELDING LTD.	20080801	1.3709	1.3767	16.8916
6926	ADVANTA LTD. [MERGED]	20080801	2.9152	2.8937	-4.3304
6953	ADVENT COMPUTER SERVICES LTD.	20080801	0.7004	NA	-0.381
7002	ADVIK LABORATORIES LTD.	20080801	0.4535	NA	-0.2887
7068	AEGIS LOGISTICS LTD.	20080801	1.9824	1.9697	17.5822
7077	LUDLOW JUTE & SPECIALITIES LTD.	20080801	0.9816	NA	2.1906
7091	AEONIAN INVESTMENTS CO. LTD.	20080801	1.0987	NA	43.1875
7294	AFTEK LTD.	20080801	0.561	0.5616	12.0325
7633	SHIRPUR GOLD REFINERY LTD.	20080801	4.9867	NA	-21.8345
8153	AGRO DUTCH INDS. LTD.	20080801	0.4544	0.4563	4.5673
8183	AGRO TECH FOODS LTD.	20080801	2.6664	2.6621	6.1184
8306	AHLCON PARENTERALS (INDIA) LTD.	20080801	0.8326	NA	6.0971
8312	AHLUWALIA CONTRACTS (INDIA) LTD.	20080801	5.2726	NA	8.58
8378	AHMEDABAD STEELCRAFT LTD.	20080801	2.4804	NA	-3.739
8392	METALYST FORGINGS LTD.	20080801	0.8712	0.8725	18.6541
8523	AIMCO PESTICIDES LTD.	20080801	0.5293	NA	-4.0708
8893	AJANTA PHARMA LTD.	20080801	0.6867	0.6872	14.3571
8909	AJANTA SOYA LTD.	20080801	0.5972	NA	0.3362
9167	AJCON GLOBAL SERVICES LTD.	20080801	0.845	NA	1.259
9395	OPTIEMUS INFRACOM LTD.	20080801	0.8757	NA	0
9431	AKAR TOOLS LTD.	20080801	1.0049	NA	4.1528
9681	CORE EDUCATION & TECHNOLOGIES LTD.	20080801	5.4492	5.4529	5.7101
9780	HUBTOWN LTD.	20080801	5.1556	5.1556	57.0765
9793	AKSH OPTIFIBRE LTD.	20080801	1.094	1.1008	-1.9333
10376	ALBERT DAVID LTD.	20080801	0.7524	NA	11.7572
10566	ALEMBIC LTD.	20080801	1.9268	1.935	4.6925
10674	ALFA ICA (INDIA) LTD.	20080801	1.4105	NA	2.104
10678	ALFA LAVAL (INDIA) LTD.	20080801	4.6204	4.5251	50.7696
10714	ALFA TRANSFORMERS LTD.	20080801	1.3039	NA	7.2201
10735	ALFAVISION OVERSEAS (INDIA) LTD.	20080801	0.8918	NA	1.6494
10752	ALFRED HERBERT (INDIA) LTD.	20080801	0.5282	NA	12.8333
10866	ALKA SECURITIES LTD.	20080801	11.0507	NA	0.458
10867	ALKA INDIA LTD.	20080801	0.9331	NA	0.0084
10903	ALKYL AMINES CHEMICALS LTD.	20080801	1.5558	1.5013	11.9433
11019	ALLAHABAD BANK	20080801	0.6087	0.6057	19.4251
11063	ALLCARGO LOGISTICS LTD.	20080801	4.4095	4.4158	29.0209
11259	AVONMORE CAPITAL & MGMT. SERVICES LTD.	20080801	0.4953	NA	0.4293
11262	ALMONDZ GLOBAL SECURITIES LTD.	20080801	0.9148	0.9372	3.1159
11284	RAP MEDIA LTD.	20080801	1.2323	NA	2.2445
11303	ALLIED DIGITAL SERVICES LTD.	20080801	7.4996	7.4859	28.8836
11443	ALLSEC TECHNOLOGIES LTD.	20080801	0.4114	0.4156	-15.8482
11599	ALOK INDUSTRIES LTD.	20080801	0.5476	0.5449	10.115
