co_code	company_name	co_stkdate	bse_pb	nse_pb	eps_on_stkdate
18151	APOLLO TYRES LTD.	20090803	1.4105	1.4087	2.8459
18227	APPLE FINANCE LTD.	20090803	1.4051	NA	-3.3679
18395	HEXAWARE TECHNOLOGIES LTD.	20090803	1.6475	1.6565	5.1904
18396	APTECH LTD.	20090803	3.5698	3.5861	17.0229
18850	ARAVALI SECURITIES & FINANCE LTD.	20090803	0.5923	NA	-0.066
18939	ARCEE INDUSTRIES LTD.	20090803	0.3786	NA	0.1362
19063	ARCHIES LTD.	20090803	0.6688	0.6625	7.5933
19291	AREX INDUSTRIES LTD.	20090803	0.3635	NA	1.6672
19361	NATIONAL PLASTIC TECHNOLOGIES LTD.	20090803	0.5467	NA	1.0365
19408	FINAVENTURE CAPITAL LTD.	20090803	1.9086	NA	-0.5048
19420	ARIES AGRO LTD.	20090803	0.7184	0.7235	3.1605
19480	ARIHANT CAPITAL MARKETS LTD.	20090803	0.8609	NA	3.3502
19528	ARIHANT FOUNDATIONS & HOUSING LTD.	20090803	0.8258	0.8331	76.8794
19962	RESONANCE SPECIALTIES LTD.	20090803	0.6518	NA	1.2041
20015	ARO GRANITE INDS. LTD.	20090803	0.4685	0.4685	9.9394
20094	ARONI COMMERCIALS LTD. [MERGED]	20090803	0.3274	NA	-2.6909
20138	ARORA FIBRES LTD.	20090803	NA	NA	-2.261
20327	ARROW GREENTECH LTD.	20090803	0.4201	NA	-0.3204
20451	ARTEFACT PROJECTS LTD.	20090803	2.7797	NA	4.3653
20554	ARTSON ENGINEERING LTD.	20090803	NA	NA	-1.0238
20973	GUJARAT METALLIC COAL & COKE LTD.	20090803	3.6651	NA	0.2777
21009	ARVIND INTERNATIONAL LTD.	20090803	0.4844	NA	-1.7403
21042	ARVIND LTD.	20090803	0.5479	0.5499	-3.1323
21058	ARVIND PRODUCTS LTD. [MERGED]	20090803	3.1881	NA	-3.2833
21066	ARVIND REMEDIES LTD.	20090803	0.8907	0.8757	0.2192
21190	ARYAMAN FINANCIAL SERVICES LTD.	20090803	1.0428	NA	0.0173
21275	ASAHI INFRASTRUCTURE & PROJECTS LTD.	20090803	1.7158	NA	0.0122
21283	ASAHI INDIA GLASS LTD.	20090803	4.9328	4.9246	-0.367
21290	ASAHI SONGWON COLORS LTD.	20090803	0.4	NA	1.3038
21358	ASCENT EXIM (INDIA) LTD.	20090803	0.2331	NA	-0.1332
21420	A B B INDIA LTD.	20090803	6.771	6.772	21.4848
21575	ASHAPURA MINECHEM LTD.	20090803	1.4638	1.4737	-35.2885
21611	ASHCO NIULAB INDS. LTD.	20090803	0.7594	0.7252	-3.2304
21663	ASHIANA HOUSING LTD.	20090803	1.0147	NA	15.4997
21667	ASHIANA ISPAT LTD.	20090803	0.4257	NA	4.2779
21707	ASHIMA LTD.	20090803	NA	NA	-5.7749
21728	ASHIRWAD CAPITAL LTD.	20090803	1.3235	NA	0.19
21755	ASHIRWAD STEELS & INDS. LTD.	20090803	0.2559	NA	-2.288
21964	ASHOK ALCO-CHEM LTD.	20090803	NA	NA	-9.4031
22104	ASHOK LEYLAND LTD.	20090803	2.3556	2.3525	1.087
22773	RELIGARE TECHNOVA GLOBAL SOLUTIONS LTD. [MERGED]	20090803	1.8561	NA	-4.4176
22793	ASIAN ELECTRONICS LTD.	20090803	0.5331	0.5318	0.532
22819	ASIAN HOTELS (NORTH) LTD.	20090803	0.9514	0.958	29.3594
22823	KOHINOOR TECHNO ENGINEERS LTD.	20090803	1.2652	NA	0.1434
22855	ASIAN OILFIELD SERVICES LTD.	20090803	1.0128	NA	3.5656
22859	ASIAN PAINTS LTD.	20090803	10.7813	10.7759	43.1642
22896	ASIAN STAR CO. LTD.	20090803	4.1378	NA	13.5224
22900	ASIAN TEA & EXPORTS LTD.	20090803	1.356	NA	0.6824
23217	ASSAM COMPANY INDIA LTD.	20090803	1.7188	1.7188	0.3654
23320	ASSOCIATED ALCOHOLS & BREWERIES LTD.	20090803	0.4539	NA	0.0664
23354	A C C LTD.	20090803	2.8744	2.8778	73.3047
23463	HIND ALUMINIUM INDS. LTD.	20090803	0.4936	NA	3.0799
23482	ASSOCIATED STONE INDS. (KOTAH) LTD.	20090803	0.6217	NA	10.5607
23668	ASTRA MICROWAVE PRODUCTS LTD.	20090803	3.1212	3.119	2.5691
23696	ASTRAL POLY TECHNIK LTD.	20090803	1.3708	1.3784	9.8149
23709	ASTRAZENECA PHARMA INDIA LTD.	20090803	12.6181	12.6352	25.452
23873	VAARAD VENTURES LTD.	20090803	14.0459	NA	0.4931
24028	ATLANTA LTD.	20090803	0.9443	0.9492	12.6319
24101	ATLAS COPCO (INDIA) LTD.	20090803	3.5731	NA	31.629
24106	ATLAS CYCLES (HARYANA) LTD.	20090803	0.3428	0.3418	8.518
24306	ATUL AUTO LTD.	20090803	0.9045	NA	0
24381	ATUL LTD.	20090803	0.5518	0.551	16.4893
24496	AKSHARCHEM (INDIA) LTD.	20090803	0.4888	NA	-18.22
24570	AUNDE INDIA LTD.	20090803	0.5032	NA	-0.3917
24616	AURANGABAD PAPER MILLS LTD.	20090803	NA	NA	-0.8084
24663	AURO LABORATORIES LTD.	20090803	0.3936	NA	0.2086
24685	AUROBINDO PHARMA LTD.	20090803	2.3435	2.3499	39.5218
24774	AUSTIN ENGINEERING CO. LTD.	20090803	0.5511	NA	15.4894
24919	AUTOLINE INDUSTRIES LTD.	20090803	0.5915	0.6026	3.8509
24921	AUTOLITE (INDIA) LTD.	20090803	1.1637	1.1425	-0.3278
24967	AUTOMOBILE CORPN. OF GOA LTD.	20090803	1.0794	NA	10.1065
24976	AUTOMOTIVE AXLES LTD.	20090803	1.9078	1.9472	5.1284
25020	AUTORIDERS FINANCE LTD.	20090803	NA	NA	-0.2899
25089	AVAILABLE FINANCE LTD.	20090803	0.5951	NA	0.4316
25159	AVANTEL LTD.	20090803	1.4843	NA	4.1645
25176	AVANTI FEEDS LTD.	20090803	0.2068	NA	-9.15
25290	SANOFI INDIA LTD.	20090803	3.2597	3.2566	76.941
25323	AVERY INDIA LTD.	20090803	2.3629	NA	4.6479
25574	AVON LIFESCIENCES LTD.	20090803	0.9956	NA	3.0667
25580	C N I RESEARCH LTD.	20090803	7.5146	NA	-0.0033
25600	AVON CORPORATION LTD.	20090803	0.9171	NA	1.3193
25754	ELIXIR CAPITAL LTD.	20090803	1.2369	NA	-2.8303
25782	AXON VENTURES LTD.	20090803	1.1075	NA	-0.0379
25790	AXTEL INDUSTRIES LTD.	20090803	0.6114	NA	2.08
25932	GLOBAL VECTRA HELICORP LTD.	20090803	4.9283	5.0405	-7.2
26005	B & A LTD.	20090803	3.144	NA	9.5484
26039	B 2 B SOFTWARE TECHNOLOGIES LTD.	20090803	1.1125	NA	-1.0703
26061	B A G FILMS & MEDIA LTD.	20090803	1.244	1.2375	-0.234
26076	B A S F INDIA LTD.	20090803	1.9611	1.9608	25.25
26214	B C C FUBA INDIA LTD.	20090803	2.7016	NA	-2.6077
26260	B C L FORGINGS LTD.	20090803	1.0541	NA	-6.4193
26485	B F UTILITIES LTD.	20090803	13.084	13.0875	0.377
26633	BILCARE LTD.	20090803	1.6519	NA	35.7391
26647	B I T S LTD.	20090803	0.2047	NA	-0.008
26919	B L B LTD.	20090803	0.5285	NA	0.384
26964	B L KASHYAP & SONS LTD.	20090803	1.4632	1.4624	24.2455
26990	B L S INFOTECH LTD.	20090803	0.4487	NA	-0.0208
27247	B N K CAPITAL MARKETS LTD.	20090803	0.7609	NA	5.2419
27289	B N R UDYOG LTD.	20090803	0.8174	NA	1.8667
27292	B N RATHI SECURITIES LTD.	20090803	0.6549	NA	2.1825
27319	B NANJI ENTERPRISES LTD.	20090803	0.4877	NA	0.9248
27347	LINDE INDIA LTD.	20090803	1.3407	1.3403	2.4178
27428	B P L LTD.	20090803	2.449	2.4453	-2.5809
27739	B S E L INFRASTRUCTURE REALTY LTD.	20090803	0.3646	0.3636	0.6076
27747	RELIANCE INFRASTRUCTURE LTD.	20090803	2.5489	2.547	48.9634
27798	B S L LTD.	20090803	0.3222	0.3043	2.5495
28469	BAFFIN ENGINEERING PROJECTS LTD.	20090803	11.9149	NA	-0.019
28503	BAFNA PHARMACEUTICALS LTD.	20090803	0.8966	NA	1.0137
28507	BAFNA SPINNING MILLS & EXPORTS LTD.	20090803	0.3553	NA	0.0437
28897	BAJAJ FINANCE LTD.	20090803	0.6996	0.6996	11.0586
28899	BAJAJ HOLDINGS & INVST. LTD.	20090803	1.4454	1.4444	45.4788
28920	BAJAJ ELECTRICALS LTD.	20090803	3.3406	3.343	53.2056
28932	BAJAJ HINDUSTHAN SUGAR LTD.	20090803	1.5573	1.5585	-0.0249
28974	BAJAJ STEEL INDS. LTD.	20090803	0.7921	NA	47.3636
28981	FORCE MOTORS LTD.	20090803	0.7885	NA	104.8932
29203	BAL PHARMA LTD.	20090803	0.538	0.5326	2.7854
29221	BALA TECHNO INDS. LTD.	20090803	0.1969	NA	0.0143
29258	BALAJI AMINES LTD.	20090803	0.7711	0.7393	23.3326
29294	BALAJI DISTILLERIES LTD. [MERGED]	20090803	NA	NA	-1.5117
29433	BALAJI TELEFILMS LTD.	20090803	0.9089	0.9064	1.2912
29657	BALKRISHNA INDUSTRIES LTD.	20090803	1.2413	1.2314	55.8047
29678	BALLARPUR INDUSTRIES LTD.	20090803	0.9754	0.9734	2.2793
29703	BALMER LAWRIE & CO. LTD.	20090803	1.7106	1.7061	54.126
29728	BALRAMPUR CHINI MILLS LTD.	20090803	2.6275	2.6253	7.6267
29785	BALURGHAT TECHNOLOGIES LTD.	20090803	0.8211	NA	-0.0879
29808	COMMEX TECHNOLOGY LTD.	20090803	1.4046	NA	-2.9625
