co_code,company_name,co_stkdate,bse_pb,nse_pb,eps_on_stkdate
36354,BIRLA PRECISION TECHNOLOGIES LTD.,20050801,4.0422,NA,5.1562
36391,DIGJAM LTD. [MERGED],20050801,NA,NA,-2.6955
36392,BIRLA POWER SOLUTIONS LTD.,20050801,1.1261,NA,3.3203
36462,BISIL PLAST LTD.,20050801,0.9664,NA,-0.074
36711,BLISS G V S PHARMA LTD.,20050801,3.9,NA,2.8077
36743,BLOOM DEKOR LTD.,20050801,0.5088,NA,-0.3385
36815,BLOW PLAST LTD. [MERGED],20050801,2.6541,NA,5.5563
36895,BLUE CHIP INDIA LTD.,20050801,2.5987,2.5728,0.009
36905,BLUE CHIP TEX INDS. LTD.,20050801,0.7285,NA,0.406
36937,BLUE DART EXPRESS LTD.,20050801,6.1342,6.1724,20.0565
37077,BLUE STAR INFOTECH LTD. [MERGED],20050801,2.3236,2.3407,8.38
37079,BLUE STAR LTD.,20050801,3.9896,3.9972,19.5194
37410,BOMBAY BURMAH TRDG. CORPN. LTD.,20050801,4.5166,4.5109,5.4678
37451,BOMBAY DYEING & MFG. CO. LTD.,20050801,3.8639,3.8693,2.466
37643,B K V INDUSTRIES LTD.,20050801,NA,NA,-0.0319
37735,BONGAIGAON REFINERY & PETROCHEMICALS LTD. [MERGED],20050801,2.127,2.1294,20.5702
37882,BORAX MORARJI LTD.,20050801,1.7533,NA,4.757
37935,BOROSIL GLASS WORKS LTD.,20050801,1.6561,NA,7.7572
38148,BRADY & MORRIS ENGG. CO. LTD.,20050801,1.7561,NA,2.5333
38179,BILPOWER LTD.,20050801,2.7178,NA,11.7581
38402,BRAWN BIOTECH LTD.,20050801,0.6284,NA,-11.1765
38452,I M + CAPITALS LTD.,20050801,1.6785,NA,11.1514
38537,BRIGHT BROTHERS LTD.,20050801,1.6834,NA,-8.4917
