co_code,,,,,
289,A B C INDIA LTD.,20030801,0.0958,NA,1.6792
363,STARLOG ENTERPRISES LTD.,20030801,0.2308,NA,6.06
400,A B L BIOTECHNOLOGIES LTD.,20030801,0.8607,NA,-0.3415
783,A D F FOODS LTD.,20030801,0.3105,NA,1.5763
934,APEEJAY TEA LTD. [MERGED],20030801,0.3951,NA,-6.7833
1464,S M S TECHSOFT (INDIA) LTD.,20030801,0.2898,NA,-0.0198
1827,A M I COMPUTERS (I) LTD.,20030801,0.1448,NA,-3.8307
2248,A P M INDUSTRIES LTD.,20030801,0.1641,NA,4.2107
2773,ANIL SPECIAL STEEL INDS. LTD.,20030801,NA,NA,-0.9377
2842,A S M TECHNOLOGIES LTD.,20030801,0.7273,NA,-7.42
3052,A T N INTERNATIONAL LTD.,20030801,0.468,0.4561,-0.327
3335,A V T NATURAL PRODUCTS LTD.,20030801,0.2647,NA,-15.3977
3990,AARTI DRUGS LTD.,20030801,0.8912,NA,9.4632
3998,AARTI INDUSTRIES LTD.,20030801,0.8387,0.836,24.1699
4024,AARVEE DENIMS & EXPORTS LTD.,20030801,1.2736,NA,6.2979
4210,ABACUS COMPUTERS LTD.,20030801,1.0477,NA,-0.5607
4253,ABAN OFFSHORE LTD.,20030801,1.6302,1.6335,14.8157
4286,PHARMACIA HEALTHCARE LTD. [MERGED],20030801,2.4107,2.4232,-33.2407
4320,ABEE INFO-CONSUMABLES LTD.,20030801,0.3145,NA,0.19
4671,RADICO KHAITAN LTD.,20030801,1.1482,1.1123,7.9473
4709,TRIDENT LTD.,20030801,0.7272,0.7295,1.6097
5284,ACE SOFTWARE EXPORTS LTD.,20030801,0.3727,NA,0.9825
5396,ACKNIT INDUSTRIES LTD.,20030801,0.3252,NA,6.3492
5568,ACROW INDIA LTD.,20030801,0.313,NA,7.8125
5574,ACRYSIL LTD.,20030801,0.4188,NA,1.6719
5596,ACTION FINANCIAL SERVICES (INDIA) LTD.,20030801,0.1201,NA,-0.5
5715,ADAM COMSOF LTD.,20030801,0.1748,NA,0.8444
5747,ADANI ENTERPRISES LTD.,20030801,0.7208,0.7222,19.127
5802,VIKAS GRANARIES LTD.,20030801,0.6403,NA,0.1173
5907,ADD-LIFE PHARMA LTD.,20030801,0.5851,NA,-3.0236
5921,ADDI INDUSTRIES LTD.,20030801,0.3396,NA,11.5036
6484,RELIANCE MEDIAWORKS LTD.,20030801,1.2436,1.2469,7.0835
6584,ADOR FONTECH LTD.,20030801,0.759,NA,3.8571
6589,ADOR TECHNOPAK LTD. [MERGED],20030801,1.0348,NA,-3.0492
6871,ADVANCED MICRONIC DEVICES LTD.,20030801,0.87,NA,1.4202
6916,ADVANI HOTELS & RESORTS (INDIA) LTD.,20030801,1.2416,NA,-3.0615
6923,ADOR WELDING LTD.,20030801,0.708,0.7241,6.1625
6953,ADVENT COMPUTER SERVICES LTD.,20030801,0.1615,NA,-2.1199
7068,AEGIS LOGISTICS LTD.,20030801,0.3395,0.3295,2.7967
7077,LUDLOW JUTE & SPECIALITIES LTD.,20030801,0.2374,NA,0.8818
7294,AFTEK LTD.,20030801,1.3167,1.3054,39.96
7633,SHIRPUR GOLD REFINERY LTD.,20030801,0.2435,0.2527,-0.1285
8153,AGRO DUTCH INDS. LTD.,20030801,0.4041,0.4075,-16.8877
8183,AGRO TECH FOODS LTD.,20030801,1.5894,1.5876,0.7386
8306,AHLCON PARENTERALS (INDIA) LTD.,20030801,0.9292,NA,0
8354,TORRENT POWER A E C LTD. [MERGED],20030801,0.7692,0.7658,1.2659
8378,AHMEDABAD STEELCRAFT LTD.,20030801,0.4718,NA,-0.3177
8392,METALYST FORGINGS LTD.,20030801,1.077,1.0714,4.4375
8523,AIMCO PESTICIDES LTD.,20030801,0.168,NA,-3.013
8893,AJANTA PHARMA LTD.,20030801,0.3048,0.3051,2.0655
8909,AJANTA SOYA LTD.,20030801,0.1702,NA,0.5416
9681,CORE EDUCATION & TECHNOLOGIES LTD.,20030801,NA,NA,-0.4167
9793,AKSH OPTIFIBRE LTD.,20030801,0.6208,0.6208,-2.0329
10131,ALACRITY ELECTRONICS LTD.,20030801,0.2216,NA,-0.5846
10376,ALBERT DAVID LTD.,20030801,0.987,NA,9.7421
10397,RHODIA SPECIALTY CHEMICALS INDIA LTD.,20030801,1.4082,NA,13.8642
10564,SHRENO LTD.,20030801,0.4015,NA,9.0957
10566,ALEMBIC LTD.,20030801,1.311,1.3062,47.1958
10678,ALFA LAVAL (INDIA) LTD.,20030801,3.4582,3.4028,28.8979
10714,ALFA TRANSFORMERS LTD.,20030801,0.2426,NA,0.4359
10735,ALFAVISION OVERSEAS (INDIA) LTD.,20030801,0.5715,NA,0.0317
10867,ALKA INDIA LTD.,20030801,0.7691,NA,0.1384
10903,ALKYL AMINES CHEMICALS LTD.,20030801,0.5685,NA,2.1997
11019,ALLAHABAD BANK,20030801,0.6582,0.6582,2.7502
11262,ALMONDZ GLOBAL SECURITIES LTD.,20030801,0.2218,NA,1.1872
11599,ALOK INDUSTRIES LTD.,20030801,0.9426,0.9509,5.712
11736,ALPHA DRUG INDIA LTD. [MERGED],20030801,3.6466,NA,-1.2657
11764,ALPHA HI-TECH FUEL LTD.,20030801,0.1749,NA,0.1903
11853,ALPHAGEO (INDIA) LTD.,20030801,0.5766,NA,3.1273
11955,ALPS INDUSTRIES LTD.,20030801,0.2772,0.2772,9.1792
12007,G E T & D INDIA LTD.,20030801,0.9099,NA,1.968
12011,G E POWER INDIA LTD.,20030801,2.853,2.8607,4.8684
12108,ALUFLUORIDE LTD.,20030801,1.0569,NA,0.9999
12258,AMAL LTD.,20030801,0.4457,NA,-3.5587
12517,AMARA RAJA BATTERIES LTD.,20030801,0.4161,0.418,3.3282
12577,AMARJOTHI SPINNING MILLS LTD.,20030801,0.4055,NA,8.6519
12774,AMBALAL SARABHAI ENTERPRISES LTD.,20030801,0.6501,NA,-4.9708
12933,AMBICA AGARBATHIES AROMA & INDS. LTD.,20030801,2.9718,NA,1.7455
13096,AMBITIOUS PLASTOMAC CO. LTD.,20030801,NA,NA,-0.3787
13126,AMBUJA CEMENT EASTERN LTD. [MERGED],20030801,3.5694,NA,2.4905
13130,AMBUJA CEMENT RAJASTHAN LTD. [MERGED],20030801,NA,NA,-1.0915
13356,TUTIS TECHNOLOGIES LTD.,20030801,0.617,NA,3.7083
13398,AMFORGE INDUSTRIES LTD.,20030801,2.0972,NA,1.8956
13711,AMIT SPINNING INDS. LTD.,20030801,1.2645,1.3229,-6.9375
14000,AMRAPALI INDUSTRIES LTD.,20030801,0.2817,NA,0.4
14204,AMRUTANJAN HEALTH CARE LTD.,20030801,0.9872,NA,9.8125
14268,AMTEK AUTO LTD.,20030801,1.9089,1.9221,21.8975
14271,CASTEX TECHNOLOGIES LTD.,20030801,0.6562,NA,12.3313
