co_code	company_name	co_stkdate	bse_pb	nse_pb	eps_on_stkdate
11	20 MICRONS LTD.	20100802	1.6878	1.6797	4.096
289	A B C INDIA LTD.	20100802	NA	NA	3.0534
363	STARLOG ENTERPRISES LTD.	20100802	0.9113	NA	2.6131
365	A B G SHIPYARD LTD.	20100802	1.113	1.1143	44.0676
400	A B L BIOTECHNOLOGIES LTD.	20100802	1.187	NA	-24.8293
415	A B M KNOWLEDGEWARE LTD.	20100802	2.1344	NA	8.709
612	A C E EDUTREND LTD.	20100802	3.3208	NA	1.2663
666	A C I INFOCOM LTD.	20100802	3.4572	NA	0.3559
783	A D F FOODS LTD.	20100802	1.4537	NA	7.065
1120	A I A ENGINEERING LTD.	20100802	4.4097	4.4024	13.7245
1317	A K CAPITAL SERVICES LTD.	20100802	1.5149	NA	87.197
2015	A N G INDUSTRIES LTD.	20100802	0.9636	0.9643	-4.1786
2248	A P M INDUSTRIES LTD.	20100802	0.5543	NA	19.1335
2384	SCHNEIDER ELECTRIC PRESIDENT SYSTEMS LTD.	20100802	1.7134	NA	3.6376
2717	DISH T V INDIA LTD.	20100802	14.5529	14.5687	-2.3595
2773	ANIL SPECIAL STEEL INDS. LTD.	20100802	0.7053	NA	1.7914
2842	A S M TECHNOLOGIES LTD.	20100802	1.5969	NA	7.58
3052	A T N INTERNATIONAL LTD.	20100802	0.5645	0.5488	-0.2231
3083	A T V PROJECTS INDIA LTD.	20100802	NA	NA	0.8773
3149	TAVERNIER RESOURCES LTD.	20100802	2.4966	NA	-0.4005
3335	A V T NATURAL PRODUCTS LTD.	20100802	1.4688	1.4609	7.0526
3704	PRISM INFORMATICS LTD.	20100802	2.2582	NA	6.5646
3889	AAREY DRUGS & PHARMACEUTICALS LTD.	20100802	1.3742	NA	1.7399
3990	AARTI DRUGS LTD.	20100802	1.1061	1.1049	20.7209
3998	AARTI INDUSTRIES LTD.	20100802	0.9391	0.9409	8.6809
4024	AARVEE DENIMS & EXPORTS LTD.	20100802	0.9069	0.9082	9.6676
4253	ABAN OFFSHORE LTD.	20100802	1.9973	1.9961	62.5079
4671	RADICO KHAITAN LTD.	20100802	2.8223	2.8344	3.2391
4680	ABHISHEK CORPORATION LTD.	20100802	0.4263	0.4297	-26.386
4709	TRIDENT LTD.	20100802	0.7336	0.7358	1.2471
5003	ACCEL FRONTLINE LTD.	20100802	1.0523	1.0534	1.8881
5206	ACCURATE TRANSFORMERS LTD.	20100802	0.6359	NA	20.4933
5284	ACE SOFTWARE EXPORTS LTD.	20100802	0.4701	NA	-0.3846
5396	ACKNIT INDUSTRIES LTD.	20100802	0.3658	NA	3.5714
5417	PROVOGUE (INDIA) LTD.	20100802	0.9618	0.9634	2.5499
5568	ACROW INDIA LTD.	20100802	1.1214	NA	2.0312
5574	ACRYSIL LTD.	20100802	1.8634	NA	21.3324
5695	AD-MANUM FINANCE LTD.	20100802	0.5894	NA	7.2
5747	ADANI ENTERPRISES LTD.	20100802	5.8353	5.8363	3.5798
5757	ADANI POWER LTD.	20100802	4.9597	4.9653	1.3083
5802	VIKAS GRANARIES LTD.	20100802	0.853	NA	13.2469
5843	ADARSH PLANT PROTECT LTD.	20100802	1.7278	NA	0.5448
5994	ACIL COTTON INDS. LTD.	20100802	3.6414	NA	0.2707
6136	ADINATH EXIM RESOURCES LTD.	20100802	1.2973	NA	0.1949
6342	ADITYA FORGE LTD.	20100802	3.0227	NA	3.9456
6348	ADITYA ISPAT LTD.	20100802	0.5791	NA	0.2941
6484	RELIANCE MEDIAWORKS LTD.	20100802	2.4448	2.4419	-17.593
6584	ADOR FONTECH LTD.	20100802	2.4738	NA	39.6571
6585	ADOR MULTIPRODUCTS LTD.	20100802	1.2723	NA	1.6477
6871	ADVANCED MICRONIC DEVICES LTD.	20100802	1.2312	NA	3.5409
6916	ADVANI HOTELS & RESORTS (INDIA) LTD.	20100802	7.2587	7.4106	0.0822
6923	ADOR WELDING LTD.	20100802	1.8652	1.867	17.6343
6926	ADVANTA LTD. [MERGED]	20100802	2.0425	2.0328	-28.0852
6953	ADVENT COMPUTER SERVICES LTD.	20100802	0.3253	NA	-0.0246
7002	ADVIK LABORATORIES LTD.	20100802	0.4668	NA	0
7068	AEGIS LOGISTICS LTD.	20100802	4.7227	4.743	18.811
7077	LUDLOW JUTE & SPECIALITIES LTD.	20100802	2.007	NA	8.187
7091	AEONIAN INVESTMENTS CO. LTD.	20100802	1.0504	NA	7.5208
7294	AFTEK LTD.	20100802	0.1957	0.1953	0.201
7633	SHIRPUR GOLD REFINERY LTD.	20100802	1.327	NA	-8.4755
8153	AGRO DUTCH INDS. LTD.	20100802	1.6274	1.6169	-4.6519
8183	AGRO TECH FOODS LTD.	20100802	4.6323	4.6441	10.1603
8306	AHLCON PARENTERALS (INDIA) LTD.	20100802	1.5552	NA	11.9998
8312	AHLUWALIA CONTRACTS (INDIA) LTD.	20100802	5.0728	5.0852	13.7534
8378	AHMEDABAD STEELCRAFT LTD.	20100802	1.7373	NA	-0.4888
8392	METALYST FORGINGS LTD.	20100802	0.8538	0.8584	15.5238
8523	AIMCO PESTICIDES LTD.	20100802	1.3316	NA	-2.1978
8893	AJANTA PHARMA LTD.	20100802	1.4082	1.4086	26.5534
8909	AJANTA SOYA LTD.	20100802	0.7013	NA	0.4035
9167	AJCON GLOBAL SERVICES LTD.	20100802	0.5354	NA	0.8175
9395	OPTIEMUS INFRACOM LTD.	20100802	0.6652	NA	22.0516
9431	AKAR TOOLS LTD.	20100802	1.8248	NA	5.2651
9681	CORE EDUCATION & TECHNOLOGIES LTD.	20100802	3.5323	3.5323	10.4572
9780	HUBTOWN LTD.	20100802	2.5241	2.5303	25.0812
9793	AKSH OPTIFIBRE LTD.	20100802	0.6747	0.6695	-3.1996
10376	ALBERT DAVID LTD.	20100802	1.0905	NA	17.3116
10397	RHODIA SPECIALTY CHEMICALS INDIA LTD.	20100802	1.2735	NA	-34.4531
