31367,SIEMENS HEALTHCARE DIAGNOSTICS LTD. [MERGED]
31490,BEARDSELL LTD.
31612,BEDMUTHA INDUSTRIES LTD.
31625,BEE ELECTRONIC MACHINES LTD.
31667,TULASEE BIO-ETHANOL LTD.
31718,BEEKAY NIRYAT LTD.
31723,BEEKAY STEEL INDS. LTD.
31769,BEEYU OVERSEAS LTD.
31873,BELAPUR INDUSTRIES LTD.
31921,AMAZE ENTERTECH LTD.
31927,BELL CERAMICS LTD. [MERGED]
31979,BELLARY STEELS & ALLOYS LTD.
32003,BELLS CONTROLS LTD.
32058,BELWAL SPINNING MILLS LTD.
32060,BEMCO HYDRAULICS LTD.
32062,BEMCO JACKS & ALLIED PRODUCTS LTD.
32084,BENARES HOTELS LTD.
32147,BENGAL & ASSAM CO. LTD.
32249,BENGAL STEEL INDS. LTD.
32255,BENGAL TEA & FABRICS LTD.
32347,BENTLEY COMMERCIAL ENTERPRISES LTD.
32398,BENZO PETRO INTL. LTD.
32433,BERGER PAINTS INDIA LTD.
32527,BERVIN INVESTMENT & LEASING LTD.
32528,BERYL DRUGS LTD.
32530,BERYL SECURITIES LTD.
32551,BEST & CROMPTON ENGG. LTD.
32581,BEST EASTERN HOTELS LTD.
32728,BETA-KAPPA INVESTMENTS LTD.
32731,BETALA GLOBAL SECURITIES LTD.
32744,BETEX INDIA LTD.
32984,BHAGAWATI GAS LTD.
32986,BHAGAWATI OXYGEN LTD.
32996,BHAGERIA INDUSTRIES LTD.
33012,BHAGHEERATHA ENGINEERING LTD.
33015,BHAGIRADHA CHEMICALS & INDS. LTD.
33084,VYAPAR INDUSTRIES LTD.
33097,BHAGWANDAS AUTO FINANCE LTD.
33103,BHAGWANDAS METALS LTD.
33130,BHAGWATI AUTOCAST LTD.
33133,T G B BANQUETS & HOTELS LTD.
33162,BHAGWATI GLASS CONTAINERS LTD.
33251,FARMAX INDIA LTD.
33264,BHAGYANAGAR INDIA LTD.
33275,SRI K P R INDUSTRIES LTD.
33282,BHAGYASHREE LEASING & FINANCE LTD.
33295,BHAGYODAYA INFRASTRUCTURE DEVP. LTD.
33455,SINDHU TRADE LINKS LTD. (1992)
33477,BHANDARI HOSIERY EXPORTS LTD.
33501,R K B AGRO INDS. LTD.
33526,BHANOT CONSTRUCTION & HOUSING LTD.
33537,BHANSALI ENGINEERING POLYMERS LTD.
33667,BHARAT BHUSHAN FINANCE & COMMODITY BROKERS LTD.
33671,BHARAT BIJLEE LTD.
33723,B E M L LTD.
33727,BHARAT ELECTRONICS LTD.
33738,BHARAT AGRI FERT & REALTY LTD.
33750,BHARAT FORGE LTD.
33759,BHARAT GEARS LTD.
33769,BHARAT HEAVY ELECTRICALS LTD.
33775,BHARAT HOTELS LTD.
33780,BHARAT IMMUNOLOGICALS & BIOLOGICALS CORPN. LTD.
33825,BHARAT LINE LTD.
33873,BHARAT PETROLEUM CORPN. LTD.
33901,BHARAT RASAYAN LTD.
33922,BHARAT SEATS LTD.
33951,BHARAT TEXTILES & PROOFING INDS. LTD.
33980,BHARAT WIRE ROPES LTD.
34035,BHARATI DEFENCE & INFRASTRUCTURE LTD.
34051,BHARATPUR NUTRITIONAL PRODUCTS LTD.
34143,CAPSUGEL HEALTHCARE PVT. LTD.
34162,BHARTI AIRTEL LTD.
34164,BHARTI TELECOM LTD.
34213,BHARTIYA INTERNATIONAL LTD.
34267,BHASKAR AGROCHEMICALS LTD.
34390,B C L INDUSTRIES & INFRASTRUCTURES LTD.
34772,BHILAI ENGINEERING CORPN. LTD.
34799,BHILWARA SPINNERS LTD.
34801,CAPITAL INDIA FINANCE LTD.
34888,BHIWANI VANASPATI LTD.
34936,SHRI BHOLANATH CARPETS LTD.
35032,BHOR INDUSTRIES LTD.
35041,BHORUKA ALUMINIUM LTD.
35045,BHURUKA GASES LTD.
35051,BHORUKA STEEL & SERVICES LTD.
35222,BHUSHAN STEEL LTD.
35306,BHUWALKA STEEL INDS. LTD.
35499,ADITYA BIRLA CHEMICALS (INDIA) LTD. [MERGED]
35532,BIHAR SPONGE IRON LTD.
35548,A P L APOLLO TUBES LTD.
35608,BIJLEE TEXTILES LTD.
35620,BIJOY HANS LTD.
35685,BILATI (ORISSA) LTD.
35733,BILT PAPER HOLDINGS LTD. [MERGED]
35793,BIMETAL BEARINGS LTD.
35841,BINANI CEMENT LTD.
35843,BINANI INDUSTRIES LTD.
35876,BINAYAK TEX PROCESSORS LTD.
35950,INTEGRAL KNIT CO. LTD.
35984,BINNY LTD.
36073,BIOCON LTD.
36081,BIOFIL CHEMICALS & PHARMACEUTICALS LTD.
36112,BIOPAC INDIA CORPN. LTD.
36277,3M INDIA LTD.
36278,IDEA CELLULAR LTD.
36288,BIRLA CAPITAL & FINANCIAL SERVICES LTD.
36303,BIRLA CORPORATION LTD.
