co_code,company_name,co_stkdate,bse_pb,nse_pb,eps_on_stkdate
369474,VISA STEEL LTD.,20150803,138.7313,139.5522,-31.4473
371302,SUN PHARMA ADVANCED RESEARCH CO. LTD.,20150803,96.5296,96.7466,-1.3334
244056,SUZLON ENERGY LTD.,20150803,66.8308,66.6941,-11.6935
408877,SCHNEIDER ELECTRIC INFRASTRUCTURE LTD.,20150803,66.3787,66.3285,-0.6587
411199,STAR FERRO & CEMENT LTD. [MERGED],20150803,65.10600000000001,65.0019,0.9907
36937,BLUE DART EXPRESS LTD.,20150803,47.9141,48.0363,57.9191
94080,HINDUSTAN UNILEVER LTD.,20150803,41.0638,41.0661,17.2133
157438,NELCO LTD.,20150803,40.7001,40.7001,1.0123
30575,VISAGAR POLYTEX LTD.,20150803,34.348,33.8686,0.1603
168589,PAGE INDUSTRIES LTD.,20150803,33.7901,33.8312,177.1402
66185,EICHER MOTORS LTD.,20150803,31.5058,31.4694,249.4291
49138,COLGATE-PALMOLIVE (INDIA) LTD.,20150803,30.467,30.424,39.7602
26485,B F UTILITIES LTD.,20150803,30.3484,30.326999999999998,-0.0823
42974,CASTROL INDIA LTD.,20150803,29.6445,29.6953,11.1442
183791,PUNJAB CHEMICALS & CROP PROTECTION LTD.,20150803,26.6499,26.766,-6.6872
142526,UNITED SPIRITS LTD.,20150803,26.7643,26.764,-91.0762
38924,BRITANNIA INDUSTRIES LTD.,20150803,26.5971,26.6106,43.8847
20327,ARROW GREENTECH LTD.,20150803,23.5588,23.6796,6.0733
81580,GILLETTE INDIA LTD.,20150803,23.2244,23.3824,34.6507
67417,EMAMI LTD.,20150803,23.1907,23.2589,21.5811
60090,DHARANI SUGARS & CHEMICALS LTD.,20150803,22.0754,22.0424,-36.5568
245363,SYMPHONY LTD.,20150803,21.5679,21.5534,33.0031
42236,CAPLIN POINT LABORATORIES LTD.,20150803,21.3246,21.396,26.5718
377226,PIRAMAL PHYTOCARE LTD.,20150803,20.8954,20.859,-1.4175
149616,MOTHERSON SUMI SYSTEMS LTD.,20150803,20.5749,20.5221,4.1875
