co_code,company_name,co_stkdate,bse_pb,nse_pb,eps_on_stkdate
387887,GULF OIL LUBRICANTS INDIA LTD.,20140801,44.8069,46.7593,3.6351
408877,SCHNEIDER ELECTRIC INFRASTRUCTURE LTD.,20140801,43.9227,43.8583,-6.2935
372575,SITI NETWORKS LTD.,20140801,39.0789,39.0789,-1.9609
26485,B F UTILITIES LTD.,20140801,36.2094,36.2313,0.7274
94080,HINDUSTAN UNILEVER LTD.,20140801,34.6365,34.6215,16.8596
371302,SUN PHARMA ADVANCED RESEARCH CO. LTD.,20140801,30.7117,30.6934,0.466
99508,INDO TECH TRANSFORMERS LTD.,20140801,29.6012,29.4737,-27.4482
49138,COLGATE-PALMOLIVE (INDIA) LTD.,20140801,28.6333,28.6638,36.3071
168589,PAGE INDUSTRIES LTD.,20140801,25.8639,25.8532,148.9886
42974,CASTROL INDIA LTD.,20140801,22.6025,22.6297,8.6414
400943,JUST DIAL LTD.,20140801,21.0946,21.0765,17.1824
66185,EICHER MOTORS LTD.,20140801,20.4251,20.4261,155.9416
239726,SUN PHARMACEUTICAL INDS. LTD.,20140801,19.396,19.3935,3.8866
23709,ASTRAZENECA PHARMA INDIA LTD.,20140801,18.0117,18.0353,-14.664000000000001
52194,CRISIL LTD.,20140801,17.3609,17.3829,39.4338
54885,DABUR INDIA LTD.,20140801,17.3506,17.3549,3.9099
157827,NESTLE INDIA LTD.,20140801,17.1432,17.2051,113.6402
245363,SYMPHONY LTD.,20140801,16.1755,16.1372,28.2259
91480,HATSUN AGRO PRODUCTS LTD.,20140801,16.1615,16.1298,6.1639
254594,TRIVENI TURBINE LTD.,20140801,15.6213,15.6044,1.912
149616,MOTHERSON SUMI SYSTEMS LTD.,20140801,15.488,15.4968,6.3051
22859,ASIAN PAINTS LTD.,20140801,15.3383,15.3211,12.5182
182523,PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.,20140801,14.9114,15.0075,94.3355
